origin,destination,distance
BG,US-SD,8913.118
BG,US-TN,8921.572
BG,US-TX,10017.515
BG,US-UT,9897.436
BG,US-VT,7366.882
BG,US-VA,8278.445
BG,US-WA,9421.808
BG,US-WV,8328.118
BG,US-WI,8387.483
BG,US-WY,9375.235
BG,UY,11753.564
BG,UZ,3202.64
BG,VA,1074.415
BG,VC,8771.743
BG,VE,9692.136
BG,VG,8640.695
BG,VI,8667.254
BG,VN,8369.769
BG,VU,15258.407
BG,WF,16131.93
BG,WS,16378.565
BG,XK,374.934
BG,YE,3733.321
BG,YT,6496.014
BG,ZA,8154.011
BG,ZM,6216.896
BG,ZW,6876.501
BH,AD,4793.593
BH,AE,427.593
BH,AF,1866.958
BH,AG,11289.145
BH,AI,11334.108
BH,AL,3266.75
BH,AM,1655.637
BH,AO,5441.569
BH,AQ,12789.495
BH,AR,13803.373
BH,AS,15443.089
BH,AT,3956.142
BH,AU,10578.671
BH,AW,12300.494
BH,AX,4508.694
BH,AZ,1605.631
BH,BA,3572.33
BH,BB,11305.079
BH,BD,4001.627
BH,BE,4760.66
BH,BF,5654.053
BH,BG,2950.444
BH,BH,0
BH,BI,3948.921
BH,BJ,5407.976
BH,BL,11338.114
BH,BM,10595.321
BH,BN,7201.65
BH,BO,13174.541
BH,BQ,12183.733
BH,BR,11929.624
BH,BS,12062.649
BH,BT,3939.508
BH,BV,10013.727
BH,BW,6050.965
BH,BY,3611.687
BH,BZ,13495.325
BH,CA,10634.357
BH,CA-AB,10912.052
BH,CA-BC,11006.268
BH,CA-MB,10501.8
BH,CA-NB,9800.955
BH,CA-NL,9014.511
BH,CA-NS,9660.25
BH,CA-NT,9856.619
BH,CA-NU,9417.006
BH,CA-ON,10412.872
BH,CA-PE,9587.333
BH,CA-QC,9671.119
BH,CA-SK,10691.989
BH,CA-YT,9971.861
BH,CC,6553.509
BH,CD,4731.754
BH,CF,3811.196
BH,CG,4783.577
BH,CH,4375.937
BH,CI,6270.258
BH,CK,16879.122
BH,CL,14466.298
BH,CM,4544.565
BH,CN,5163.882
BH,CO,13186.411
BH,CR,13687.295
BH,CU,12350.129
BH,CV,7733.73
BH,CW,12230.901
BH,CX,7194.578
BH,CY,1935.169
BH,CZ,4009.204
BH,DE,4393.977
BH,DJ,1780.976
BH,DK,4701.855
BH,DM,11346.784
BH,DO,11919.655
BH,DZ,4826.259
BH,EC,13929.665
BH,EE,4144.629
BH,EG,1976.465
BH,EH,6335.179
BH,ER,1643.386
BH,ES,5224.34
BH,ET,2151.808
BH,FI,4410.748
BH,FJ,14638.895
BH,FK,13606.459
BH,FM,10626.571
BH,FO,5803.213
BH,FR,4806.84
BH,GA,5134.715
BH,GB,5418.193
BH,GD,11550.136
BH,GE,1939.357
BH,GF,11183.024
BH,GG,5223.445
BH,GH,5803.945
BH,GI,5379.559
BH,GL,7391.215
BH,GM,6975.489
BH,GN,6568.628
BH,GP,11317.417
BH,GQ,5089.839
BH,GR,3052.984
BH,GS,12119.233
BH,GT,13735.833
BH,GU,9763.615
BH,GW,7033.398
BH,GY,11703.543
BH,HK,6388.53
BH,HM,9061.012
BH,HN,13482.744
BH,HR,3804.348
BH,HT,12083.353
BH,HU,3606.107
BH,ID,7397.909
BH,IE,5680.593
BH,IL,1642.365
BH,IM,5458.323
BH,IN,2947.595
BH,IO,4258.536
BH,IQ,1053.128
BH,IR,780.703
BH,IS,6460.031
BH,IT,3892.709
BH,JE,5186.926
BH,JM,12556.992
BH,JO,1500.833
BH,JP,8143.103
BH,KE,3192.777
BH,KG,2791.09
BH,KH,5854.309
BH,KI,15126.049
BH,KM,4267.062
BH,KN,11360.235
BH,KP,7113.806
BH,KR,7255.081
BH,KW,487.837
BH,KY,12715.36
BH,KZ,2837.285
BH,LA,5321.8
BH,LB,1672.13
BH,LC,11397.714
BH,LI,4293.468
BH,LK,3765.631
BH,LR,6709.277
BH,LS,6621.503
BH,LT,3909.119
BH,LU,4624.693
BH,LV,4016.605
BH,LY,3326.078
BH,MA,5595.416
BH,MC,4349.428
BH,MD,3083.439
BH,ME,3393.447
BH,MF,11340.936
BH,MG,4986.777
BH,MH,12624.113
BH,MK,3165.324
BH,ML,5679.712
BH,MM,4605.679
BH,MN,5179.279
BH,MO,6339.537
BH,MP,9630.058
BH,MQ,11359.763
BH,MR,6248.75
BH,MS,11343.176
BH,MT,3609.5
BH,MU,5199.813
BH,MV,3492.098
BH,MW,4702.21
BH,MX,13794.585
BH,MY,5967.949
BH,MZ,5220.711
BH,NA,6444.408
BH,NC,13423.258
BH,NE,4471.008
BH,NF,13895.605
BH,NG,4799.948
BH,NI,13578.905
BH,NL,4764.248
BH,NO,4986.754
BH,NP,3313.65
BH,NR,12645.664
BH,NU,15800.885
BH,NZ,14675.397
BH,OM,728.402
BH,PA,13517.331
BH,PE,14006.757
BH,PF,17755.223
BH,PG,10644.621
BH,PH,7517.778
BH,PK,1896.898
BH,PL,3913.693
BH,PM,9106.745
BH,PN,19778.52
BH,PR,11644.423
BH,PS,1639.57
BH,PT,5608.507
BH,PW,9040.266
BH,PY,12936.424
BH,QA,84.221
BH,RE,5257.85
BH,RO,3181.404
BH,RS,3336.043
BH,RU,5646.71
BH,RW,3819.316
BH,SA,604.857
BH,SB,12418.742
BH,SC,3443.688
BH,SD,2581.781
BH,SE,4516.542
BH,SG,6304.082
BH,SH,8573.774
BH,SI,3863.893
BH,SJ,5973.885
BH,SK,3679.918
BH,SL,6845.342
BH,SM,3965.506
BH,SN,6845.476
BH,SO,2358.2
BH,SR,11469.232
BH,SS,2947.467
BH,ST,5515.682
BH,SV,13795.961
BH,SX,11343.57
BH,SY,1488.055
BH,SZ,6183.854
BH,TC,11859.114
BH,TD,3505.896
BH,TF,8566.543
BH,TG,5588.675
BH,TH,5316.974
BH,TJ,2403.122
BH,TK,15157.778
BH,TL,15336.23
BH,TM,1671.952
BH,TN,4031.405
BH,TO,15336.23
BH,TR,2040.446
BH,TT,11603.679
BH,TV,14038.527
BH,TW,7012.105
BH,TZ,3973.682
BH,UA,3015.595
BH,UG,3363.546
BH,UM,11472.017
BH,US,12173.556
BH,US-AK,9819.733
BH,US-AL,12129.361
BH,US-AZ,13072.637
BH,US-AR,12154.897
BH,US-CA,12964.857
BH,US-CO,12334
BH,US-CT,10537.148
BH,US-DE,10891.474
BH,US-FL,12156.844
BH,US-GA,11893.102
BH,US-HI,14223.015
BH,US-ID,12090.298
BH,US-IL,11540.741
BH,US-IN,11403.566
BH,US-IA,11604.199
BH,US-KS,12112.954
BH,US-KY,11506.737
BH,US-LA,12554.596
BH,US-ME,10050.706
BH,US-MD,10951.303
BH,US-MA,10372.067
BH,US-MI,11026.562
BH,US-MN,11216.029
BH,US-MS,12273.831
BH,US-MO,11903.885
BH,US-MT,11696.788
BH,US-NE,11927.526
BH,US-NV,12692.23
BH,US-NH,10327.329
BH,US-NJ,10734.274
BH,US-NM,12850.261
BH,US-NY,10660.397
BH,US-NC,11364.873
BH,US-ND,11342.97
BH,US-OH,11213.708
BH,US-OK,12435.803
BH,US-OR,12209.053
BH,US-PA,10868.695
BH,US-RI,10437.446
BH,US-SC,11611.592
BH,US-SD,11632.086
BH,US-TN,11836.89
BH,US-TX,12858.917
BH,US-UT,12515.556
BH,US-VT,10289.298
BH,US-VA,11216.498
BH,US-WA,11776.762
BH,US-WV,11253.068
BH,US-WI,11229.23
BH,US-WY,12016.447
BH,UY,12975.881
BH,UZ,2142.59
BH,VA,3902.713
BH,VC,11479.342
BH,VE,12353.487
BH,VG,11461.017
BH,VI,11488.794
BH,VN,6118.942
BH,VU,13346.647
BH,WF,14866.739
BH,WS,15367.612
BH,XK,3274.48
BH,YE,1174.761
BH,YT,4350.183
BH,ZA,6938.32
BH,ZM,4995.04
BH,ZW,5510.371
BI,AD,5846.56
BI,AE,3950.029
BI,AF,5733.725
BI,AG,10299.619
BI,AI,10439.931
BI,AL,5048.996
BI,AM,5070.831
BI,AO,1587.436
BI,AQ,9841.179
BI,AR,10081.926
BI,AS,17088.512
BI,AT,5854.184
BI,AU,11232.354
BI,AW,11161.197
BI,AX,7129.494
BI,AZ,5162.912
BI,BA,5398.607
BI,BB,10034.969
BI,BD,7194.032
BI,BE,6464.361
BI,BF,3887.72
BI,BG,5146.223
BI,BH,3948.921
BI,BI,0
BI,BJ,3368.134
BI,BL,10422.12
BI,BM,10647.202
BI,BN,9462.874
BI,BO,10275.957
BI,BQ,10990.823
BI,BR,9037.061
BI,BS,11909.356
BI,BT,7325.909
BI,BV,6165.531
BI,BW,2182.004
BI,BY,6349.963
BI,BZ,13133.638
BI,CA,12987.282
BI,CA-AB,13467.405
BI,CA-BC,13846.692
BI,CA-MB,12574.753
BI,CA-NB,10789.84
BI,CA-NL,10385.584
BI,CA-NS,10515.184
BI,CA-NT,12704.498
BI,CA-NU,11812.489
BI,CA-ON,12031.228
BI,CA-PE,10514.073
BI,CA-QC,11098.684
BI,CA-SK,13019.317
BI,CA-YT,13134.017
BI,CC,7424.328
BI,CD,1604.473
BI,CF,1492.023
BI,CG,1613.43
BI,CH,5972.43
BI,CI,4117.775
BI,CK,17081.834
BI,CL,10817.767
BI,CM,2285.918
BI,CN,8823.54
BI,CO,11611.221
BI,CR,12664.008
BI,CU,11975.01
BI,CV,6306.978
BI,CW,11051.284
BI,CX,8384.79
BI,CY,4296.605
BI,CZ,6075.071
BI,DE,6340.187
BI,DJ,2195.136
BI,DK,6885.593
BI,DM,10245.252
BI,DO,11189.021
BI,DZ,4619.275
BI,EC,12003.162
BI,EE,6904.307
BI,EG,3358.718
BI,EH,5551.115
BI,ER,2331.328
BI,ES,5956.079
BI,ET,1819.36
BI,FI,7269.436
BI,FJ,15996.263
BI,FK,9674.556
BI,FM,13431.856
BI,FO,7901.751
BI,FR,6151.748
BI,GA,2054.345
BI,GB,7208.577
BI,GD,10252.406
BI,GE,5257.872
BI,GF,9263.22
BI,GG,6652.871
BI,GH,3655.661
BI,GI,5717.985
BI,GL,9763.877
BI,GM,5328.929
BI,GN,4630.606
BI,GP,10328.085
BI,GQ,2254.447
BI,GR,4792.358
BI,GS,8170.312
BI,GT,13332.286
BI,GU,12783.643
BI,GW,5263.322
BI,GY,9912.012
BI,HK,9554.792
BI,HM,6809.392
BI,HN,12911.277
BI,HR,5584.151
BI,HT,11412.191
BI,HU,5711.052
BI,ID,9336.676
BI,IE,7241.924
BI,IL,3862.789
BI,IM,7152.573
BI,IN,5972.577
BI,IO,4659.111
BI,IQ,4318.932
BI,IR,4704.015
BI,IS,8566.973
BI,IT,5327.76
BI,JE,6611.651
BI,JM,11942.869
BI,JO,3835.135
BI,JP,11869.635
BI,KE,962.603
BI,KG,6717.681
BI,KH,8475.258
BI,KI,17810.723
BI,KM,1803.842
BI,KN,10405.786
BI,KP,10893.443
BI,KR,10934.043
BI,KW,4088.268
BI,KY,12278.531
BI,KZ,6748.733
BI,LA,8324.201
BI,LB,4186.243
BI,LC,10194.409
BI,LI,5960.908
BI,LK,5777.621
BI,LR,4502.226
BI,LS,2922.819
BI,LT,6533.223
BI,LU,6339.489
BI,LV,6716.994
BI,LY,3574.352
BI,MA,5528.477
BI,MC,5700.568
BI,MD,5649.029
BI,ME,5232.727
BI,MF,10437.592
BI,MG,2515.446
BI,MH,15707.293
BI,MK,5069.71
BI,ML,4388.277
BI,MM,7700.977
BI,MN,9073.823
BI,MO,9494.777
BI,MP,12820.139
BI,MQ,10203.603
BI,MR,5211.093
BI,MS,10339.514
BI,MT,4660.479
BI,MU,3538.71
BI,MV,4867.499
BI,MW,1199.645
BI,MX,14441.358
BI,MY,8050.384
BI,MZ,1806.678
BI,NA,2501.169
BI,NC,14485.634
BI,NE,3343.492
BI,NF,14271.273
BI,NG,2731.631
BI,NI,12813.577
BI,NL,6593.556
BI,NO,7338.961
BI,NP,6776.786
BI,NR,15217.991
BI,NU,16712.928
BI,NZ,13944.061
BI,OM,3958.264
BI,PA,12338.103
BI,PE,11581.61
BI,PF,17672.955
BI,PG,12613.175
BI,PH,10291.902
BI,PK,5620.077
BI,PL,6231.976
BI,PM,9992.901
BI,PN,16049.133
BI,PR,10811.7
BI,PS,3967.924
BI,PT,6148.665
BI,PW,11671.582
BI,PY,9691.569
BI,QA,3932.309
BI,RE,3400.621
BI,RO,5505.451
BI,RS,5344.122
BI,RU,9572.33
BI,RW,159.396
BI,SA,3446.897
BI,SB,14315.838
BI,SC,2840.117
BI,SD,1805.647
BI,SE,7129.15
BI,SG,8230.31
BI,SH,4864.412
BI,SI,5699.749
BI,SJ,9050.799
BI,SK,5870.903
BI,SL,4807.136
BI,SM,5542.653
BI,SN,5277.049
BI,SO,2041.833
BI,SR,9584.351
BI,SS,1150.12
BI,ST,2620.118
BI,SV,13206.703
BI,SX,10437.686
BI,SY,4349.623
BI,SZ,2579.372
BI,TC,11356.226
BI,TD,2428.691
BI,TF,6315.555
BI,TG,3490.455
BI,TH,8097.314
BI,TJ,6323.624
BI,TK,17238.694
BI,TL,16150.155
BI,TM,5602.86
BI,TN,4661.887
BI,TO,16150.155
BI,TR,4739.233
BI,TT,10201.607
BI,TV,16248.969
BI,TW,10264.138
BI,TZ,643.512
BI,UA,5755.887
BI,UG,589.928
BI,UM,14996.887
BI,US,13338.899
BI,US-AK,13309.752
BI,US-AL,12713.721
BI,US-AZ,14735.606
BI,US-AR,13075.6
BI,US-CA,15156.19
BI,US-CO,14015.133
BI,US-CT,11336.389
BI,US-DE,11576.885
BI,US-FL,12283.422
BI,US-GA,12364.013
BI,US-HI,18120.314
BI,US-ID,14317.203
BI,US-IL,12693.849
BI,US-IN,12439.958
BI,US-IA,12940.528
BI,US-KS,13483.144
BI,US-KY,12347.794
BI,US-LA,13221.264
BI,US-ME,11006.357
BI,US-MD,11670.333
BI,US-MA,11187.343
BI,US-MI,12277.773
BI,US-MN,12849.558
BI,US-MS,12941.424
BI,US-MO,12983.793
BI,US-MT,13854.578
BI,US-NE,13475.334
BI,US-NV,14809.741
BI,US-NH,11194.689
BI,US-NJ,11465.861
BI,US-NM,14298.814
BI,US-NY,11423.803
BI,US-NC,11933.862
BI,US-ND,13197.934
BI,US-OH,12170.297
BI,US-OK,13536.121
BI,US-OR,14664.761
BI,US-PA,11729.974
BI,US-RI,11203.37
BI,US-SC,12093.276
BI,US-SD,13346.342
BI,US-TN,12606.543
BI,US-TX,13898.58
BI,US-UT,14411.945
BI,US-VT,11259.169
BI,US-VA,11861.482
BI,US-WA,14338.573
BI,US-WV,12039.878
BI,US-WI,12538.413
BI,US-WY,13912.677
BI,UY,9401.592
BI,UZ,6087.478
BI,VA,5334.709
BI,VC,10222.256
BI,VE,10767.676
BI,VG,10606.483
BI,VI,10633.238
BI,VN,8847.253
BI,VU,14848.54
BI,WF,16472.21
BI,WS,16927.886
BI,XK,5192.219
BI,YE,2935.414
BI,YT,1978.758
BI,ZA,3110.693
BI,ZM,1108.932
BI,ZW,1741.335
BJ,AD,3696.615
BJ,AE,5685.105
BJ,AF,7167.292
BJ,AG,6966.887
BJ,AI,7097.793
BJ,AL,3952.036
BJ,AM,5424.411
BJ,AO,2856.795
BJ,AQ,11575.344
BJ,AR,8628.147
BJ,AS,19178.262
BJ,AT,4402.168
BJ,AU,14598.861
BJ,AW,7877.016
BJ,AX,5820.377
BJ,AZ,5622.126
BJ,BA,4124.608
BJ,BB,6744.561
BJ,BD,9395.807
BJ,BE,4585.097
BJ,BF,534.362
BJ,BG,4346.863
BJ,BH,5407.976
BJ,BI,3368.134
BJ,BJ,0
BJ,BL,7082.27
BJ,BM,7306.733
BJ,BN,12369.319
BJ,BO,7788.241
BJ,BQ,7712.602
BJ,BR,6529.492
BJ,BS,8541.242
BJ,BT,9347.194
BJ,BV,7087.185
BJ,BW,4280
BJ,BY,5441.082
BJ,BZ,9788.244
BJ,CA,10273.265
BJ,CA-AB,10820.573
BJ,CA-BC,11359.715
BJ,CA-MB,9747.182
BJ,CA-NB,7661.144
BJ,CA-NL,7454.701
BJ,CA-NS,7362.514
BJ,CA-NT,10415.132
BJ,CA-NU,9297.154
BJ,CA-ON,9038.055
BJ,CA-PE,7386.092
BJ,CA-QC,8116.231
BJ,CA-SK,10284.597
BJ,CA-YT,11089.906
BJ,CC,10714.216
BJ,CD,1833.613
BJ,CF,2072.333
BJ,CG,1850.017
BJ,CH,4208.411
BJ,CI,886.888
BJ,CK,17684.752
BJ,CL,9186.357
BJ,CM,1125.214
BJ,CN,10453.147
BJ,CO,8459.24
BJ,CR,9407.413
BJ,CU,8612.532
BJ,CV,2948.919
BJ,CW,7772.111
BJ,CX,11642.487
BJ,CY,4266.07
BJ,CZ,4666.038
BJ,DE,4713.554
BJ,DJ,4407.678
BJ,DK,5258.719
BJ,DM,6928.497
BJ,DO,7842.62
BJ,DZ,2083.391
BJ,EC,8999.038
BJ,EE,5808.156
BJ,EG,3570.524
BJ,EH,2312.439
BJ,ER,4117.962
BJ,ES,3515.795
BJ,ET,4187.777
BJ,FI,6152.441
BJ,FJ,19147.741
BJ,FK,8977.713
BJ,FM,16034.501
BJ,FO,5895.301
BJ,FR,4105.322
BJ,GA,1524.257
BJ,GB,5147.715
BJ,GD,6974.492
BJ,GE,5421.463
BJ,GF,6146.949
BJ,GG,4487.454
BJ,GH,397.051
BJ,GI,3082.27
BJ,GL,7573.042
BJ,GM,1974.933
BJ,GN,1318.751
BJ,GP,6995.943
BJ,GQ,1224.103
BJ,GR,3836.801
BJ,GS,7967.403
BJ,GT,9996.082
BJ,GU,15161.933
BJ,GW,1932.19
BJ,GY,6769.018
BJ,HK,11796.475
BJ,HM,9615.161
BJ,HN,9584.359
BJ,HR,4167.181
BJ,HT,8063.754
BJ,HU,4511.247
BJ,ID,12391.785
BJ,IE,4994.804
BJ,IL,4140.004
BJ,IM,5032.994
BJ,IN,8264.211
BJ,IO,7901.104
BJ,IQ,4993.897
BJ,IR,5854.21
BJ,IS,6406.958
BJ,IT,3757.553
BJ,JE,4456.632
BJ,JM,8598.436
BJ,JO,4233.419
BJ,JP,13172.982
BJ,KE,4073.92
BJ,KG,7862.121
BJ,KH,11135.747
BJ,KI,18826.268
BJ,KM,5161.677
BJ,KN,7070.536
BJ,KP,12142.211
BJ,KR,12413.598
BJ,KW,5192.327
BJ,KY,8923.906
BJ,KZ,7362.979
BJ,LA,10704.031
BJ,LB,4377.201
BJ,LC,6894.894
BJ,LI,4261.629
BJ,LK,8608.864
BJ,LR,1332.582
BJ,LS,5140.61
BJ,LT,5441.137
BJ,LU,4518.051
BJ,LV,5629.339
BJ,LY,2459.963
BJ,MA,2681.842
BJ,MC,3860.322
BJ,MD,4895.426
BJ,ME,4068.465
BJ,MF,7096.503
BJ,MG,5797.203
BJ,MH,17810.015
BJ,MK,4065.286
BJ,ML,1144.216
BJ,MM,9993.327
BJ,MN,10114.949
BJ,MO,11747.49
BJ,MP,14990.941
BJ,MQ,6895.39
BJ,MR,1925.543
BJ,MS,7009.664
BJ,MT,3202.661
BJ,MU,6880.658
BJ,MV,7855.753
BJ,MW,4331.648
BJ,MX,11077.444
BJ,MY,10987.885
BJ,MZ,4790.012
BJ,NA,3996.504
BJ,NC,17810.308
BJ,NE,1113.449
BJ,NF,17358.496
BJ,NG,698.493
BJ,NI,9512.72
BJ,NL,4769.565
BJ,NO,5712.098
BJ,NP,8720.739
BJ,NR,18052.148
BJ,NU,18642.986
BJ,NZ,16426.684
BJ,OM,5875.685
BJ,PA,9104.376
BJ,PE,8803.777
BJ,PF,16823.733
BJ,PG,15778.146
BJ,PH,12889.258
BJ,PK,7287.832
BJ,PL,4978.638
BJ,PM,6895.064
BJ,PN,14439.871
BJ,PR,7469.474
BJ,PS,4220.499
BJ,PT,3506.143
BJ,PW,14406.312
BJ,PY,7538.529
BJ,QA,5450.19
BJ,RE,6723.672
BJ,RO,4609.169
BJ,RS,4260.244
BJ,RU,9776.205
BJ,RW,3299.129
BJ,SA,4813.21
BJ,SB,17584.805
BJ,SC,6094.519
BJ,SD,3068.537
BJ,SE,5812.251
BJ,SG,11244.518
BJ,SH,3953.848
BJ,SI,4270.805
BJ,SJ,7698.735
BJ,SK,4667.788
BJ,SL,1551.322
BJ,SM,3973.955
BJ,SN,1912.597
BJ,SO,4859.76
BJ,SR,6465.532
BJ,SS,3202.049
BJ,ST,1120.252
BJ,SV,9891.036
BJ,SX,7096.906
BJ,SY,4679.523
BJ,SZ,5077.08
BJ,TC,7994.238
BJ,TD,1908.291
BJ,TF,9185.826
BJ,TG,180.765
BJ,TH,10639.119
BJ,TJ,7542.374
BJ,TK,19374.125
BJ,TL,18668.503
BJ,TM,6546.775
BJ,TN,2830.982
BJ,TO,18668.503
BJ,TR,4645.324
BJ,TT,6947.127
BJ,TV,19446.347
BJ,TW,12409.674
BJ,TZ,4008.218
BJ,UA,5111.867
BJ,UG,3430.843
BJ,UM,16401.968
BJ,US,10086.591
BJ,US-AK,11674.224
BJ,US-AL,9383.156
BJ,US-AZ,11514.258
BJ,US-AR,9785.09
BJ,US-CA,12075.379
BJ,US-CO,10859.889
BJ,US-CT,8110.717
BJ,US-DE,8310.11
BJ,US-FL,8920.524
BJ,US-GA,9029.323
BJ,US-HI,15981.551
BJ,US-ID,11355.821
BJ,US-IL,9478.653
BJ,US-IN,9209.741
BJ,US-IA,9761.267
BJ,US-KS,10274.389
BJ,US-KY,9076.432
BJ,US-LA,9885.602
BJ,US-ME,7849.459
BJ,US-MD,8406.356
BJ,US-MA,7975.291
BJ,US-MI,9121.422
BJ,US-MN,9782.54
BJ,US-MS,9614.745
BJ,US-MO,9732.08
BJ,US-MT,10915.405
BJ,US-NE,10321.606
BJ,US-NV,11738.612
BJ,US-NH,7997.052
BJ,US-NJ,8215.6
BJ,US-NM,11053.78
BJ,US-NY,8183.722
BJ,US-NC,8628.203
BJ,US-ND,10189.358
BJ,US-OH,8935.797
BJ,US-OK,10258.307
BJ,US-OR,11779.705
BJ,US-PA,8497.063
BJ,US-RI,7976.866
BJ,US-SC,8768.214
BJ,US-SD,10264.161
BJ,US-TN,9308.948
BJ,US-TX,10591.528
BJ,US-UT,11295.742
BJ,US-VT,8088.178
BJ,US-VA,8572.82
BJ,US-WA,11566.031
BJ,US-WV,8772.225
BJ,US-WI,9380.966
BJ,US-WY,10847.224
BJ,UY,7709.232
BJ,UZ,7023.277
BJ,VA,3757.86
BJ,VC,6934.539
BJ,VE,7585.791
BJ,VG,7262.887
BJ,VI,7290.258
BJ,VN,11446.556
BJ,VU,18216.674
BJ,WF,19515.716
BJ,WS,19231.314
BJ,XK,4121.273
BJ,YE,5055.167
BJ,YT,5334.057
BJ,ZA,4949.677
BJ,ZM,3764.966
BJ,ZW,4309.83
BL,AD,6600.085
BL,AE,11754.463
BL,AF,12232.217
BL,AG,152.27
BL,AI,37.052
BL,AL,8140.944
BL,AM,10175.286
BL,AO,9435.576
BL,AQ,12753.778
BL,AR,6264.958
BL,AS,12322.864
BL,AT,7617.331
BL,AU,18108.213
BL,AW,966.028
BL,AX,7835.345
BL,AZ,10365.829
BL,BA,7895.434
BL,BB,637.655
BL,BD,14554.183
BL,BE,6888.885
BL,BF,6590.167
BL,BG,8539.762
BL,BH,11338.114
BL,BI,10422.12
BL,BJ,7082.27
BL,BL,0
BL,BM,1611.764
BL,BN,17504.555
BL,BO,3804.954
BL,BQ,873.086
BL,BR,3773.237
BL,BS,1692.802
BL,BT,14203.626
BL,BV,10180.571
BL,BW,10517.865
BL,BY,8466.56
BL,BZ,2711.524
BL,CA,5578.217
BL,CA-AB,6007.655
BL,CA-BC,6616.199
BL,CA-MB,5031.4
BL,CA-NB,3197.247
BL,CA-NL,3994.484
BL,CA-NS,3032.809
BL,CA-NT,6605.049
BL,CA-NU,5681.969
BL,CA-ON,4199.276
BL,CA-PE,3159.5
BL,CA-QC,3920.144
BL,CA-SK,5532.532
BL,CA-YT,7356.332
BL,CC,17753.523
BL,CD,8824.962
BL,CF,9134.218
BL,CG,8822.799
BL,CH,7141.325
BL,CI,6304.536
BL,CK,11404.218
BL,CL,6028.748
BL,CM,8203.194
BL,CN,13882.424
BL,CO,1933.288
BL,CR,2423.99
BL,CU,1606.14
BL,CV,4135.464
BL,CW,910.397
BL,CX,18532.693
BL,CY,9426.401
BL,CZ,7670.217
BL,DE,7312.477
BL,DJ,11198.581
BL,DK,7277.225
BL,DM,323.547
BL,DO,770.534
BL,DZ,6633.139
BL,EC,2760.655
BL,EE,8195.603
BL,EG,9472.868
BL,EH,5211.41
BL,ER,10781.783
BL,ES,6137.546
BL,ET,11088.33
BL,FI,8186.356
BL,FJ,13426.988
BL,FK,7759.321
BL,FM,15384.891
BL,FO,6507.926
BL,FR,6678.553
BL,GA,8400.508
BL,GB,6465.277
BL,GD,644.767
BL,GE,9943.487
BL,GF,1885.378
BL,GG,6373.358
BL,GH,6770.218
BL,GI,5958.767
BL,GL,6125.989
BL,GM,5107.388
BL,GN,5792.899
BL,GP,136.528
BL,GQ,8172.487
BL,GR,8320.46
BL,GS,8488.887
BL,GT,2914.316
BL,GU,15388.925
BL,GW,5161.6
BL,GY,1515.582
BL,HK,15520.182
BL,HM,14601.659
BL,HN,2503.137
BL,HR,7686.426
BL,HT,995.363
BL,HU,7992.535
BL,ID,18078.841
BL,IE,6104.21
BL,IL,9697.963
BL,IM,6362.901
BL,IN,14047.213
BL,IO,14949.469
BL,IQ,10381.631
BL,IR,11255.266
BL,IS,6151.314
BL,IT,7503.262
BL,JE,6400.218
BL,JM,1520.858
BL,JO,9839.917
BL,JP,13597.983
BL,KE,11152.336
BL,KG,12127.056
BL,KH,16374.37
BL,KI,11796.043
BL,KM,12165.045
BL,KN,64.236
BL,KP,13447.388
BL,KR,13924.751
BL,KW,10892.581
BL,KY,1866.804
BL,KZ,11153.707
BL,LA,15522.638
BL,LB,9683.19
BL,LC,491.756
BL,LI,7239.741
BL,LK,15103.737
BL,LR,5931.05
BL,LS,11086.803
BL,LT,8179.66
BL,LU,7000.301
BL,LV,8197.764
BL,LY,8182.758
BL,MA,5775.709
BL,MC,7076.061
BL,MD,8645.616
BL,ME,8049.279
BL,MF,23.153
BL,MG,12656.43
BL,MH,13457.561
BL,MK,8261.951
BL,ML,6211.383
BL,MM,15024.092
BL,MN,12690.111
BL,MO,15537.222
BL,MP,15020.014
BL,MQ,416.756
BL,MR,5436.271
BL,MS,152.093
BL,MT,7728.618
BL,MU,13789.045
BL,MV,14665.531
BL,MW,11205.037
BL,MX,4156.654
BL,MY,17048.02
BL,MZ,11491.521
BL,NA,9937.872
BL,NC,14933.43
BL,NE,7465.987
BL,NF,14722.835
BL,NG,7761.199
BL,NI,2453.376
BL,NL,6963.755
BL,NO,7263.82
BL,NP,13763.097
BL,NR,14238.593
BL,NU,12372.379
BL,NZ,13986.496
BL,OM,12043.043
BL,PA,2195.178
BL,PE,3294.65
BL,PF,10249.829
BL,PG,16827.961
BL,PH,16551.684
BL,PK,12604.329
BL,PL,7910.051
BL,PM,3283.65
BL,PN,8442.654
BL,PR,390.157
BL,PS,9698.683
BL,PT,5744.48
BL,PW,16596.039
BL,PY,4625.066
BL,QA,11415.955
BL,RE,13594.102
BL,RO,8426.466
BL,RS,8157.522
BL,RU,11119.332
BL,RW,10368.644
BL,SA,10928.934
BL,SB,15284.983
BL,SC,13169.714
BL,SD,9893.804
BL,SE,7821.524
BL,SG,17426.09
BL,SH,7399.085
BL,SI,7661.316
BL,SJ,7917.932
BL,SK,7986.875
BL,SL,5617.266
BL,SM,7478.797
BL,SN,5174.515
BL,SO,11833.121
BL,SR,1728.086
BL,SS,10215.653
BL,ST,7839.203
BL,SV,2814.432
BL,SX,20.129
BL,SY,9915.789
BL,SZ,11306.069
BL,TC,1019.471
BL,TD,8625.322
BL,TF,14521.078
BL,TG,6945.159
