origin,destination,distance
DO,AZ,10837.32908
DO,BA,8407.729301
DO,BB,1291.150255
DO,BD,14846.36241
DO,BE,7333.664212
DO,BF,7345.662842
DO,BG,9051.476269
DO,BH,11919.65547
DO,BI,11189.02098
DO,BJ,7842.620028
DO,BM,1604.331823
DO,BN,17372.60371
DO,BO,3960.556288
DO,BR,4175.184093
DO,BS,1023.064958
DO,BT,14463.84257
DO,BW,11264.76124
DO,BY,8855.988074
DO,BZ,1946.117476
DO,CA,5132.49904
DO,CC,18446.00643
DO,CF,9593.512569
DO,CG,9593.512569
DO,CH,7629.626054
DO,CI,7072.169804
DO,CK,10712.44046
DO,CL,6051.958059
DO,CM,8961.139509
DO,CN,13915.12463
DO,CO,1637.798806
DO,CR,1771.515582
DO,CU,853.4324837
DO,CV,4893.907665
DO,CX,18991.33951
DO,CY,9989.8016
DO,CZ,8120.397737
DO,DE,7749.5096
DO,DJ,11899.83248
DO,DK,7651.238481
DO,DM,1004.571591
DO,DO,0
DO,DZ,7303.967227
DO,EC,2449.360158
DO,EE,8531.407651
DO,EG,10108.39172
DO,EH,5918.639433
DO,ER,11470.84094
DO,ES,6695.59844
DO,ET,11807.04752
DO,FI,8479.786092
DO,FJ,12687.59449
DO,FK,7910.701422
DO,FM,14687.62943
DO,FO,6787.820918
DO,FR,7173.635696
DO,GA,9170.479688
DO,GB,6840.232481
DO,GD,1165.254433
DO,GE,10410.53756
DO,GF,2477.205507
DO,GH,7535.215764
DO,GI,6561.877031
DO,GL,6155.192674
DO,GM,5868.572005
DO,GN,6558.703973
DO,GP,878.1791173
DO,GQ,8941.021884
DO,GR,8874.084561
DO,GT,2154.866017
DO,GW,5926.592365
DO,GY,1966.394695
DO,HK,15417.8905
DO,HN,1753.903061
DO,HR,8189.098564
DO,HT,224.883762
DO,HU,8468.107337
DO,ID,17970.40434
DO,IE,6496.55961
DO,IL,10291.37582
DO,IN,14497.92393
DO,IQ,10929.69537
DO,IR,11769.29312
DO,IS,6354.598409
DO,IT,8042.091501
DO,JM,755.8606636
DO,JO,10433.1955
DO,JP,13214.37254
DO,KE,11907.7502
DO,KG,12432.79636
DO,KH,16494.21816
DO,KI,11029.90692
DO,KM,12935.38657
DO,KN,795.0366144
DO,KP,13196.06332
DO,KR,13652.49154
DO,KW,11459.23323
DO,KY,1096.298021
DO,KZ,11454.31526
DO,LA,15649.80731
DO,LB,10250.74923
DO,LC,1116.949186
DO,LK,15666.36894
DO,LR,6700.920305
DO,LS,11808.47584
DO,LT,8558.329581
DO,LU,7453.78993
DO,LV,8554.992561
DO,LY,8847.18308
DO,MA,6420.307871
DO,MD,9103.68923
DO,MG,13423.55017
DO,MH,12703.91686
DO,MK,8791.486097
DO,ML,6949.453616
DO,MM,15249.55775
DO,MN,12696.18365
DO,MO,15445.57946
DO,MP,14431.0089
DO,MQ,1074.238302
DO,MR,6162.553944
DO,MS,873.1255159
DO,MT,8321.944281
DO,MU,14556.38118
DO,MV,15324.31844
DO,MW,11974.68068
DO,MX,3394.701075
DO,MY,17322.22481
DO,MZ,12254.81254
DO,NA,10676.37444
DO,NC,14204.33611
DO,NE,8192.408269
DO,NF,14053.52894
DO,NG,8517.649534
DO,NI,1735.854791
DO,NL,7388.763839
DO,NO,7582.694136
DO,NP,14090.06972
DO,NR,13472.02365
DO,NU,11655.24121
DO,NZ,13433.99117
DO,OM,12637.26352
DO,PA,1611.941664
DO,PE,3150.471258
DO,PF,9555.849746
DO,PG,16072.83514
DO,PH,16264.02618
DO,PK,13045.07057
DO,PL,8332.557837
DO,PM,3382.495296
DO,PN,7859.231748
DO,PR,381.0808077
DO,PS,10283.75651
DO,PT,6311.576632
DO,PW,16029.89587
DO,PY,4859.375331
DO,QA,11999.8666
DO,RE,14359.69244
DO,RO,8906.533737
DO,RU,11081.54414
DO,RW,11133.5581
DO,SA,11546.36854
DO,SB,14515.15114
DO,SC,13921.15841
DO,SD,10612.71557
DO,SE,8143.96714
DO,SG,17686.58809
DO,SH,8073.152553
DO,SI,8152.873742
DO,SK,8445.681577
DO,SL,6386.012094
DO,SM,7996.256443
DO,SN,5932.090338
DO,SO,12559.77437
DO,SR,2252.545272
DO,ST,8609.480418
DO,SV,2072.422528
DO,SY,10465.93929
DO,SZ,12043.99562
DO,TC,370.5614176
DO,TD,9348.916214
DO,TF,15067.29814
DO,TG,7707.899612
DO,TH,16047.2177
DO,TJ,12457.06654
DO,TK,11549.37685
DO,TM,11739.35155
DO,TN,7934.660805
DO,TO,12252.49796
DO,TP,12252.49796
DO,TR,9966.976339
DO,TT,1312.458703
DO,TV,12592.10711
DO,TW,15144.84969
DO,TZ,11815.85949
DO,UA,9263.218466
DO,UG,11267.3456
DO,US,3216.33521
DO,UY,5901.95922
DO,UZ,11868.35403
DO,VC,1144.180868
DO,VE,1422.643871
DO,VG,583.1227395
DO,VN,16364.55461
DO,VU,13956.17636
DO,WF,12253.48686
DO,WS,11727.69009
DO,YE,12297.25756
DO,YU,13098.46394
DO,ZA,11338.62858
DO,ZM,11300.33127
DO,ZR,11300.33127
DO,ZW,11614.83274
DZ,AD,1613.709186
DZ,AE,5214.114936
DZ,AF,6223.290569
DZ,AG,6560.912428
DZ,AI,6635.705735
DZ,AL,2227.065929
DZ,AM,4168.274289
DZ,AN,7494.031927
DZ,AO,4699.096151
DZ,AR,10025.29973
DZ,AT,2437.142581
DZ,AU,15276.73795
DZ,AW,7568.976565
DZ,AZ,4384.208405
DZ,BA,2271.034642
DZ,BB,6514.28614
DZ,BD,8677.935085
DZ,BE,2509.780952
DZ,BF,1788.007016
DZ,BG,2692.572046
DZ,BH,4826.258691
DZ,BI,4619.274588
DZ,BJ,2083.391361
DZ,BM,6299.49415
DZ,BN,11999.59259
DZ,BO,8575.471419
DZ,BR,7439.058084
DZ,BS,7724.590309
DZ,BT,8503.616628
DZ,BW,6121.115861
DZ,BY,3568.351964
DZ,BZ,9134.619531
DZ,CA,8475.394175
DZ,CC,11143.81396
DZ,CF,3486.714775
DZ,CG,3486.714775
DZ,CH,2165.783519
DZ,CI,2401.460368
DZ,CK,17995.37256
DZ,CL,10433.97445
DZ,CM,2558.239649
DZ,CN,9240.718386
DZ,CO,8391.439117
DZ,CR,9053.725433
DZ,CU,7912.861043
DZ,CV,2956.08737
DZ,CX,11919.88463
DZ,CY,3096.69409
DZ,CZ,2690.906535
DZ,DE,2675.64736
DZ,DJ,4613.960957
DZ,DK,3200.239241
DZ,DM,6591.722097
DZ,DO,7303.967227
DZ,DZ,9.49353E-05
DZ,EC,9109.083647
DZ,EE,3844.347428
DZ,EG,2872.653716
DZ,EH,1511.769275
DZ,ER,4171.150098
DZ,ES,1468.010223
DZ,ET,4570.089161
DZ,FI,4163.760998
DZ,FJ,18720.60434
DZ,FK,10685.4318
DZ,FM,14847.13645
DZ,FO,3817.707888
DZ,FR,2023.635532
DZ,GA,3377.777128
DZ,GB,3067.908828
DZ,GD,6760.628871
DZ,GE,4059.767038
DZ,GF,6373.077147
DZ,GH,2251.318824
DZ,GI,1116.146151
DZ,GL,5544.271239
DZ,GM,2391.506205
DZ,GN,2335.497086
DZ,GP,6590.278576
DZ,GQ,3073.101843
DZ,GR,2227.648754
DZ,GT,9370.527334
DZ,GW,2514.899324
DZ,GY,6877.951922
DZ,HK,10854.64507
DZ,HN,9019.798644
DZ,HR,2243.25518
DZ,HT,7499.02348
DZ,HU,2631.299819
DZ,ID,12223.3813
DZ,IE,2936.393899
DZ,IL,3216.589728
DZ,IN,7750.389648
DZ,IQ,4034.827132
DZ,IR,4973.805253
DZ,IS,4355.163761
DZ,IT,1828.400494
DZ,JM,8020.980083
DZ,JO,3351.738549
DZ,JP,11550.48961
DZ,KE,4962.593848
DZ,KG,6652.644674
DZ,KH,10622.67273
DZ,KI,17089.68606
DZ,KM,6350.171598
DZ,KN,6644.645757
DZ,KP,10580.40581
DZ,KR,10938.88483
DZ,KW,4443.698633
DZ,KY,8268.929784
DZ,KZ,5936.222542
DZ,LA,9984.826042
DZ,LB,3309.67511
DZ,LC,6621.832384
DZ,LK,8532.038202
DZ,LR,2671.543174
DZ,LS,7004.426398
DZ,LT,3504.513499
DZ,LU,2451.551876
DZ,LV,3679.984224
DZ,LY,1550.391767
DZ,MA,940.9246433
DZ,MD,3158.432568
DZ,MG,7122.02126
DZ,MH,15946.19543
DZ,MK,2364.342631
DZ,ML,1299.329821
DZ,MM,9279.300513
DZ,MN,8623.380751
DZ,MO,10819.11324
DZ,MP,13636.38955
DZ,MQ,6592.660217
DZ,MR,1493.613177
DZ,MS,6613.029452
DZ,MT,1484.583686
DZ,MU,8062.090702
DZ,MV,8032.88854
DZ,MW,5781.798385
DZ,MX,10071.97161
DZ,MY,10794.02661
DZ,MZ,6343.592397
DZ,NA,5950.534529
DZ,NC,18210.68706
DZ,NE,1332.430023
DZ,NF,18672.40436
DZ,NG,2231.835979
DZ,NI,9037.432433
DZ,NL,2696.58482
DZ,NO,3643.240903
DZ,NP,7896.428395
DZ,NR,16577.37491
DZ,NU,18695.85869
DZ,NZ,18456.73285
DZ,OM,5483.029803
DZ,PA,8824.724172
DZ,PE,9204.180638
DZ,PF,16845.07893
DZ,PG,15370.33159
DZ,PH,12129.58653
DZ,PK,6472.749982
DZ,PL,3027.504843
DZ,PM,5386.561875
DZ,PN,14966.74284
DZ,PR,6979.155126
DZ,PS,3249.496686
DZ,PT,1557.55319
DZ,PW,13600.0914
DZ,PY,8616.148611
DZ,QA,4895.379274
DZ,RE,7958.491671
DZ,RO,2852.105441
DZ,RU,7974.295591
DZ,RW,4493.268833
DZ,SA,4342.959993
DZ,SB,16976.06068
DZ,SC,6811.861093
DZ,SD,3406.189035
DZ,SE,3792.413293
DZ,SG,11126.87395
DZ,SH,5935.532861
DZ,SI,2328.81721
DZ,SK,2766.55371
DZ,SL,2593.112483
DZ,SM,2014.033495
DZ,SN,2243.15224
DZ,SO,5340.219143
DZ,SR,6650.768873
DZ,ST,3141.169601
DZ,SV,9345.410022
DZ,SY,3600.57315
DZ,SZ,6851.065265
DZ,TC,7335.2766
DZ,TD,2245.931665
DZ,TF,10887.0677
DZ,TG,2160.551336
DZ,TH,10065.93158
DZ,TJ,6416.483358
DZ,TK,17788.75718
DZ,TM,5412.718949
DZ,TN,993.2671559
DZ,TO,19189.434
DZ,TP,19189.434
DZ,TR,3319.577349
DZ,TT,6799.324317
DZ,TV,17650.44275
DZ,TW,11333.68903
DZ,TZ,5229.230572
DZ,UA,3392.100121
DZ,UG,4402.885356
DZ,US,8769.586291
DZ,UY,9061.061004
DZ,UZ,5810.630719
DZ,VC,6695.294969
DZ,VE,7540.543635
DZ,VG,6780.570339
DZ,VN,10842.632
DZ,VU,17948.27709
DZ,WF,18424.14836
DZ,WS,18301.63138
DZ,YE,5000.161525
DZ,YU,6524.510141
DZ,ZA,6895.354937
DZ,ZM,5376.615028
DZ,ZR,5376.615028
DZ,ZW,6009.836074
EC,AD,9311.852697
EC,AE,14323.07891
EC,AF,14987.16506
EC,AG,2764.637766
EC,AI,2776.373889
EC,AL,10840.30471
EC,AM,12907.54075
EC,AN,1859.761765
EC,AO,10628.11048
EC,AR,4329.956933
EC,AT,10362.96759
EC,AU,15441.24581
EC,AW,1835.663246
EC,AZ,13103.9543
EC,BA,10618.2162
EC,BB,2649.474364
EC,BD,17289.69213
EC,BE,9646.564594
EC,BF,8599.392408
EC,BG,11259.02935
EC,BH,13929.66479
EC,BI,12003.16192
EC,BJ,8999.038451
EC,BM,4052.132009
EC,BN,18550.60138
EC,BO,2266.759372
EC,BR,3197.371812
EC,BS,2988.513966
EC,BT,16912.80389
EC,BW,11249.88502
EC,BY,11226.56699
EC,BZ,2398.479927
EC,CA,6929.622698
EC,CC,18365.76776
EC,CF,10452.50957
EC,CG,10452.50957
EC,CH,9883.206314
EC,CI,8122.962616
EC,CK,9062.701186
EC,CL,3825.133012
EC,CM,10092.97235
EC,CN,16223.13739
EC,CO,832.583247
EC,CR,1427.763847
EC,CU,2597.102919
EC,CV,6269.798042
EC,CX,18584.02949
EC,CY,12079.35239
EC,CZ,10425.40086
EC,DE,10071.00876
EC,DJ,13395.61927
EC,DK,10034.01256
EC,DM,2663.827397
EC,DO,2449.360158
EC,DZ,9109.083647
EC,EC,0
EC,EE,10942.18165
EC,EG,11979.53426
EC,EH,7607.739458
EC,ER,13058.00833
EC,ES,8832.973923
EC,ET,13186.68509
EC,FI,10911.75477
EC,FJ,11268.43628
EC,FK,5821.648212
EC,FM,14581.39481
EC,FO,9221.883982
EC,FR,9418.855928
EC,GA,9981.667712
EC,GB,9221.312101
EC,GD,2410.167271
EC,GE,12685.87482
EC,GF,2857.459767
EC,GH,8623.336807
EC,GI,8598.704571
EC,GL,8562.934772
EC,GM,7134.604732
EC,GN,7691.998919
EC,GP,2740.008956
EC,GQ,9841.362417
EC,GR,10998.94879
EC,GT,2364.266435
EC,GW,7122.074528
EC,GY,2264.614248
EC,HK,17370.6329
EC,HN,2091.023617
EC,HR,10417.30807
EC,HT,2401.285486
EC,HU,10737.536
EC,ID,18638.0916
EC,IE,8862.98245
EC,IL,12296.18241
EC,IN,16774.61945
EC,IQ,13044.82989
EC,IR,13951.26559
EC,IS,8803.458572
EC,IT,10205.59655
EC,JM,2219.438274
EC,JO,12435.98055
EC,JP,14665.62543
EC,KE,12906.88781
EC,KG,14865.76194
EC,KH,18771.31233
EC,KI,10056.66418
EC,KM,13436.05607
EC,KN,2720.831391
EC,KP,15012.06184
EC,KR,15378.52753
EC,KW,13519.79509
EC,KY,2387.649568
EC,KZ,13887.91068
EC,LA,18009.43651
EC,LB,12326.5522
EC,LC,2580.47689
EC,LK,17589.69835
EC,LR,7686.31897
EC,LS,11484.82205
EC,LT,10938.14419
EC,LU,9755.854539
EC,LV,10951.55292
EC,LY,10637.11172
EC,MA,8341.901214
EC,MD,11396.12889
EC,MG,13590.71659
EC,MH,12308.96591
EC,MK,10967.28899
EC,ML,8397.705521
EC,MM,17693.74173
EC,MN,15003.97822
EC,MO,17419.6802
EC,MP,14954.98633
EC,MQ,2631.38604
EC,MR,7733.008551
EC,MS,2710.504248
EC,MT,10357.38265
EC,MU,14599.72496
EC,MV,16834.91681
EC,MW,12386.15343
EC,MX,3868.326814
EC,MY,19749.93717
EC,MZ,12426.19205
EC,NA,10610.45605
EC,NC,12634.95609
EC,NE,9673.610822
EC,NF,12204.07101
EC,NG,9694.983572
EC,NI,1808.732625
EC,NL,9723.970685
EC,NO,10001.42935
EC,NP,16515.0176
EC,NR,12770.9598
EC,NU,10117.94212
EC,NZ,11284.39721
EC,OM,14590.54692
EC,PA,1188.446432
EC,PE,890.1295477
EC,PF,7957.696069
EC,PG,15250.31331
EC,PH,17497.81616
EC,PK,15349.59886
EC,PL,10669.96847
EC,PM,5829.846087
EC,PN,5859.866059
EC,PR,2565.48898
EC,PS,12312.4485
EC,PT,8434.586301
EC,PW,16331.04593
EC,PY,3208.852162
EC,QA,14001.08736
EC,RE,14373.44106
EC,RO,11167.6297
EC,RU,13370.98802
EC,RW,12005.92391
EC,SA,13448.24561
EC,SB,13430.87532
EC,SC,14817.84526
EC,SD,12047.17016
EC,SE,10561.78403
EC,SG,19786.1373
EC,SH,7712.592996
EC,SI,10399.23428
EC,SK,10738.74404
EC,SL,7447.972386
EC,SM,10200.15948
EC,SN,7244.135915
EC,SO,13833.08325
EC,SR,2543.817987
EC,ST,9429.903463
EC,SV,2100.80957
EC,SY,12581.64567
EC,SZ,11858.44071
EC,TC,2706.37795
EC,TD,10802.85927
EC,TF,13535.54129
EC,TG,8830.962527
EC,TH,18451.43492
EC,TJ,14862.09677
EC,TK,10378.90705
EC,TM,14069.25059
EC,TN,9910.838073
EC,TO,10660.27421
EC,TP,10660.27421
EC,TR,12143.85523
EC,TT,2336.702809
EC,TV,11543.73313
EC,TW,16827.70042
EC,TZ,12530.44335
EC,UA,11576.85773
EC,UG,12287.42384
EC,US,4690.727017
EC,UY,4139.499979
EC,UZ,14254.00908
EC,VC,2487.986502
EC,VE,1580.799843
EC,VG,2695.724012
EC,VN,18481.24905
EC,VU,12605.93626
EC,WF,10926.87395
EC,WS,10382.29957
EC,YE,13980.9113
EC,YU,13556.31277
EC,ZA,10965.2497
EC,ZM,11693.57538
EC,ZR,11693.57538
EC,ZW,11757.23431
EE,AD,2407.977406
EE,AE,4525.434929
EE,AF,4160.429868
EE,AG,8211.910486
EE,AI,8176.683691
EE,AL,1969.03825
EE,AM,2498.687776
EE,AN,9083.253057
EE,AO,7788.06517
EE,AR,13495.88015
EE,AT,1412.866158
EE,AU,13461.44156
EE,AW,9107.100152
EE,AZ,2596.443092
EE,BA,1707.783943
EE,BB,8444.162302
EE,BD,6358.601584
EE,BE,1591.314334
EE,BF,5613.004048
EE,BG,1764.008981
EE,BH,4144.628805
EE,BI,6904.306946
EE,BJ,5808.156366
EE,BM,6975.837916
EE,BN,9560.686911
EE,BO,11467.85275
EE,BR,10618.40019
EE,BS,8333.750204
EE,BT,6014.419274
EE,BW,8998.361188
EE,BY,572.7997182
EE,BZ,9665.532899
EE,CA,6547.549544
EE,CC,10142.82652
EE,CF,6590.496653
EE,CG,6590.496653
EE,CH,1720.550831
EE,CI,6245.183917
EE,CK,15843.21999
EE,CL,13688.00147
EE,CM,5798.023822
EE,CN,6071.300895
EE,CO,10109.61595
EE,CR,10139.40888
EE,CU,8687.210614
EE,CV,6192.027797
EE,CX,10465.08076
EE,CY,2682.092608
EE,CZ,1154.104426
EE,DE,1240.365644
EE,DJ,5405.736898
EE,DK,961.5911672
EE,DM,8341.417901
EE,DO,8531.407651
EE,DZ,3844.347428
EE,EC,10942.18165
EE,EE,0
EE,EG,3561.776323
EE,EH,4839.679982
EE,ER,4979.734031
EE,ES,2852.51629
EE,ET,5653.425605
EE,FI,372.3545504
EE,FJ,14893.59827
EE,FK,14432.3654
EE,FM,11225.58434
EE,FO,1780.304953
EE,FR,2051.00757
EE,GA,6709.417049
EE,GB,1746.244239
EE,GD,8650.984618
EE,GE,2212.082132
EE,GF,8948.907254
EE,GH,6052.337424
EE,GI,3330.336661
EE,GL,3250.400063
EE,GM,6027.916958
EE,GN,6148.731708
EE,GP,8233.585402
EE,GQ,6461.486305
EE,GR,2182.557648
EE,GT,9890.915002
EE,GW,6188.274989
EE,GY,9195.625883
EE,HK,7846.050875
EE,HN,9743.178515
EE,HR,1641.096769
EE,HT,8627.882124
EE,HU,1322.856746
EE,ID,10019.1693
EE,IE,2121.997514
EE,IL,3152.569629
EE,IN,6008.567321
EE,IQ,3144.946179
EE,IR,3611.722854
EE,IS,2365.727894
EE,IT,2051.821808
EE,JM,8985.722875
EE,JO,3229.064691
EE,JP,7809.251162
EE,KE,6615.696467
EE,KG,3931.758921
EE,KH,8237.927982
EE,KI,13759.49026
EE,KM,8020.060628
EE,KN,8240.892502
EE,KP,6915.135198
EE,KR,7334.261466
EE,KW,3680.546154
EE,KY,9027.800837
EE,KZ,2962.038295
EE,LA,7412.629757
EE,LB,2866.493281
EE,LC,8460.004768
EE,LK,7334.562644
EE,LR,6504.280586
EE,LS,9812.536386
EE,LT,387.0821877
EE,LU,1559.657673
EE,LV,192.3182419
EE,LY,3638.222113
EE,MA,3828.389703
EE,MD,1263.277372
EE,MG,8832.932918
EE,MH,12106.67554
EE,MK,1902.59869
EE,ML,5137.569856
EE,MM,6844.074401
EE,MN,5140.063418
EE,MO,7832.209406
EE,MP,9989.999128
EE,MQ,8393.911096
EE,MR,5069.728349
EE,MS,8264.182344
EE,MT,2636.772874
EE,MU,9272.71408
EE,MV,7424.563551
EE,MW,8033.840423
EE,MX,9681.66982
EE,MY,8855.122048
EE,MZ,8645.135586
EE,NA,9088.272708
EE,NC,14777.75287
EE,NE,4762.956295
EE,NF,15685.82458
EE,NG,5677.720696
EE,NI,9915.421355
EE,NL,1430.95415
EE,NO,953.0915779
EE,NP,5572.837908
EE,NR,12754.47799
EE,NU,15455.5424
EE,NZ,17134.05018
EE,OM,4804.102171
EE,PA,10093.90178
EE,PE,11459.21574
EE,PF,15442.65364
EE,PG,12248.35618
EE,PH,9174.044418
EE,PK,4574.066332
EE,PL,829.5280613
EE,PM,5264.954914
EE,PN,15671.19689
EE,PR,8377.819772
EE,PS,3060.730539
EE,PT,3172.909818
EE,PW,10399.00285
EE,PY,11849.32124
EE,QA,4224.423962
EE,RE,9297.209216
EE,RO,1406.854078
EE,RU,4183.051396
EE,RW,6744.940273
EE,SA,4172.135461
EE,SB,13396.21241
EE,SC,7538.273423
EE,SD,5103.821679
EE,SE,398.975145
EE,SG,9233.042705
EE,SH,9751.424242
EE,SI,1537.993121
EE,SK,1157.145088
EE,SL,6386.036568
EE,SM,1841.808156
EE,SN,5882.834987
EE,SO,6216.526872
EE,SR,9117.220375
EE,ST,6692.184168
EE,SV,10017.72583
EE,SY,2839.272505
EE,SZ,9483.54604
EE,TC,8344.531132
EE,TD,4825.099152
EE,TF,12655.34993
EE,TG,5924.680214
EE,TH,7696.565682
EE,TJ,3926.293568
EE,TK,14313.70444
EE,TM,3278.57354
EE,TN,2977.518661
EE,TO,15550.24443
EE,TP,15550.24443
EE,TR,2301.949759
EE,TT,8776.925492
EE,TV,13831.74549
EE,TW,8109.041321
EE,TZ,7277.548025
EE,UA,1205.44481
EE,UG,6394.530252
EE,US,8050.646167
EE,UY,12549.41309
EE,UZ,3341.522107
EE,VC,8564.76882
EE,VE,9490.907416
EE,VG,8247.946668
EE,VN,8288.122895
EE,VU,14283.89988
EE,WF,14700.89473
EE,WS,14830.03343
EE,YE,5163.121369
EE,YU,8149.81151
EE,ZA,9915.432997
EE,ZM,7980.088225
EE,ZR,7980.088225
EE,ZW,8638.306221
EG,AD,3166.423008
EG,AE,2347.277225
EG,AF,3607.516176
EG,AG,9409.768885
EG,AI,9472.707776
EG,AL,1867.759131
EG,AM,1973.340706
EG,AN,10350.74082
EG,AO,4452.51068
EG,AR,12178.75436
EG,AT,2702.326813
EG,AU,12448.28701
EG,AW,10421.89574
EG,AZ,2141.073164
EG,BA,2236.25717
EG,BB,9383.831948
EG,BD,5944.548771
EG,BE,3450.574348
EG,BF,3743.16041
EG,BG,1833.869966
EG,BH,1976.464573
EG,BI,3358.717928
EG,BJ,3570.524472
EG,BM,8930.990479
EG,BN,9178.089968
EG,BO,11239.37325
EG,BR,10016.79151
EG,BS,10400.27084
EG,BT,5839.127994
EG,BW,5504.612754
EG,BY,2999.133017
EG,BZ,11841.38147
EG,CA,9943.769111
EG,CC,8339.705916
EG,CF,3407.914267
EG,CG,3407.914267
EG,CH,2975.38846
EG,CI,4390.815056
EG,CK,18774.89491
EG,CL,12755.91332
EG,CM,2910.584129
EG,CN,6882.795974
EG,CO,11262.97742
EG,CR,11876.18711
EG,CU,10639.6443
EG,CV,5757.697264
EG,CX,9067.686778
EG,CY,956.8146214
EG,CZ,2872.921759
EG,DE,3204.515274
EG,DJ,2073.069921
EG,DK,3689.111251
EG,DM,9450.61808
EG,DO,10108.39172
EG,DZ,2872.653716
EG,EC,11979.53426
EG,EE,3561.776323
EG,EG,0
EG,EH,4372.332063
EG,ER,1593.739248
EG,ES,3510.157781
EG,ET,2213.905491
EG,FI,3921.394927
EG,FJ,16589.477
EG,FK,12338.07903
EG,FM,12496.35924
EG,FO,4788.540843
EG,FR,3311.76289
EG,GA,3695.814487
EG,GB,4199.897932
EG,GD,9630.07785
EG,GE,2066.070945
EG,GF,9208.265573
EG,GH,3955.8091
EG,GI,3558.021602
EG,GL,6609.809785
EG,GM,5008.2406
EG,GN,4639.65659
EG,GP,9438.79514
EG,GQ,3554.352672
EG,GR,1597.464698
EG,GT,12082.78502
EG,GW,5073.681204
EG,GY,9737.471776
EG,HK,8278.470504
EG,HN,11771.00267
EG,HR,2460.84691
EG,HT,10290.66782
EG,HU,2468.473284
EG,ID,9364.917193
EG,IE,4354.233321
EG,IL,613.0928815
EG,IN,4923.560187
EG,IQ,1427.922383
EG,IR,2293.132485
EG,IS,5478.892068
EG,IT,2357.386431
EG,JM,10794.91735
EG,JO,675.3321818
EG,JP,9685.258223
EG,KE,3080.174574
EG,KG,4302.469647
EG,KH,7827.796331
EG,KI,16680.41107
EG,KM,4528.35251
EG,KN,9488.747867
EG,KP,8642.536053
EG,KR,8874.071752
EG,KW,1658.324152
EG,KY,11004.15026
EG,KZ,3909.195535
EG,LA,7267.759616
EG,LB,920.2865728
EG,LC,9487.512989
EG,LK,5662.091994
EG,LR,4816.911686
EG,LS,6280.749967
EG,LT,3201.732861
EG,LU,3310.987271
EG,LV,3378.509671
EG,LY,1350.31622
EG,MA,3697.16888
EG,MD,2299.462133
EG,MG,5357.181724
EG,MH,14317.89348
EG,MK,1840.605221
EG,ML,3713.95594
EG,MM,6551.249145
EG,MN,6618.599555
EG,MO,8233.507328
EG,MP,11420.63041
EG,MQ,9455.593587
EG,MR,4273.284902
EG,MS,9462.784084
EG,MT,1855.846855
EG,MU,5984.755295
EG,MV,5217.398846
EG,MW,4472.122242
EG,MX,12493.63608
EG,MY,7930.022596
EG,MZ,5083.48353
EG,NA,5691.176699
EG,NC,15397.00873
EG,NE,2547.907903
EG,NF,15821.30164
EG,NG,3050.365175
EG,NI,11822.6324
EG,NL,3527.653105
EG,NO,4105.783868
EG,NP,5213.078699
EG,NR,14494.13492
EG,NU,17733.01732
EG,NZ,16381.35199
EG,OM,2611.128698
EG,PA,11667.92348
EG,PE,12030.33012
EG,PF,18998.44741
EG,PG,12618.13734
EG,PH,9460.087951
EG,PK,3765.711823
EG,PL,2956.795096
EG,PM,7655.986024
EG,PN,17826.17788
EG,PR,9803.563155
EG,PS,713.8692114
EG,PT,3858.850872
EG,PW,10977.99476
EG,PY,11087.68702
EG,QA,2039.750115
EG,RE,5958.685939
EG,RO,2188.023448
EG,RU,6596.371375
EG,RW,3199.609204
EG,SA,1470.313882
EG,SB,14378.41607
EG,SC,4395.150175
EG,SD,1553.227329
EG,SE,3817.771318
EG,SG,8257.581891
EG,SH,7164.337155
EG,SI,2561.71651
EG,SK,2611.819347
EG,SL,4920.123935
EG,SM,2516.070614
EG,SN,4875.735028
EG,SO,2910.749516
EG,SR,9496.869861
EG,ST,3931.888889
EG,SV,12094.95911
EG,SY,1182.263105
EG,SZ,5931.902217
EG,TC,10097.43111
EG,TD,1776.603922
EG,TF,9283.772414
EG,TG,3747.588016
EG,TH,7286.029398
EG,TJ,3973.696177
EG,TK,16913.32755
EG,TM,2987.600203
EG,TN,2181.214501
EG,TO,17305.78555
EG,TP,17305.78555
EG,TR,1411.966989
EG,TT,9671.495358
EG,TV,15886.1914
EG,TW,8860.38228
EG,TZ,3716.672142
EG,UA,2397.44442
EG,UG,2834.05798
EG,US,10976.40514
EG,UY,11274.39046
EG,UZ,3475.855195
EG,VC,9563.333854
EG,VE,10413.13376
EG,VG,9610.572747
EG,VN,8084.076801
EG,VU,15317.40021
EG,WF,16769.23263
EG,WS,17227.0915
EG,YE,2218.875436
EG,YU,4673.681214
EG,ZA,6434.899527
EG,ZM,4454.17016
EG,ZR,4454.17016
EG,ZW,5099.827047
EH,AD,2434.212704
EH,AE,6718.557703
EH,AF,7711.526135
EH,AG,5126.402862
EH,AI,5217.735791
EH,AL,3588.957091
EH,AM,5627.018462
EH,AN,6041.86145
EH,AO,5164.132758
EH,AR,8741.368417
EH,AT,3544.808196
EH,AU,16654.91416
EH,AW,6122.139956
EH,AZ,5842.762446
EH,BA,3532.471367
EH,BB,5040.103554
EH,BD,10176.68612
EH,BE,3282.694099
EH,BF,1787.954795
EH,BG,4062.139848
EH,BH,6335.179307
EH,BI,5551.114904
EH,BJ,2312.439184
EH,BM,5110.537105
EH,BN,13509.83506
EH,BO,7109.381252
EH,BR,6020.477262
EH,BS,6454.887328
