country,period,Bioenergy,Hydro,Solar,Wind
IT,2021-04,0.1663,0.3765,0.265,0.1922
IT,2021-05,0.1277,0.4262,0.2551,0.1909
IT,2021-06,0.1238,0.5154,0.2641,0.0966
IT,2021-07,0.1263,0.4803,0.2552,0.1382
IT,2021-08,0.1309,0.4599,0.2596,0.1496
IT,2021-09,0.1692,0.4069,0.2783,0.1456
IT,2021-10,0.1689,0.3883,0.2026,0.2403
IT,2021-11,0.1931,0.4126,0.1305,0.2639
IT,2021-12,0.1731,0.3629,0.1143,0.3496
IT,2022-01,0.1751,0.3262,0.1595,0.3392
IT,2022-02,0.1694,0.2593,0.2199,0.3515
IT,2022-03,0.1811,0.2415,0.2928,0.2846
IT,2022-04,0.1459,0.2464,0.3156,0.2921
IT,2022-05,0.1349,0.3854,0.3303,0.1494
IT,2022-06,0.1253,0.3896,0.3351,0.1499
IT,2022-07,0.1339,0.3767,0.3573,0.1322
IT,2022-08,0.1556,0.3333,0.3562,0.1548
IT,2022-09,0.1603,0.2984,0.3032,0.2381
IT,2022-10,0.1985,0.3029,0.2963,0.2023
IT,2022-11,0.1843,0.3494,0.1576,0.3087
IT,2022-12,0.2123,0.3791,0.1238,0.2847
IT,2023-01,0.1767,0.3301,0.1385,0.3547
IT,2023-02,0.17,0.2835,0.2392,0.3074
IT,2023-03,0.1507,0.2358,0.2905,0.323
IT,2023-04,0.129,0.2447,0.3509,0.2754
IT,2023-05,0.1121,0.4317,0.2851,0.1711
IT,2023-06,0.1086,0.4633,0.3206,0.1075
IT,2023-07,0.114,0.4038,0.3388,0.1435
IT,2023-08,0.1167,0.3757,0.3361,0.1714
IT,2023-09,0.1257,0.3851,0.3037,0.1856
IT,2023-10,0.1325,0.3876,0.2386,0.2414
IT,2023-11,0.1147,0.4277,0.142,0.3157
IT,2023-12,0.1353,0.4174,0.1287,0.3186
IT,2024-01,0.1375,0.3829,0.1374,0.3422
IT,2024-02,0.1347,0.3643,0.1863,0.3146
IT,2024-03,0.1169,0.4056,0.2351,0.2425
IT,2024-04,0.1001,0.4163,0.2942,0.1893
IT,2024-05,0.0942,0.4671,0.3002,0.1384
IT,2024-06,0.0916,0.49,0.308,0.1104
IT,2024-07,0.0968,0.4566,0.343,0.1036
IT,2024-08,0.1088,0.3962,0.3894,0.1056
IT,2024-09,0.1146,0.396,0.309,0.1804
IT,2024-10,0.1081,0.5168,0.2131,0.162
IT,2024-11,0.1346,0.3993,0.2275,0.2386
IT,2024-12,0.1439,0.3081,0.1906,0.3573
IT,2025-01,0.1238,0.3779,0.1698,0.3285
IT,2025-02,0.1343,0.3818,0.2737,0.2101
IT,2025-03,0.1148,0.3046,0.3364,0.2442
IT,2025-04,0.0959,0.3359,0.3824,0.1858
IT,2025-05,0.0829,0.3923,0.372,0.1529
IT,2025-06,0.0761,0.3876,0.4205,0.1158
IT,2025-07,0.0786,0.3461,0.4214,0.1539
IT,2025-08,0.0906,0.3302,0.4351,0.1441
IT,2025-09,0.0965,0.3675,0.3872,0.1488
IT,2025-10,0.114,0.2991,0.3232,0.2637
IT,2025-11,0.1383,0.3384,0.2656,0.2576
IT,2025-12,0.1904,0.3287,0.2325,0.2484
IT,2026-01,0.1255,0.3226,0.1874,0.3644
IT,2026-02,0.1223,0.309,0.2547,0.3139
IT,2026-03,0.1145,0.3388,0.3425,0.2042
IT,2026-04,0.0973,0.277,0.441,0.1847
IT,2026-05,0.094,0.281,0.4506,0.1744
IT,2026-06,0.0845,0.3424,0.4677,0.1055
IT,2026-07,0.0845,0.3424,0.4677,0.1055
IT,2026-08,0.0845,0.3424,0.4677,0.1055
JM,2019-01,0.1187,0.2712,0.1525,0.4575
JM,2019-02,0.1187,0.2712,0.1525,0.4575
JM,2019-03,0.1187,0.2712,0.1525,0.4575
JM,2019-04,0.1187,0.2712,0.1525,0.4575
JM,2019-05,0.1187,0.2712,0.1525,0.4575
JM,2019-06,0.1187,0.2712,0.1525,0.4575
JM,2019-07,0.1187,0.2712,0.1525,0.4575
JM,2019-08,0.1187,0.2712,0.1525,0.4575
JM,2019-09,0.1187,0.2712,0.1525,0.4575
JM,2019-10,0.1187,0.2712,0.1525,0.4575
JM,2019-11,0.1187,0.2712,0.1525,0.4575
JM,2019-12,0.1187,0.2712,0.1525,0.4575
JM,2020-01,0.1187,0.2712,0.1525,0.4575
JM,2020-02,0.1187,0.2712,0.1525,0.4575
JM,2020-03,0.1187,0.2712,0.1525,0.4575
JM,2020-04,0.1187,0.2712,0.1525,0.4575
JM,2020-05,0.1187,0.2712,0.1525,0.4575
JM,2020-06,0.1187,0.2712,0.1525,0.4575
JM,2020-07,0.1187,0.2712,0.1525,0.4575
JM,2020-08,0.1187,0.2712,0.1525,0.4575
JM,2020-09,0.1187,0.2712,0.1525,0.4575
JM,2020-10,0.1187,0.2712,0.1525,0.4575
JM,2020-11,0.1187,0.2712,0.1525,0.4575
JM,2020-12,0.1187,0.2712,0.1525,0.4575
JM,2021-01,0.1187,0.2712,0.1525,0.4575
JM,2021-02,0.1187,0.2712,0.1525,0.4575
JM,2021-03,0.1187,0.2712,0.1525,0.4575
JM,2021-04,0.1187,0.2712,0.1525,0.4575
JM,2021-05,0.1187,0.2712,0.1525,0.4575
JM,2021-06,0.1187,0.2712,0.1525,0.4575
JM,2021-07,0.1187,0.2712,0.1525,0.4575
JM,2021-08,0.1187,0.2712,0.1525,0.4575
JM,2021-09,0.1187,0.2712,0.1525,0.4575
JM,2021-10,0.1187,0.2712,0.1525,0.4575
JM,2021-11,0.1187,0.2712,0.1525,0.4575
JM,2021-12,0.1187,0.2712,0.1525,0.4575
JM,2022-01,0.1187,0.2712,0.1525,0.4575
JM,2022-02,0.1187,0.2712,0.1525,0.4575
JM,2022-03,0.1187,0.2712,0.1525,0.4575
JM,2022-04,0.1187,0.2712,0.1525,0.4575
JM,2022-05,0.1187,0.2712,0.1525,0.4575
JM,2022-06,0.1187,0.2712,0.1525,0.4575
JM,2022-07,0.1187,0.2712,0.1525,0.4575
JM,2022-08,0.1187,0.2712,0.1525,0.4575
JM,2022-09,0.1187,0.2712,0.1525,0.4575
JM,2022-10,0.1187,0.2712,0.1525,0.4575
JM,2022-11,0.1187,0.2712,0.1525,0.4575
JM,2022-12,0.1187,0.2712,0.1525,0.4575
JM,2023-01,0.1187,0.2712,0.1525,0.4575
JM,2023-02,0.1187,0.2712,0.1525,0.4575
JM,2023-03,0.1187,0.2712,0.1525,0.4575
JM,2023-04,0.1187,0.2712,0.1525,0.4575
JM,2023-05,0.1187,0.2712,0.1525,0.4575
JM,2023-06,0.1187,0.2712,0.1525,0.4575
JM,2023-07,0.1187,0.2712,0.1525,0.4575
JM,2023-08,0.1187,0.2712,0.1525,0.4575
JM,2023-09,0.1187,0.2712,0.1525,0.4575
JM,2023-10,0.1187,0.2712,0.1525,0.4575
JM,2023-11,0.1187,0.2712,0.1525,0.4575
JM,2023-12,0.1187,0.2712,0.1525,0.4575
JM,2024-01,0.1187,0.2712,0.1525,0.4575
JM,2024-02,0.1187,0.2712,0.1525,0.4575
JM,2024-03,0.1187,0.2712,0.1525,0.4575
JM,2024-04,0.1187,0.2712,0.1525,0.4575
JM,2024-05,0.1187,0.2712,0.1525,0.4575
JM,2024-06,0.1187,0.2712,0.1525,0.4575
JM,2024-07,0.1187,0.2712,0.1525,0.4575
JM,2024-08,0.1187,0.2712,0.1525,0.4575
JM,2024-09,0.1187,0.2712,0.1525,0.4575
JM,2024-10,0.1187,0.2712,0.1525,0.4575
JM,2024-11,0.1187,0.2712,0.1525,0.4575
JM,2024-12,0.1187,0.2712,0.1525,0.4575
JM,2025-01,0.1187,0.2712,0.1525,0.4575
JM,2025-02,0.1187,0.2712,0.1525,0.4575
JM,2025-03,0.1187,0.2712,0.1525,0.4575
JM,2025-04,0.1187,0.2712,0.1525,0.4575
JM,2025-05,0.1187,0.2712,0.1525,0.4575
JM,2025-06,0.1187,0.2712,0.1525,0.4575
JM,2025-07,0.1187,0.2712,0.1525,0.4575
JM,2025-08,0.1187,0.2712,0.1525,0.4575
JM,2025-09,0.1187,0.2712,0.1525,0.4575
JM,2025-10,0.1187,0.2712,0.1525,0.4575
JM,2025-11,0.1187,0.2712,0.1525,0.4575
JM,2025-12,0.1187,0.2712,0.1525,0.4575
JM,2026-01,0.1187,0.2712,0.1525,0.4575
JM,2026-02,0.1187,0.2712,0.1525,0.4575
JM,2026-03,0.1187,0.2712,0.1525,0.4575
JM,2026-04,0.1187,0.2712,0.1525,0.4575
JM,2026-05,0.1187,0.2712,0.1525,0.4575
JM,2026-06,0.1187,0.2712,0.1525,0.4575
JM,2026-07,0.1187,0.2712,0.1525,0.4575
JM,2026-08,0.1187,0.2712,0.1525,0.4575
JO,2019-01,0,0.0084,0.6946,0.297
JO,2019-02,0,0.0084,0.6946,0.297
JO,2019-03,0,0.0084,0.6946,0.297
JO,2019-04,0,0.0084,0.6946,0.297
JO,2019-05,0,0.0084,0.6946,0.297
JO,2019-06,0,0.0084,0.6946,0.297
JO,2019-07,0,0.0084,0.6946,0.297
JO,2019-08,0,0.0084,0.6946,0.297
JO,2019-09,0,0.0084,0.6946,0.297
JO,2019-10,0,0.0084,0.6946,0.297
JO,2019-11,0,0.0084,0.6946,0.297
JO,2019-12,0,0.0084,0.6946,0.297
JO,2020-01,0,0.0084,0.6946,0.297
JO,2020-02,0,0.0084,0.6946,0.297
JO,2020-03,0,0.0084,0.6946,0.297
JO,2020-04,0,0.0084,0.6946,0.297
JO,2020-05,0,0.0084,0.6946,0.297
JO,2020-06,0,0.0084,0.6946,0.297
JO,2020-07,0,0.0084,0.6946,0.297
JO,2020-08,0,0.0084,0.6946,0.297
JO,2020-09,0,0.0084,0.6946,0.297
JO,2020-10,0,0.0084,0.6946,0.297
JO,2020-11,0,0.0084,0.6946,0.297
JO,2020-12,0,0.0084,0.6946,0.297
JO,2021-01,0,0.0084,0.6946,0.297
JO,2021-02,0,0.0084,0.6946,0.297
JO,2021-03,0,0.0084,0.6946,0.297
JO,2021-04,0,0.0084,0.6946,0.297
JO,2021-05,0,0.0084,0.6946,0.297
JO,2021-06,0,0.0084,0.6946,0.297
JO,2021-07,0,0.0084,0.6946,0.297
JO,2021-08,0,0.0084,0.6946,0.297
JO,2021-09,0,0.0084,0.6946,0.297
JO,2021-10,0,0.0084,0.6946,0.297
JO,2021-11,0,0.0084,0.6946,0.297
JO,2021-12,0,0.0084,0.6946,0.297
JO,2022-01,0,0.0084,0.6946,0.297
JO,2022-02,0,0.0084,0.6946,0.297
JO,2022-03,0,0.0084,0.6946,0.297
JO,2022-04,0,0.0084,0.6946,0.297
JO,2022-05,0,0.0084,0.6946,0.297
JO,2022-06,0,0.0084,0.6946,0.297
JO,2022-07,0,0.0084,0.6946,0.297
JO,2022-08,0,0.0084,0.6946,0.297
JO,2022-09,0,0.0084,0.6946,0.297
JO,2022-10,0,0.0084,0.6946,0.297
JO,2022-11,0,0.0084,0.6946,0.297
JO,2022-12,0,0.0084,0.6946,0.297
JO,2023-01,0,0.0084,0.6946,0.297
JO,2023-02,0,0.0084,0.6946,0.297
JO,2023-03,0,0.0084,0.6946,0.297
JO,2023-04,0,0.0084,0.6946,0.297
JO,2023-05,0,0.0084,0.6946,0.297
JO,2023-06,0,0.0084,0.6946,0.297
JO,2023-07,0,0.0084,0.6946,0.297
JO,2023-08,0,0.0084,0.6946,0.297
JO,2023-09,0,0.0084,0.6946,0.297
JO,2023-10,0,0.0084,0.6946,0.297
JO,2023-11,0,0.0084,0.6946,0.297
JO,2023-12,0,0.0084,0.6946,0.297
JO,2024-01,0,0.0084,0.6946,0.297
JO,2024-02,0,0.0084,0.6946,0.297
JO,2024-03,0,0.0084,0.6946,0.297
JO,2024-04,0,0.0084,0.6946,0.297
JO,2024-05,0,0.0084,0.6946,0.297
JO,2024-06,0,0.0084,0.6946,0.297
JO,2024-07,0,0.0084,0.6946,0.297
JO,2024-08,0,0.0084,0.6946,0.297
JO,2024-09,0,0.0084,0.6946,0.297
JO,2024-10,0,0.0084,0.6946,0.297
JO,2024-11,0,0.0084,0.6946,0.297
JO,2024-12,0,0.0084,0.6946,0.297
JO,2025-01,0,0.0084,0.6946,0.297
JO,2025-02,0,0.0084,0.6946,0.297
JO,2025-03,0,0.0084,0.6946,0.297
JO,2025-04,0,0.0084,0.6946,0.297
JO,2025-05,0,0.0084,0.6946,0.297
JO,2025-06,0,0.0084,0.6946,0.297
JO,2025-07,0,0.0084,0.6946,0.297
JO,2025-08,0,0.0084,0.6946,0.297
JO,2025-09,0,0.0084,0.6946,0.297
JO,2025-10,0,0.0084,0.6946,0.297
JO,2025-11,0,0.0084,0.6946,0.297
JO,2025-12,0,0.0084,0.6946,0.297
JO,2026-01,0,0.0084,0.6946,0.297
JO,2026-02,0,0.0084,0.6946,0.297
JO,2026-03,0,0.0084,0.6946,0.297
JO,2026-04,0,0.0084,0.6946,0.297
JO,2026-05,0,0.0084,0.6946,0.297
JO,2026-06,0,0.0084,0.6946,0.297
JO,2026-07,0,0.0084,0.6946,0.297
JO,2026-08,0,0.0084,0.6946,0.297
JP,2019-01,0.1632,0.383,0.3622,0.0916
JP,2019-02,0.1575,0.4021,0.3685,0.0719
JP,2019-03,0.1378,0.3916,0.413,0.0576
JP,2019-04,0.116,0.389,0.4526,0.0424
JP,2019-05,0.1041,0.4187,0.4476,0.0297
JP,2019-06,0.1123,0.4661,0.3937,0.028
JP,2019-07,0.1227,0.5304,0.3226,0.0242
JP,2019-08,0.1262,0.4741,0.3727,0.027
JP,2019-09,0.1374,0.4407,0.3924,0.0295
JP,2019-10,0.1525,0.4538,0.3469,0.0467
JP,2019-11,0.1651,0.3866,0.3812,0.0672
JP,2019-12,0.188,0.4206,0.312,0.0794
JP,2020-01,0.1895,0.4294,0.3108,0.0702
JP,2020-02,0.1681,0.4086,0.3616,0.0618
JP,2020-03,0.154,0.3971,0.3927,0.0561
JP,2020-04,0.1165,0.4128,0.4228,0.0479
JP,2020-05,0.1187,0.4274,0.4193,0.0346
JP,2020-06,0.1165,0.4577,0.3965,0.0293
JP,2020-07,0.1375,0.5564,0.2801,0.026
JP,2020-08,0.1346,0.4057,0.4374,0.0223
JP,2020-09,0.1705,0.4096,0.381,0.039
JP,2020-10,0.1815,0.3645,0.4057,0.0483
JP,2020-11,0.1886,0.331,0.4095,0.0709
JP,2020-12,0.2245,0.3197,0.369,0.0869
JP,2021-01,0.221,0.3223,0.3708,0.0859
JP,2021-02,0.18,0.3052,0.4366,0.0783
JP,2021-03,0.1586,0.3817,0.4107,0.049
JP,2021-04,0.1523,0.3808,0.426,0.0409
JP,2021-05,0.1455,0.4606,0.3577,0.0362
JP,2021-06,0.159,0.4071,0.4128,0.0211
JP,2021-07,0.1769,0.4019,0.401,0.0202
JP,2021-08,0.1853,0.432,0.3529,0.0299
JP,2021-09,0.2005,0.418,0.3531,0.0284
JP,2021-10,0.2323,0.2853,0.4418,0.0406
JP,2021-11,0.2114,0.2855,0.4365,0.0667
JP,2021-12,0.2414,0.3615,0.3219,0.0752
JP,2022-01,0.254,0.3042,0.3631,0.0787
JP,2022-02,0.2411,0.248,0.431,0.08
JP,2022-03,0.2066,0.3045,0.4374,0.0514
JP,2022-04,0.1757,0.3741,0.4179,0.0323
JP,2022-05,0.1572,0.3873,0.4283,0.0272
JP,2022-06,0.1729,0.3592,0.4358,0.032
JP,2022-07,0.1894,0.3693,0.419,0.0223
JP,2022-08,0.2068,0.371,0.3968,0.0254
JP,2022-09,0.2062,0.3927,0.3737,0.0274
JP,2022-10,0.2399,0.3055,0.4154,0.0392
JP,2022-11,0.2695,0.2466,0.4264,0.0576
JP,2022-12,0.2826,0.2948,0.3355,0.0871
JP,2023-01,0.2708,0.295,0.3528,0.0814
JP,2023-02,0.2501,0.2844,0.4017,0.0638
JP,2023-03,0.22,0.3158,0.4245,0.0397
JP,2023-04,0.1862,0.357,0.4072,0.0496
JP,2023-05,0.1782,0.3719,0.42,0.0299
JP,2023-06,0.1991,0.391,0.3824,0.0276
JP,2023-07,0.2078,0.3427,0.4256,0.0239
JP,2023-08,0.2275,0.2934,0.4508,0.0284
JP,2023-09,0.2705,0.2529,0.452,0.0246
JP,2023-10,0.2649,0.2199,0.4686,0.0466
JP,2023-11,0.2736,0.2407,0.4026,0.0831
JP,2023-12,0.2993,0.2938,0.331,0.0758
JP,2024-01,0.2994,0.2835,0.3386,0.0785
JP,2024-02,0.2694,0.3169,0.3476,0.0661
JP,2024-03,0.2418,0.3033,0.3962,0.0587
JP,2024-04,0.19,0.3985,0.3745,0.037
JP,2024-05,0.1846,0.3406,0.4323,0.0424
JP,2024-06,0.1992,0.3334,0.4385,0.0289
JP,2024-07,0.2033,0.366,0.3987,0.032
JP,2024-08,0.2259,0.2861,0.4658,0.0222
JP,2024-09,0.2406,0.2927,0.438,0.0287
JP,2024-10,0.302,0.2826,0.3678,0.0476
JP,2024-11,0.2821,0.2868,0.3645,0.0666
JP,2024-12,0.3074,0.2583,0.3403,0.0939
JP,2025-01,0.3222,0.2418,0.3647,0.0713
JP,2025-02,0.2908,0.2065,0.412,0.0907
JP,2025-03,0.2678,0.2654,0.3982,0.0686
JP,2025-04,0.2222,0.3155,0.413,0.0493
JP,2025-05,0.2089,0.3745,0.3765,0.0401
JP,2025-06,0.2146,0.3561,0.3979,0.0314
JP,2025-07,0.2388,0.2691,0.4658,0.0262
JP,2025-08,0.261,0.2699,0.445,0.0241
JP,2025-09,0.2861,0.277,0.4029,0.0339
JP,2025-10,0.3306,0.2491,0.3716,0.0487
JP,2025-11,0.3209,0.2249,0.3767,0.0776
JP,2025-12,0.3495,0.2491,0.3084,0.0931
JP,2026-01,0.3242,0.2309,0.3464,0.0985
JP,2026-02,0.315,0.2153,0.3886,0.0812
JP,2026-03,0.2649,0.2042,0.4454,0.0854
JP,2026-04,0.2649,0.2042,0.4454,0.0854
JP,2026-05,0.2649,0.2042,0.4454,0.0854
JP,2026-06,0.2649,0.2042,0.4454,0.0854
JP,2026-07,0.2649,0.2042,0.4454,0.0854
JP,2026-08,0.2649,0.2042,0.4454,0.0854
KE,2019-01,0.0222,0.6231,0.0224,0.3323
KE,2019-02,0.0238,0.5961,0.0241,0.356
KE,2019-03,0.0227,0.6378,0.0231,0.3164
KE,2019-04,0.0548,0.5323,0.0285,0.3844
KE,2019-05,0.0237,0.5737,0.0242,0.3785
KE,2019-06,0.0509,0.6933,0.0262,0.2296
KE,2019-07,0.0243,0.66,0.0248,0.2909
KE,2019-08,0.0237,0.5973,0.0242,0.3548
KE,2019-09,0.0249,0.5762,0.0251,0.3738
KE,2019-10,0.0232,0.6287,0.0234,0.3247
KE,2019-11,0.0232,0.6987,0.0236,0.2545
KE,2019-12,0.0232,0.8372,0.0234,0.1162
KE,2020-01,0.0213,0.7661,0.0215,0.1912
KE,2020-02,0.0216,0.7395,0.0219,0.217
KE,2020-03,0.0213,0.7662,0.0215,0.1911
KE,2020-04,0.0001,0.7503,0.0252,0.2244
KE,2020-05,0.0221,0.7117,0.0223,0.2439
KE,2020-06,0.0227,0.7502,0.0229,0.2041
KE,2020-07,0.0204,0.735,0.0206,0.2241
KE,2020-08,0.02,0.7204,0.0202,0.2394
KE,2020-09,0.0192,0.6927,0.0194,0.2687
KE,2020-10,0.0196,0.7259,0.0198,0.2348
KE,2020-11,0.0179,0.6968,0.018,0.2673
KE,2020-12,0.0182,0.7276,0.0184,0.2359
KE,2021-01,0.0204,0.6745,0.0208,0.2843
KE,2021-02,0.0244,0.6839,0.0249,0.2668
KE,2021-03,0.0188,0.5866,0.0192,0.3754
KE,2021-04,0.0204,0.6333,0.0206,0.3257
KE,2021-05,0.0376,0.6988,0.0192,0.2444
KE,2021-06,0.0192,0.6168,0.0196,0.3444
KE,2021-07,0.0422,0.6195,0.0218,0.3166
KE,2021-08,0.0204,0.5541,0.0411,0.3845
KE,2021-09,0.0208,0.5449,0.042,0.3923
KE,2021-10,0.0361,0.5663,0.0366,0.3609
KE,2021-11,0.0375,0.5501,0.038,0.3744
KE,2021-12,0.0382,0.6556,0.0578,0.2484
KE,2022-01,0.0551,0.595,0.0556,0.2942
KE,2022-02,0.0707,0.5746,0.0714,0.2833
KE,2022-03,0.0398,0.4838,0.0798,0.3966
KE,2022-04,0.0431,0.5039,0.0652,0.3877
KE,2022-05,0.0212,0.5976,0.0638,0.3174
KE,2022-06,0.0208,0.5439,0.0624,0.3729
KE,2022-07,0.0204,0.5126,0.0411,0.4259
KE,2022-08,0.0408,0.5318,0.041,0.3865
KE,2022-09,0.0406,0.4923,0.0613,0.4058
KE,2022-10,0.0185,0.4654,0.0741,0.442
KE,2022-11,0.0422,0.4934,0.0849,0.3795
KE,2022-12,0.0472,0.5279,0.0948,0.3302
KE,2023-01,0.0427,0.4247,0.1074,0.4252
KE,2023-02,0.054,0.3268,0.1092,0.51
KE,2023-03,0.0559,0.4124,0.114,0.4178
KE,2023-04,0.0474,0.4778,0.0962,0.3785
KE,2023-05,0.0211,0.518,0.0846,0.3763
KE,2023-06,0.0207,0.547,0.0831,0.3493
KE,2023-07,0.0368,0.5226,0.0739,0.3666
KE,2023-08,0.02,0.5256,0.0798,0.3746
KE,2023-09,0.0439,0.561,0.0884,0.3067
KE,2023-10,0.0437,0.4754,0.0882,0.3927
KE,2023-11,0.0199,0.5863,0.0796,0.3143
KE,2023-12,0.0239,0.6674,0.0956,0.2131
KE,2024-01,0.0428,0.5702,0.0875,0.2994
KE,2024-02,0.0404,0.5552,0.0824,0.322
KE,2024-03,0.0355,0.5389,0.0725,0.3532
KE,2024-04,0.0389,0.7242,0.0793,0.1576
KE,2024-05,0.0382,0.6917,0.0778,0.1923
KE,2024-06,0.0362,0.6009,0.0737,0.2891
KE,2024-07,0.0362,0.6717,0.0559,0.2362
KE,2024-08,0.0367,0.6133,0.057,0.293
KE,2024-09,0.0374,0.5318,0.0765,0.3543
KE,2024-10,0.0548,0.5412,0.0751,0.3289
KE,2024-11,0.0396,0.5638,0.0809,0.3157
KE,2024-12,0.0389,0.5903,0.0794,0.2915
KE,2025-01,0.0567,0.5625,0.0777,0.3031
KE,2025-02,0.058,0.4949,0.0794,0.3677
KE,2025-03,0.0745,0.5309,0.0765,0.3182
KE,2025-04,0.058,0.5904,0.0794,0.2723
KE,2025-05,0.0559,0.6606,0.0764,0.2071
KE,2025-06,0.039,0.5904,0.0602,0.3105
KE,2025-07,0.0529,0.5918,0.0551,0.3002
KE,2025-08,0.0566,0.5996,0.0592,0.2847
KE,2025-09,0.0588,0.5454,0.0808,0.315
KE,2025-10,0.0555,0.5712,0.0764,0.2969
KE,2025-11,0.0511,0.5048,0.07,0.374
KE,2025-12,0.056,0.5862,0.0765,0.2813
KE,2026-01,0.0532,0.5019,0.0901,0.3548
KE,2026-02,0.0643,0.5672,0.0878,0.2807
KE,2026-03,0.0555,0.6616,0.0764,0.2064
KE,2026-04,0.0388,0.592,0.0793,0.29
KE,2026-05,0.0388,0.592,0.0793,0.29
KE,2026-06,0.0388,0.592,0.0793,0.29
KE,2026-07,0.0388,0.592,0.0793,0.29
KE,2026-08,0.0388,0.592,0.0793,0.29
KG,2019-01,0,1,0,0
KG,2019-02,0,1,0,0
KG,2019-03,0,1,0,0
KG,2019-04,0,1,0,0
KG,2019-05,0,1,0,0
KG,2019-06,0,1,0,0
KG,2019-07,0,1,0,0
KG,2019-08,0,1,0,0
KG,2019-09,0,1,0,0
KG,2019-10,0.0009,0.995,0.0019,0.0023
KG,2019-11,0.0009,0.9949,0.0016,0.0026
KG,2019-12,0.0009,0.9953,0.0013,0.0024
KG,2020-01,0,1,0,0
KG,2020-02,0,1,0,0
KG,2020-03,0,1,0,0
KG,2020-04,0,1,0,0
KG,2020-05,0,1,0,0
KG,2020-06,0,1,0,0
KG,2020-07,0,1,0,0
KG,2020-08,0,1,0,0
KG,2020-09,0,1,0,0
KG,2020-10,0.001,0.9937,0.0024,0.0029
KG,2020-11,0.0012,0.9935,0.002,0.0032
KG,2020-12,0.0013,0.9937,0.0018,0.0032
KG,2021-01,0.0013,0.9927,0.0022,0.0038
KG,2021-02,0.0014,0.9921,0.0025,0.004
KG,2021-03,0.0013,0.9919,0.0028,0.0039
KG,2021-04,0.0017,0.9892,0.0039,0.0053
KG,2021-05,0.0018,0.9872,0.0046,0.0064
KG,2021-06,0.0016,0.9897,0.0041,0.0047
KG,2021-07,0,1,0,0
KG,2021-08,0,1,0,0
KG,2021-09,0,1,0,0
KG,2021-10,0,1,0,0
KG,2021-11,0,1,0,0
KG,2021-12,0,1,0,0
KG,2022-01,0,1,0,0
KG,2022-02,0,1,0,0
KG,2022-03,0,1,0,0
KG,2022-04,0.0041,0.9686,0.0117,0.0155
KG,2022-05,0.0037,0.9695,0.0117,0.0151
KG,2022-06,0.0035,0.9744,0.0104,0.0118
KG,2022-07,0,1,0,0
KG,2022-08,0,1,0,0
KG,2022-09,0,1,0,0
KG,2022-10,0.0038,0.973,0.0105,0.0127
KG,2022-11,0.0041,0.9747,0.0088,0.0124
KG,2022-12,0.0042,0.9748,0.0076,0.0134
KG,2023-01,0.0053,0.9669,0.0111,0.0167
KG,2023-02,0.0053,0.9661,0.012,0.0166
KG,2023-03,0.0052,0.9642,0.0139,0.0167
KG,2023-04,0,1,0,0
KG,2023-05,0,1,0,0
KG,2023-06,0,1,0,0
KG,2023-07,0,1,0,0
KG,2023-08,0,1,0,0
KG,2023-09,0,1,0,0
KG,2023-10,0,1,0,0
KG,2023-11,0,1,0,0
KG,2023-12,0,1,0,0
KG,2024-01,0.0037,0.9756,0.009,0.0117
KG,2024-02,0.0037,0.9753,0.0094,0.0116
KG,2024-03,0.0035,0.9714,0.0119,0.0132
KG,2024-04,0.0016,0.9858,0.0065,0.0062
KG,2024-05,0.0015,0.9851,0.0073,0.0061
KG,2024-06,0.0017,0.9849,0.0076,0.0059
KG,2024-07,0.0017,0.986,0.0069,0.0054
KG,2024-08,0.0018,0.987,0.0072,0.0041
KG,2024-09,0.0018,0.9855,0.0069,0.0058
KG,2024-10,0.0018,0.9843,0.0072,0.0068
KG,2024-11,0.0019,0.9844,0.0065,0.0071
KG,2024-12,0.0021,0.9845,0.006,0.0074
KG,2025-01,0.002,0.9831,0.0073,0.0076
KG,2025-02,0.002,0.983,0.0075,0.0075
KG,2025-03,0.0018,0.9813,0.0086,0.0083
KG,2025-04,0.0017,0.9799,0.0102,0.0083
KG,2025-05,0.0017,0.9804,0.0102,0.0078
KG,2025-06,0.0016,0.982,0.01,0.0064
KG,2025-07,0.0018,0.9827,0.0097,0.0059
KG,2025-08,0.0018,0.984,0.0093,0.005
KG,2025-09,0.0017,0.9837,0.009,0.0056
KG,2025-10,0.0018,0.984,0.008,0.0062
KG,2025-11,0.0019,0.9809,0.0083,0.0089
KG,2025-12,0.002,0.9823,0.0076,0.008
KG,2026-01,0.002,0.9816,0.0085,0.0079
KG,2026-02,0.002,0.9815,0.0087,0.0079
KG,2026-03,0.0019,0.9812,0.0099,0.0071
KG,2026-04,0.0017,0.9791,0.0113,0.0078
KG,2026-05,0.0016,0.9788,0.0119,0.0077
KG,2026-06,0.0016,0.9788,0.0119,0.0077
KG,2026-07,0.0016,0.9788,0.0119,0.0077
KG,2026-08,0.0016,0.9788,0.0119,0.0077
KH,2019-01,0.0313,0.9103,0.0331,0.0253
KH,2019-02,0.0298,0.911,0.0338,0.0254
KH,2019-03,0.029,0.9039,0.0386,0.0284
KH,2019-04,0.0279,0.9029,0.0401,0.029
KH,2019-05,0.0267,0.902,0.0407,0.0306
KH,2019-06,0.0266,0.9098,0.0388,0.0248
KH,2019-07,0.0267,0.9154,0.0367,0.0212
KH,2019-08,0.0269,0.9154,0.0373,0.0204
