subdivision,period,Bioenergy,Coal,Gas,Hydro,Nuclear,Other Fossil,Other Renewables,Solar,Wind
CA-QC,2023-09,0.0009,0.0025,0.0078,0.9469,0,0.0006,0,0.0001,0.0412
CA-SK,2023-09,0.059,0.1714,0.54,0.1257,0,0.0392,0.0007,0.0025,0.0614
CA-YT,2023-09,0.0123,0.0358,0.1128,0.8298,0,0.0082,0.0001,0.001,0
US-AK,2023-09,0.0058,0.1257,0.4264,0.2389,0,0.1799,0,0,0.0234
US-AL,2023-09,0.0251,0.1741,0.3473,0.0933,0.3588,0.0001,0,0.0015,0
US-AR,2023-09,0.0179,0.3679,0.3006,0.034,0.2764,0.0009,0,0.0022,0
US-AZ,2023-09,0.0024,0.1275,0.4613,0.0473,0.3304,0.0011,0,0.0247,0.0053
US-CA,2023-09,0.0358,0.0019,0.5959,0.1262,0.0754,0.0046,0.0541,0.0735,0.0326
US-CO,2023-09,0.0029,0.4845,0.3033,0.0195,0,0.0011,0,0.0109,0.1778
US-CT,2023-09,0.0179,0,0.5972,0.0118,0.3584,0.0126,0,0.0017,0.0004
US-DE,2023-09,0.0253,0,0.9577,0,0,0.0004,0,0.0144,0.0021
US-FL,2023-09,0.0219,0.0703,0.7156,0.001,0.1554,0.0218,0,0.014,0
US-GA,2023-09,0.0482,0.1432,0.4767,0.0255,0.2885,0.0026,0,0.0155,0
US-HI,2023-09,0.0271,0.13,0.0006,0.012,0,0.7444,0,0.0297,0.0561
US-IA,2023-09,0.003,0.2767,0.1222,0.0106,0.0838,0.0016,0,0.0001,0.5019
US-ID,2023-09,0.03,0.0018,0.361,0.4259,0,0.004,0.0054,0.0139,0.158
US-IL,2023-09,0.0023,0.1982,0.1345,0.0008,0.5517,0.0015,0,0.0002,0.1107
US-IN,2023-09,0.0049,0.4926,0.4024,0.0027,0,0.0053,0,0.0016,0.0904
US-KS,2023-09,0.0011,0.3076,0.0455,0.0006,0.2042,0.0019,0,0.0001,0.439
US-KY,2023-09,0.006,0.7208,0.2128,0.057,0,0.0031,0,0.0003,0
US-LA,2023-09,0.0259,0.0415,0.6832,0.0076,0.217,0.0246,0,0,0
US-MA,2023-09,0.0513,0,0.8154,0.0396,0,0.0556,0,0.0241,0.0141
US-MD,2023-09,0.0099,0.1129,0.3148,0.0686,0.4586,0.0105,0,0.0092,0.0155
US-ME,2023-09,0.2064,0.0066,0.1273,0.3401,0,0.0314,0,0.0002,0.2879
US-MI,2023-09,0.0176,0.2795,0.3057,0.0107,0.3092,0.0095,0,0.0005,0.0672
US-MN,2023-09,0.0202,0.2789,0.2304,0.0149,0.2535,0.0056,0,0.0091,0.1874
US-MO,2023-09,0.0013,0.7084,0.0755,0.024,0.1434,0.0022,0,0.0006,0.0445
US-MS,2023-09,0.0276,0.0405,0.8151,0,0.1108,0.0001,0,0.0059,0
US-MT,2023-09,0.0005,0.5802,0.0196,0.2828,0,0.0273,0,0.0007,0.089
US-NC,2023-09,0.0212,0.265,0.2968,0.0411,0.3195,0.0056,0,0.046,0.0048
US-ND,2023-09,0,0.6412,0.0261,0.0572,0,0.0019,0,0,0.2737
US-NE,2023-09,0.0023,0.5292,0.0116,0.0281,0.1862,0.0003,0,0.0004,0.2418
US-NH,2023-09,0.0732,0.0147,0.1666,0.0756,0.6324,0.0061,0,0,0.0314
US-NJ,2023-09,0.0115,0.0143,0.5989,0.0002,0.3486,0.0124,0,0.0139,0.0003
US-NM,2023-09,0.0007,0.4402,0.2869,0.0037,0,0.0048,0.0024,0.0279,0.2335
US-NV,2023-09,0.0015,0.0487,0.6802,0.0519,0,0.0004,0.1013,0.1064,0.0096
US-NY,2023-09,0.0167,0,0.3371,0.2325,0.3664,0.0087,0,0.0035,0.035
US-OH,2023-09,0.0065,0.3585,0.4259,0.0041,0.1811,0.0027,0,0.0008,0.0204
US-OK,2023-09,0.0048,0.0351,0.5037,0.0328,0,0.0002,0,0.0006,0.4229
US-OR,2023-09,0.0175,0.0485,0.3584,0.5007,0,0.001,0.0023,0.0074,0.0642
US-PA,2023-09,0.0078,0.1819,0.4202,0.013,0.3583,0.0031,0,0.0003,0.0154
US-RI,2023-09,0.0311,0,0.9229,0.0006,0,0.0059,0,0.0057,0.0338
US-SC,2023-09,0.0236,0.1535,0.2453,0.007,0.5584,0.0018,0,0.0104,0
US-SD,2023-09,0,0.2239,0.0518,0.4597,0,0.0017,0,0.0001,0.2628
US-TN,2023-09,0.0111,0.2156,0.2364,0.1176,0.4149,0.0005,0,0.0035,0.0005
US-TX,2023-09,0.0031,0.1885,0.5056,0.0021,0.0971,0.0019,0,0.0075,0.1941
US-UT,2023-09,0.0016,0.701,0.2113,0.0181,0,0.0055,0.0064,0.0389,0.0171
US-VA,2023-09,0.0386,0.0558,0.5725,0.0002,0.3153,0.0081,0,0.0095,0
US-VT,2023-09,0.1392,0,0.0004,0.5811,0,0,0,0.052,0.2273
US-WA,2023-09,0.0164,0.0911,0.1483,0.6096,0.0964,0.0006,0,0.0003,0.0373
US-WI,2023-09,0.0227,0.4063,0.315,0.0478,0.1723,0.0035,0,0.0004,0.032
US-WV,2023-09,0,0.9185,0.0325,0.0172,0,0.0027,0,0,0.0291
US-WY,2023-09,0,0.8277,0.0404,0.0194,0,0.0033,0,0.0025,0.1067
CA-AB,2023-10,0.0593,0.1724,0.5438,0.019,0,0.0391,0.0008,0.0194,0.1462
CA-BC,2023-10,0.0066,0.0192,0.0605,0.8756,0,0.0043,0.0001,0.0001,0.0336
CA-MB,2023-10,0.0004,0.0011,0.0035,0.9579,0,0.0003,0,0,0.0367
CA-NB,2023-10,0.0275,0.0799,0.252,0.2155,0.366,0.0181,0.0003,0.0001,0.0406
CA-NL,2023-10,0.0015,0.0044,0.0139,0.975,0,0.001,0,0,0.0041
CA-NS,2023-10,0.0474,0.1377,0.4343,0.157,0,0.0312,0.0006,0.0004,0.1915
CA-NT,2023-10,0.0587,0.1707,0.5384,0.1412,0,0.0387,0.0007,0.0001,0.0514
CA-NU,2023-10,0.0727,0.2113,0.6667,0,0,0.0479,0.0009,0.0004,0
CA-ON,2023-10,0.0085,0.0248,0.0783,0.239,0.5327,0.0056,0.0001,0.0113,0.0997
CA-PE,2023-10,0.001,0.0029,0.0091,0,0,0.0007,0,0.001,0.9853
CA-QC,2023-10,0.0007,0.0021,0.0065,0.9269,0,0.0005,0,0.0001,0.0633
CA-SK,2023-10,0.06,0.1743,0.5497,0.085,0,0.0395,0.0008,0.0016,0.0892
CA-YT,2023-10,0.0152,0.0441,0.139,0.7914,0,0.01,0.0002,0.0002,0
US-AK,2023-10,0.0058,0.1257,0.4264,0.2389,0,0.1799,0,0,0.0234
US-AL,2023-10,0.0251,0.1741,0.3473,0.0933,0.3588,0.0001,0,0.0015,0
US-AR,2023-10,0.0179,0.3679,0.3006,0.034,0.2764,0.0009,0,0.0022,0
US-AZ,2023-10,0.0024,0.1275,0.4613,0.0473,0.3304,0.0011,0,0.0247,0.0053
US-CA,2023-10,0.0358,0.0019,0.5959,0.1262,0.0754,0.0046,0.0541,0.0735,0.0326
US-CO,2023-10,0.0029,0.4845,0.3033,0.0195,0,0.0011,0,0.0109,0.1778
US-CT,2023-10,0.0179,0,0.5972,0.0118,0.3584,0.0126,0,0.0017,0.0004
US-DE,2023-10,0.0253,0,0.9577,0,0,0.0004,0,0.0144,0.0021
US-FL,2023-10,0.0219,0.0703,0.7156,0.001,0.1554,0.0218,0,0.014,0
US-GA,2023-10,0.0482,0.1432,0.4767,0.0255,0.2885,0.0026,0,0.0155,0
US-HI,2023-10,0.0271,0.13,0.0006,0.012,0,0.7444,0,0.0297,0.0561
US-IA,2023-10,0.003,0.2767,0.1222,0.0106,0.0838,0.0016,0,0.0001,0.5019
US-ID,2023-10,0.03,0.0018,0.361,0.4259,0,0.004,0.0054,0.0139,0.158
US-IL,2023-10,0.0023,0.1982,0.1345,0.0008,0.5517,0.0015,0,0.0002,0.1107
US-IN,2023-10,0.0049,0.4926,0.4024,0.0027,0,0.0053,0,0.0016,0.0904
US-KS,2023-10,0.0011,0.3076,0.0455,0.0006,0.2042,0.0019,0,0.0001,0.439
US-KY,2023-10,0.006,0.7208,0.2128,0.057,0,0.0031,0,0.0003,0
US-LA,2023-10,0.0259,0.0415,0.6832,0.0076,0.217,0.0246,0,0,0
US-MA,2023-10,0.0513,0,0.8154,0.0396,0,0.0556,0,0.0241,0.0141
US-MD,2023-10,0.0099,0.1129,0.3148,0.0686,0.4586,0.0105,0,0.0092,0.0155
US-ME,2023-10,0.2064,0.0066,0.1273,0.3401,0,0.0314,0,0.0002,0.2879
US-MI,2023-10,0.0176,0.2795,0.3057,0.0107,0.3092,0.0095,0,0.0005,0.0672
US-MN,2023-10,0.0202,0.2789,0.2304,0.0149,0.2535,0.0056,0,0.0091,0.1874
US-MO,2023-10,0.0013,0.7084,0.0755,0.024,0.1434,0.0022,0,0.0006,0.0445
US-MS,2023-10,0.0276,0.0405,0.8151,0,0.1108,0.0001,0,0.0059,0
US-MT,2023-10,0.0005,0.5802,0.0196,0.2828,0,0.0273,0,0.0007,0.089
US-NC,2023-10,0.0212,0.265,0.2968,0.0411,0.3195,0.0056,0,0.046,0.0048
US-ND,2023-10,0,0.6412,0.0261,0.0572,0,0.0019,0,0,0.2737
US-NE,2023-10,0.0023,0.5292,0.0116,0.0281,0.1862,0.0003,0,0.0004,0.2418
US-NH,2023-10,0.0732,0.0147,0.1666,0.0756,0.6324,0.0061,0,0,0.0314
US-NJ,2023-10,0.0115,0.0143,0.5989,0.0002,0.3486,0.0124,0,0.0139,0.0003
US-NM,2023-10,0.0007,0.4402,0.2869,0.0037,0,0.0048,0.0024,0.0279,0.2335
US-NV,2023-10,0.0015,0.0487,0.6802,0.0519,0,0.0004,0.1013,0.1064,0.0096
US-NY,2023-10,0.0167,0,0.3371,0.2325,0.3664,0.0087,0,0.0035,0.035
US-OH,2023-10,0.0065,0.3585,0.4259,0.0041,0.1811,0.0027,0,0.0008,0.0204
US-OK,2023-10,0.0048,0.0351,0.5037,0.0328,0,0.0002,0,0.0006,0.4229
US-OR,2023-10,0.0175,0.0485,0.3584,0.5007,0,0.001,0.0023,0.0074,0.0642
US-PA,2023-10,0.0078,0.1819,0.4202,0.013,0.3583,0.0031,0,0.0003,0.0154
US-RI,2023-10,0.0311,0,0.9229,0.0006,0,0.0059,0,0.0057,0.0338
US-SC,2023-10,0.0236,0.1535,0.2453,0.007,0.5584,0.0018,0,0.0104,0
US-SD,2023-10,0,0.2239,0.0518,0.4597,0,0.0017,0,0.0001,0.2628
US-TN,2023-10,0.0111,0.2156,0.2364,0.1176,0.4149,0.0005,0,0.0035,0.0005
US-TX,2023-10,0.0031,0.1885,0.5056,0.0021,0.0971,0.0019,0,0.0075,0.1941
US-UT,2023-10,0.0016,0.701,0.2113,0.0181,0,0.0055,0.0064,0.0389,0.0171
US-VA,2023-10,0.0386,0.0558,0.5725,0.0002,0.3153,0.0081,0,0.0095,0
US-VT,2023-10,0.1392,0,0.0004,0.5811,0,0,0,0.052,0.2273
US-WA,2023-10,0.0164,0.0911,0.1483,0.6096,0.0964,0.0006,0,0.0003,0.0373
US-WI,2023-10,0.0227,0.4063,0.315,0.0478,0.1723,0.0035,0,0.0004,0.032
US-WV,2023-10,0,0.9185,0.0325,0.0172,0,0.0027,0,0,0.0291
US-WY,2023-10,0,0.8277,0.0404,0.0194,0,0.0033,0,0.0025,0.1067
CA-AB,2023-11,0.0572,0.1658,0.5211,0.018,0,0.0374,0.0014,0.013,0.1862
CA-BC,2023-11,0.0076,0.0221,0.0695,0.8568,0,0.005,0.0002,0,0.0387
CA-MB,2023-11,0.0004,0.0011,0.0034,0.945,0,0.0002,0,0,0.0499
CA-NB,2023-11,0.0324,0.0938,0.2949,0.2107,0.2945,0.0212,0.0008,0.0001,0.0515
CA-NL,2023-11,0.0018,0.0051,0.016,0.9728,0,0.0011,0,0,0.0031
CA-NS,2023-11,0.0528,0.153,0.481,0.0929,0,0.0345,0.0013,0.0002,0.1843
CA-NT,2023-11,0.0639,0.1854,0.5827,0.0956,0,0.0418,0.0016,0,0.0289
CA-NU,2023-11,0.073,0.2117,0.6655,0,0,0.0478,0.0018,0.0001,0
CA-ON,2023-11,0.0123,0.0356,0.1119,0.2293,0.4798,0.008,0.0003,0.0075,0.1153
CA-PE,2023-11,0.0007,0.0019,0.0059,0,0,0.0004,0,0.0004,0.9906
CA-QC,2023-11,0.0006,0.0016,0.0052,0.9295,0,0.0004,0,0,0.0627
CA-SK,2023-11,0.0596,0.1728,0.5431,0.0837,0,0.039,0.0015,0.0015,0.0989
CA-YT,2023-11,0.0133,0.0386,0.1212,0.8081,0,0.0087,0.0003,0,0.0097
US-AK,2023-11,0.0058,0.1257,0.4264,0.2389,0,0.1799,0,0,0.0234
US-AL,2023-11,0.0251,0.1741,0.3473,0.0933,0.3588,0.0001,0,0.0015,0
US-AR,2023-11,0.0179,0.3679,0.3006,0.034,0.2764,0.0009,0,0.0022,0
US-AZ,2023-11,0.0024,0.1275,0.4613,0.0473,0.3304,0.0011,0,0.0247,0.0053
US-CA,2023-11,0.0358,0.0019,0.5959,0.1262,0.0754,0.0046,0.0541,0.0735,0.0326
US-CO,2023-11,0.0029,0.4845,0.3033,0.0195,0,0.0011,0,0.0109,0.1778
US-CT,2023-11,0.0179,0,0.5972,0.0118,0.3584,0.0126,0,0.0017,0.0004
US-DE,2023-11,0.0253,0,0.9577,0,0,0.0004,0,0.0144,0.0021
US-FL,2023-11,0.0219,0.0703,0.7156,0.001,0.1554,0.0218,0,0.014,0
US-GA,2023-11,0.0482,0.1432,0.4767,0.0255,0.2885,0.0026,0,0.0155,0
US-HI,2023-11,0.0271,0.13,0.0006,0.012,0,0.7444,0,0.0297,0.0561
US-IA,2023-11,0.003,0.2767,0.1222,0.0106,0.0838,0.0016,0,0.0001,0.5019
US-ID,2023-11,0.03,0.0018,0.361,0.4259,0,0.004,0.0054,0.0139,0.158
US-IL,2023-11,0.0023,0.1982,0.1345,0.0008,0.5517,0.0015,0,0.0002,0.1107
US-IN,2023-11,0.0049,0.4926,0.4024,0.0027,0,0.0053,0,0.0016,0.0904
US-KS,2023-11,0.0011,0.3076,0.0455,0.0006,0.2042,0.0019,0,0.0001,0.439
US-KY,2023-11,0.006,0.7208,0.2128,0.057,0,0.0031,0,0.0003,0
US-LA,2023-11,0.0259,0.0415,0.6832,0.0076,0.217,0.0246,0,0,0
US-MA,2023-11,0.0513,0,0.8154,0.0396,0,0.0556,0,0.0241,0.0141
US-MD,2023-11,0.0099,0.1129,0.3148,0.0686,0.4586,0.0105,0,0.0092,0.0155
US-ME,2023-11,0.2064,0.0066,0.1273,0.3401,0,0.0314,0,0.0002,0.2879
US-MI,2023-11,0.0176,0.2795,0.3057,0.0107,0.3092,0.0095,0,0.0005,0.0672
US-MN,2023-11,0.0202,0.2789,0.2304,0.0149,0.2535,0.0056,0,0.0091,0.1874
US-MO,2023-11,0.0013,0.7084,0.0755,0.024,0.1434,0.0022,0,0.0006,0.0445
US-MS,2023-11,0.0276,0.0405,0.8151,0,0.1108,0.0001,0,0.0059,0
US-MT,2023-11,0.0005,0.5802,0.0196,0.2828,0,0.0273,0,0.0007,0.089
US-NC,2023-11,0.0212,0.265,0.2968,0.0411,0.3195,0.0056,0,0.046,0.0048
US-ND,2023-11,0,0.6412,0.0261,0.0572,0,0.0019,0,0,0.2737
US-NE,2023-11,0.0023,0.5292,0.0116,0.0281,0.1862,0.0003,0,0.0004,0.2418
US-NH,2023-11,0.0732,0.0147,0.1666,0.0756,0.6324,0.0061,0,0,0.0314
US-NJ,2023-11,0.0115,0.0143,0.5989,0.0002,0.3486,0.0124,0,0.0139,0.0003
US-NM,2023-11,0.0007,0.4402,0.2869,0.0037,0,0.0048,0.0024,0.0279,0.2335
US-NV,2023-11,0.0015,0.0487,0.6802,0.0519,0,0.0004,0.1013,0.1064,0.0096
US-NY,2023-11,0.0167,0,0.3371,0.2325,0.3664,0.0087,0,0.0035,0.035
US-OH,2023-11,0.0065,0.3585,0.4259,0.0041,0.1811,0.0027,0,0.0008,0.0204
US-OK,2023-11,0.0048,0.0351,0.5037,0.0328,0,0.0002,0,0.0006,0.4229
US-OR,2023-11,0.0175,0.0485,0.3584,0.5007,0,0.001,0.0023,0.0074,0.0642
US-PA,2023-11,0.0078,0.1819,0.4202,0.013,0.3583,0.0031,0,0.0003,0.0154
US-RI,2023-11,0.0311,0,0.9229,0.0006,0,0.0059,0,0.0057,0.0338
US-SC,2023-11,0.0236,0.1535,0.2453,0.007,0.5584,0.0018,0,0.0104,0
US-SD,2023-11,0,0.2239,0.0518,0.4597,0,0.0017,0,0.0001,0.2628
US-TN,2023-11,0.0111,0.2156,0.2364,0.1176,0.4149,0.0005,0,0.0035,0.0005
US-TX,2023-11,0.0031,0.1885,0.5056,0.0021,0.0971,0.0019,0,0.0075,0.1941
US-UT,2023-11,0.0016,0.701,0.2113,0.0181,0,0.0055,0.0064,0.0389,0.0171
US-VA,2023-11,0.0386,0.0558,0.5725,0.0002,0.3153,0.0081,0,0.0095,0
US-VT,2023-11,0.1392,0,0.0004,0.5811,0,0,0,0.052,0.2273
US-WA,2023-11,0.0164,0.0911,0.1483,0.6096,0.0964,0.0006,0,0.0003,0.0373
US-WI,2023-11,0.0227,0.4063,0.315,0.0478,0.1723,0.0035,0,0.0004,0.032
US-WV,2023-11,0,0.9185,0.0325,0.0172,0,0.0027,0,0,0.0291
US-WY,2023-11,0,0.8277,0.0404,0.0194,0,0.0033,0,0.0025,0.1067
CA-AB,2023-12,0.0559,0.1625,0.5097,0.0151,0,0.0365,0.0018,0.0095,0.209
CA-BC,2023-12,0.008,0.0232,0.0728,0.8412,0,0.0052,0.0003,0,0.0493
CA-MB,2023-12,0.0003,0.0009,0.0028,0.9591,0,0.0002,0,0,0.0366
CA-NB,2023-12,0.0325,0.0943,0.2959,0.2237,0.2883,0.0212,0.001,0.0001,0.0431
CA-NL,2023-12,0.002,0.0059,0.0186,0.9687,0,0.0013,0.0001,0,0.0033
CA-NS,2023-12,0.0495,0.1438,0.4511,0.1388,0,0.0323,0.0016,0.0001,0.1829
CA-NT,2023-12,0.0641,0.1862,0.584,0.104,0,0.0418,0.002,0,0.0179
CA-NU,2023-12,0.073,0.212,0.6651,0,0,0.0476,0.0023,0,0
CA-ON,2023-12,0.0133,0.0385,0.1209,0.2439,0.4896,0.0087,0.0004,0.005,0.0798
CA-PE,2023-12,0.0007,0.002,0.0061,0,0,0.0004,0,0.0002,0.9905
CA-QC,2023-12,0.0008,0.0023,0.0073,0.9313,0,0.0005,0,0,0.0578
CA-SK,2023-12,0.0601,0.1747,0.548,0.069,0,0.0392,0.0019,0.001,0.1061
CA-YT,2023-12,0.0135,0.0393,0.1232,0.8146,0,0.0088,0.0004,0,0.0002
US-AK,2023-12,0.0058,0.1257,0.4264,0.2389,0,0.1799,0,0,0.0234
US-AL,2023-12,0.0251,0.1741,0.3473,0.0933,0.3588,0.0001,0,0.0015,0
US-AR,2023-12,0.0179,0.3679,0.3006,0.034,0.2764,0.0009,0,0.0022,0
US-AZ,2023-12,0.0024,0.1275,0.4613,0.0473,0.3304,0.0011,0,0.0247,0.0053
US-CA,2023-12,0.0358,0.0019,0.5959,0.1262,0.0754,0.0046,0.0541,0.0735,0.0326
US-CO,2023-12,0.0029,0.4845,0.3033,0.0195,0,0.0011,0,0.0109,0.1778
US-CT,2023-12,0.0179,0,0.5972,0.0118,0.3584,0.0126,0,0.0017,0.0004
US-DE,2023-12,0.0253,0,0.9577,0,0,0.0004,0,0.0144,0.0021
US-FL,2023-12,0.0219,0.0703,0.7156,0.001,0.1554,0.0218,0,0.014,0
US-GA,2023-12,0.0482,0.1432,0.4767,0.0255,0.2885,0.0026,0,0.0155,0
US-HI,2023-12,0.0271,0.13,0.0006,0.012,0,0.7444,0,0.0297,0.0561
US-IA,2023-12,0.003,0.2767,0.1222,0.0106,0.0838,0.0016,0,0.0001,0.5019
US-ID,2023-12,0.03,0.0018,0.361,0.4259,0,0.004,0.0054,0.0139,0.158
US-IL,2023-12,0.0023,0.1982,0.1345,0.0008,0.5517,0.0015,0,0.0002,0.1107
US-IN,2023-12,0.0049,0.4926,0.4024,0.0027,0,0.0053,0,0.0016,0.0904
US-KS,2023-12,0.0011,0.3076,0.0455,0.0006,0.2042,0.0019,0,0.0001,0.439
US-KY,2023-12,0.006,0.7208,0.2128,0.057,0,0.0031,0,0.0003,0
US-LA,2023-12,0.0259,0.0415,0.6832,0.0076,0.217,0.0246,0,0,0
US-MA,2023-12,0.0513,0,0.8154,0.0396,0,0.0556,0,0.0241,0.0141
US-MD,2023-12,0.0099,0.1129,0.3148,0.0686,0.4586,0.0105,0,0.0092,0.0155
US-ME,2023-12,0.2064,0.0066,0.1273,0.3401,0,0.0314,0,0.0002,0.2879
US-MI,2023-12,0.0176,0.2795,0.3057,0.0107,0.3092,0.0095,0,0.0005,0.0672
US-MN,2023-12,0.0202,0.2789,0.2304,0.0149,0.2535,0.0056,0,0.0091,0.1874
US-MO,2023-12,0.0013,0.7084,0.0755,0.024,0.1434,0.0022,0,0.0006,0.0445
US-MS,2023-12,0.0276,0.0405,0.8151,0,0.1108,0.0001,0,0.0059,0
US-MT,2023-12,0.0005,0.5802,0.0196,0.2828,0,0.0273,0,0.0007,0.089
US-NC,2023-12,0.0212,0.265,0.2968,0.0411,0.3195,0.0056,0,0.046,0.0048
US-ND,2023-12,0,0.6412,0.0261,0.0572,0,0.0019,0,0,0.2737
US-NE,2023-12,0.0023,0.5292,0.0116,0.0281,0.1862,0.0003,0,0.0004,0.2418
US-NH,2023-12,0.0732,0.0147,0.1666,0.0756,0.6324,0.0061,0,0,0.0314
US-NJ,2023-12,0.0115,0.0143,0.5989,0.0002,0.3486,0.0124,0,0.0139,0.0003
US-NM,2023-12,0.0007,0.4402,0.2869,0.0037,0,0.0048,0.0024,0.0279,0.2335
US-NV,2023-12,0.0015,0.0487,0.6802,0.0519,0,0.0004,0.1013,0.1064,0.0096
US-NY,2023-12,0.0167,0,0.3371,0.2325,0.3664,0.0087,0,0.0035,0.035
US-OH,2023-12,0.0065,0.3585,0.4259,0.0041,0.1811,0.0027,0,0.0008,0.0204
US-OK,2023-12,0.0048,0.0351,0.5037,0.0328,0,0.0002,0,0.0006,0.4229
US-OR,2023-12,0.0175,0.0485,0.3584,0.5007,0,0.001,0.0023,0.0074,0.0642
US-PA,2023-12,0.0078,0.1819,0.4202,0.013,0.3583,0.0031,0,0.0003,0.0154
US-RI,2023-12,0.0311,0,0.9229,0.0006,0,0.0059,0,0.0057,0.0338
US-SC,2023-12,0.0236,0.1535,0.2453,0.007,0.5584,0.0018,0,0.0104,0
US-SD,2023-12,0,0.2239,0.0518,0.4597,0,0.0017,0,0.0001,0.2628
US-TN,2023-12,0.0111,0.2156,0.2364,0.1176,0.4149,0.0005,0,0.0035,0.0005
US-TX,2023-12,0.0031,0.1885,0.5056,0.0021,0.0971,0.0019,0,0.0075,0.1941
US-UT,2023-12,0.0016,0.701,0.2113,0.0181,0,0.0055,0.0064,0.0389,0.0171
US-VA,2023-12,0.0386,0.0558,0.5725,0.0002,0.3153,0.0081,0,0.0095,0
US-VT,2023-12,0.1392,0,0.0004,0.5811,0,0,0,0.052,0.2273
US-WA,2023-12,0.0164,0.0911,0.1483,0.6096,0.0964,0.0006,0,0.0003,0.0373
US-WI,2023-12,0.0227,0.4063,0.315,0.0478,0.1723,0.0035,0,0.0004,0.032
US-WV,2023-12,0,0.9185,0.0325,0.0172,0,0.0027,0,0,0.0291
US-WY,2023-12,0,0.8277,0.0404,0.0194,0,0.0033,0,0.0025,0.1067
CA-AB,2024-01,0.0605,0.1751,0.5506,0.0208,0,0.0392,0.0019,0.0117,0.1403
CA-BC,2024-01,0.0065,0.0187,0.0587,0.8897,0,0.0042,0.0002,0,0.0221
CA-MB,2024-01,0.0004,0.0011,0.0034,0.9643,0,0.0002,0,0,0.0306
CA-NB,2024-01,0.0316,0.0915,0.2877,0.1582,0.3578,0.0205,0.001,0.0001,0.0517
CA-NL,2024-01,0.002,0.0058,0.0181,0.9689,0,0.0013,0.0001,0,0.0038
CA-NS,2024-01,0.0556,0.1608,0.5058,0.1078,0,0.036,0.0017,0.0001,0.1322
CA-NT,2024-01,0.064,0.1852,0.5825,0.1103,0,0.0415,0.002,0,0.0146
CA-NU,2024-01,0.0731,0.2116,0.6656,0,0,0.0474,0.0023,0,0
CA-ON,2024-01,0.0143,0.0414,0.1303,0.235,0.4763,0.0093,0.0004,0.0036,0.0893
CA-PE,2024-01,0.0008,0.0024,0.0077,0,0,0.0005,0,0.0041,0.9844
CA-QC,2024-01,0.001,0.0029,0.0092,0.9325,0,0.0007,0,0,0.0537
CA-SK,2024-01,0.0618,0.1789,0.5627,0.0696,0,0.0401,0.0019,0.0008,0.0842
CA-YT,2024-01,0.0192,0.0556,0.175,0.7354,0,0.0125,0.0006,0,0.0017
US-AK,2024-01,0.0058,0.1257,0.4264,0.2389,0,0.1799,0,0,0.0234
US-AL,2024-01,0.0251,0.1741,0.3473,0.0933,0.3588,0.0001,0,0.0015,0
US-AR,2024-01,0.0179,0.3679,0.3006,0.034,0.2764,0.0009,0,0.0022,0
US-AZ,2024-01,0.0024,0.1275,0.4613,0.0473,0.3304,0.0011,0,0.0247,0.0053
US-CA,2024-01,0.0358,0.0019,0.5959,0.1262,0.0754,0.0046,0.0541,0.0735,0.0326
US-CO,2024-01,0.0029,0.4845,0.3033,0.0195,0,0.0011,0,0.0109,0.1778
US-CT,2024-01,0.0179,0,0.5972,0.0118,0.3584,0.0126,0,0.0017,0.0004
US-DE,2024-01,0.0253,0,0.9577,0,0,0.0004,0,0.0144,0.0021
US-FL,2024-01,0.0219,0.0703,0.7156,0.001,0.1554,0.0218,0,0.014,0
US-GA,2024-01,0.0482,0.1432,0.4767,0.0255,0.2885,0.0026,0,0.0155,0
US-HI,2024-01,0.0271,0.13,0.0006,0.012,0,0.7444,0,0.0297,0.0561
US-IA,2024-01,0.003,0.2767,0.1222,0.0106,0.0838,0.0016,0,0.0001,0.5019
US-ID,2024-01,0.03,0.0018,0.361,0.4259,0,0.004,0.0054,0.0139,0.158
US-IL,2024-01,0.0023,0.1982,0.1345,0.0008,0.5517,0.0015,0,0.0002,0.1107
US-IN,2024-01,0.0049,0.4926,0.4024,0.0027,0,0.0053,0,0.0016,0.0904
US-KS,2024-01,0.0011,0.3076,0.0455,0.0006,0.2042,0.0019,0,0.0001,0.439
US-KY,2024-01,0.006,0.7208,0.2128,0.057,0,0.0031,0,0.0003,0
US-LA,2024-01,0.0259,0.0415,0.6832,0.0076,0.217,0.0246,0,0,0
US-MA,2024-01,0.0513,0,0.8154,0.0396,0,0.0556,0,0.0241,0.0141
US-MD,2024-01,0.0099,0.1129,0.3148,0.0686,0.4586,0.0105,0,0.0092,0.0155
US-ME,2024-01,0.2064,0.0066,0.1273,0.3401,0,0.0314,0,0.0002,0.2879
US-MI,2024-01,0.0176,0.2795,0.3057,0.0107,0.3092,0.0095,0,0.0005,0.0672
US-MN,2024-01,0.0202,0.2789,0.2304,0.0149,0.2535,0.0056,0,0.0091,0.1874
US-MO,2024-01,0.0013,0.7084,0.0755,0.024,0.1434,0.0022,0,0.0006,0.0445
US-MS,2024-01,0.0276,0.0405,0.8151,0,0.1108,0.0001,0,0.0059,0
US-MT,2024-01,0.0005,0.5802,0.0196,0.2828,0,0.0273,0,0.0007,0.089
US-NC,2024-01,0.0212,0.265,0.2968,0.0411,0.3195,0.0056,0,0.046,0.0048
US-ND,2024-01,0,0.6412,0.0261,0.0572,0,0.0019,0,0,0.2737
