country,period,Bioenergy,Coal,Gas,Hydro,Nuclear,Other Fossil,Other Renewables,Solar,Wind
AE,2019-01,0,0,0.9736,0,0,0,0,0.0264,0
AE,2019-02,0,0,0.9736,0,0,0,0,0.0264,0
AE,2019-03,0,0,0.9736,0,0,0,0,0.0264,0
AE,2019-04,0,0,0.9736,0,0,0,0,0.0264,0
AE,2019-05,0,0,0.9736,0,0,0,0,0.0264,0
AE,2019-06,0,0,0.9736,0,0,0,0,0.0264,0
AE,2019-07,0,0,0.9736,0,0,0,0,0.0264,0
AE,2019-08,0,0,0.9736,0,0,0,0,0.0264,0
AE,2019-09,0,0,0.9736,0,0,0,0,0.0264,0
AE,2019-10,0,0,0.9736,0,0,0,0,0.0264,0
AE,2019-11,0,0,0.9736,0,0,0,0,0.0264,0
AE,2019-12,0,0,0.9736,0,0,0,0,0.0264,0
AE,2020-01,0,0,0.9736,0,0,0,0,0.0264,0
AE,2020-02,0,0,0.9736,0,0,0,0,0.0264,0
AE,2020-03,0,0,0.9736,0,0,0,0,0.0264,0
AE,2020-04,0,0,0.9736,0,0,0,0,0.0264,0
AE,2020-05,0,0,0.9736,0,0,0,0,0.0264,0
AE,2020-06,0,0,0.9736,0,0,0,0,0.0264,0
AE,2020-07,0,0,0.9736,0,0,0,0,0.0264,0
AE,2020-08,0,0,0.9736,0,0,0,0,0.0264,0
AE,2020-09,0,0,0.9736,0,0,0,0,0.0264,0
AE,2020-10,0,0,0.9736,0,0,0,0,0.0264,0
AE,2020-11,0,0,0.9736,0,0,0,0,0.0264,0
AE,2020-12,0,0,0.9736,0,0,0,0,0.0264,0
AE,2021-01,0,0,0.9736,0,0,0,0,0.0264,0
AE,2021-02,0,0,0.9736,0,0,0,0,0.0264,0
AE,2021-03,0,0,0.9736,0,0,0,0,0.0264,0
AE,2021-04,0,0,0.9736,0,0,0,0,0.0264,0
AE,2021-05,0,0,0.9736,0,0,0,0,0.0264,0
AE,2021-06,0,0,0.9736,0,0,0,0,0.0264,0
AE,2021-07,0,0,0.9736,0,0,0,0,0.0264,0
AE,2021-08,0,0,0.9736,0,0,0,0,0.0264,0
AE,2021-09,0,0,0.9736,0,0,0,0,0.0264,0
AE,2021-10,0,0,0.9736,0,0,0,0,0.0264,0
AE,2021-11,0,0,0.9736,0,0,0,0,0.0264,0
AE,2021-12,0,0,0.9736,0,0,0,0,0.0264,0
AE,2022-01,0,0,0.9736,0,0,0,0,0.0264,0
AE,2022-02,0,0,0.9736,0,0,0,0,0.0264,0
AE,2022-03,0,0,0.9736,0,0,0,0,0.0264,0
AE,2022-04,0,0,0.9736,0,0,0,0,0.0264,0
AE,2022-05,0,0,0.9736,0,0,0,0,0.0264,0
AE,2022-06,0,0,0.9736,0,0,0,0,0.0264,0
AE,2022-07,0,0,0.9736,0,0,0,0,0.0264,0
AE,2022-08,0,0,0.9736,0,0,0,0,0.0264,0
AE,2022-09,0,0,0.9736,0,0,0,0,0.0264,0
AE,2022-10,0,0,0.9736,0,0,0,0,0.0264,0
AE,2022-11,0,0,0.9736,0,0,0,0,0.0264,0
AE,2022-12,0,0,0.9736,0,0,0,0,0.0264,0
AE,2023-01,0,0,0.9736,0,0,0,0,0.0264,0
AE,2023-02,0,0,0.9736,0,0,0,0,0.0264,0
AE,2023-03,0,0,0.9736,0,0,0,0,0.0264,0
AE,2023-04,0,0,0.9736,0,0,0,0,0.0264,0
AE,2023-05,0,0,0.9736,0,0,0,0,0.0264,0
AE,2023-06,0,0,0.9736,0,0,0,0,0.0264,0
AE,2023-07,0,0,0.9736,0,0,0,0,0.0264,0
AE,2023-08,0,0,0.9736,0,0,0,0,0.0264,0
AE,2023-09,0,0,0.9736,0,0,0,0,0.0264,0
AE,2023-10,0,0,0.9736,0,0,0,0,0.0264,0
AE,2023-11,0,0,0.9736,0,0,0,0,0.0264,0
AE,2023-12,0,0,0.9736,0,0,0,0,0.0264,0
AE,2024-01,0,0,0.9736,0,0,0,0,0.0264,0
AE,2024-02,0,0,0.9736,0,0,0,0,0.0264,0
AE,2024-03,0,0,0.9736,0,0,0,0,0.0264,0
AE,2024-04,0,0,0.9736,0,0,0,0,0.0264,0
AE,2024-05,0,0,0.9736,0,0,0,0,0.0264,0
AF,2019-01,0.0155,0.5151,0.1121,0.2219,0.0423,0.0274,0.0053,0.0277,0.0327
AF,2019-02,0.0138,0.5215,0.1035,0.2273,0.042,0.0249,0.0051,0.0289,0.033
AF,2019-03,0.0132,0.4993,0.1016,0.2356,0.0473,0.0249,0.0052,0.0353,0.0375
AF,2019-04,0.0122,0.4861,0.1023,0.2458,0.0468,0.0252,0.0053,0.0378,0.0384
AF,2019-05,0.0112,0.472,0.0965,0.2657,0.0448,0.0246,0.0053,0.0389,0.0411
AF,2019-06,0.011,0.4784,0.0935,0.2736,0.0438,0.0255,0.0048,0.0364,0.0332
AF,2019-07,0.0112,0.4784,0.0927,0.2847,0.0417,0.0254,0.0045,0.0331,0.0284
AF,2019-08,0.0113,0.4798,0.0947,0.2809,0.0422,0.0253,0.0046,0.0338,0.0273
AF,2019-09,0.0113,0.4774,0.0971,0.28,0.0424,0.0252,0.0047,0.0349,0.027
AF,2019-10,0.0115,0.4818,0.098,0.2707,0.0439,0.0244,0.0037,0.0345,0.0317
AF,2019-11,0.0124,0.5051,0.0997,0.241,0.0457,0.0235,0.0036,0.0314,0.0374
AF,2019-12,0.014,0.5279,0.1015,0.2193,0.0435,0.0249,0.0033,0.0288,0.0369
AF,2020-01,0.0154,0.5128,0.1132,0.2184,0.0423,0.0262,0.0043,0.0327,0.0348
AF,2020-02,0.0154,0.5134,0.1069,0.2224,0.0433,0.0242,0.0041,0.035,0.0354
AF,2020-03,0.0145,0.4811,0.1034,0.234,0.0495,0.0239,0.0042,0.0421,0.0474
AF,2020-04,0.0144,0.4845,0.0943,0.24,0.0502,0.0226,0.0044,0.0468,0.0429
AF,2020-05,0.0136,0.483,0.0883,0.2501,0.0483,0.023,0.004,0.0449,0.0448
AF,2020-06,0.0125,0.4688,0.0898,0.2787,0.0452,0.0241,0.0039,0.0402,0.0369
AF,2020-07,0.0125,0.4656,0.0891,0.2955,0.0424,0.0245,0.0037,0.0365,0.0302
AF,2020-08,0.013,0.4743,0.0931,0.2853,0.0389,0.0249,0.0036,0.0364,0.0305
AF,2020-09,0.0126,0.4615,0.093,0.2966,0.0396,0.0253,0.0039,0.0385,0.0289
AF,2020-10,0.0125,0.4576,0.0937,0.2909,0.0415,0.0236,0.004,0.0383,0.0378
AF,2020-11,0.0147,0.5015,0.0962,0.2431,0.0434,0.0231,0.0039,0.0346,0.0395
AF,2020-12,0.0161,0.5244,0.0989,0.2202,0.0418,0.0248,0.0037,0.0314,0.0388
AF,2021-01,0.0167,0.505,0.1056,0.2125,0.0406,0.0268,0.0042,0.0373,0.0513
AF,2021-02,0.0168,0.5093,0.0969,0.2173,0.0406,0.0237,0.0032,0.0396,0.0527
AF,2021-03,0.0164,0.5078,0.0967,0.2161,0.0438,0.0233,0.004,0.0442,0.0475
AF,2021-04,0.0156,0.4929,0.0923,0.2307,0.044,0.0233,0.0044,0.0458,0.051
AF,2021-05,0.0149,0.4667,0.0884,0.2495,0.0452,0.0235,0.0041,0.0498,0.0577
AF,2021-06,0.0146,0.4726,0.0891,0.2641,0.044,0.0241,0.0038,0.0455,0.0424
AF,2021-07,0.0149,0.4694,0.0865,0.2771,0.0425,0.0242,0.0034,0.0419,0.0399
AF,2021-08,0.0147,0.4747,0.0851,0.2786,0.0422,0.0247,0.0037,0.0428,0.0335
AF,2021-09,0.0145,0.4585,0.0828,0.2914,0.0436,0.0249,0.0039,0.0428,0.0375
AF,2021-10,0.0145,0.4577,0.0896,0.2733,0.0466,0.0253,0.0041,0.0421,0.0468
AF,2021-11,0.0157,0.483,0.0912,0.2424,0.0457,0.0238,0.0042,0.0414,0.0525
AF,2021-12,0.0176,0.5098,0.0911,0.2168,0.0477,0.025,0.0041,0.038,0.05
AF,2022-01,0.0179,0.5043,0.0988,0.2148,0.0459,0.0276,0.004,0.0414,0.0453
AF,2022-02,0.0177,0.508,0.0932,0.2179,0.0438,0.0257,0.0039,0.0434,0.0464
AF,2022-03,0.0167,0.4779,0.0932,0.2263,0.0434,0.0258,0.004,0.0508,0.0617
AF,2022-04,0.0155,0.455,0.0863,0.2457,0.0442,0.0258,0.0045,0.0591,0.0638
AF,2022-05,0.0145,0.438,0.084,0.2719,0.0444,0.0239,0.0044,0.0588,0.06
AF,2022-06,0.0141,0.4435,0.0846,0.2849,0.0397,0.0245,0.0039,0.0538,0.0511
AF,2022-07,0.0149,0.4669,0.083,0.2758,0.0404,0.0248,0.0034,0.0502,0.0405
AF,2022-08,0.0158,0.4855,0.0801,0.2611,0.0404,0.0249,0.0036,0.0483,0.0404
AF,2022-09,0.0155,0.4738,0.082,0.2582,0.042,0.0251,0.0039,0.0536,0.0458
AF,2022-10,0.0156,0.4591,0.082,0.2566,0.0474,0.0237,0.0042,0.0539,0.0575
AF,2022-11,0.0169,0.488,0.0862,0.2304,0.048,0.0233,0.0042,0.048,0.0548
AF,2022-12,0.018,0.5033,0.0889,0.2179,0.0461,0.0236,0.004,0.0405,0.0577
AF,2023-01,0.0181,0.4941,0.089,0.2134,0.0461,0.0246,0.0044,0.0484,0.062
AF,2023-02,0.0175,0.4948,0.0874,0.2154,0.0443,0.0235,0.004,0.0514,0.0616
AF,2023-03,0.0177,0.4885,0.0846,0.2126,0.0454,0.0228,0.0041,0.0615,0.0629
AF,2023-04,0.0162,0.4699,0.0824,0.219,0.0444,0.0228,0.0043,0.0634,0.0776
AF,2023-05,0.0155,0.4675,0.0814,0.2304,0.0452,0.0227,0.0042,0.0656,0.0674
AF,2023-06,0.0155,0.4779,0.0823,0.2398,0.043,0.0229,0.0039,0.0635,0.0511
AF,2023-07,0.0158,0.4767,0.0803,0.2502,0.0409,0.0227,0.0035,0.0575,0.0523
AF,2023-08,0.0154,0.4661,0.0802,0.2705,0.0413,0.0225,0.0035,0.0615,0.0389
AF,2023-09,0.0153,0.4585,0.0815,0.2726,0.0425,0.0223,0.0039,0.0614,0.042
AF,2023-10,0.0153,0.463,0.0788,0.2596,0.0459,0.0217,0.0042,0.0634,0.0482
AF,2023-11,0.0166,0.4815,0.0801,0.2236,0.0457,0.0212,0.0041,0.0593,0.068
AF,2023-12,0.0184,0.5112,0.0817,0.213,0.0429,0.0219,0.0039,0.0464,0.0606
AF,2024-01,0.0181,0.5002,0.0869,0.2072,0.0423,0.0229,0.0042,0.0562,0.062
AF,2024-02,0.0172,0.499,0.0823,0.2077,0.0424,0.0216,0.004,0.0612,0.0647
AF,2024-03,0.0166,0.4756,0.0832,0.2083,0.0424,0.0213,0.0039,0.0746,0.0741
AF,2024-04,0.0154,0.466,0.0794,0.2251,0.0461,0.0212,0.0043,0.0732,0.0691
AF,2024-05,0.0154,0.466,0.0794,0.2251,0.0461,0.0212,0.0043,0.0732,0.0691
AG,2019-01,0,0,0,0,0,0.9722,0,0.0278,0
AG,2019-02,0,0,0,0,0,0.9722,0,0.0278,0
AG,2019-03,0,0,0,0,0,0.9722,0,0.0278,0
AG,2019-04,0,0,0,0,0,0.9722,0,0.0278,0
AG,2019-05,0,0,0,0,0,0.9722,0,0.0278,0
AG,2019-06,0,0,0,0,0,0.9722,0,0.0278,0
AG,2019-07,0,0,0,0,0,0.9722,0,0.0278,0
AG,2019-08,0,0,0,0,0,0.9722,0,0.0278,0
AG,2019-09,0,0,0,0,0,0.9722,0,0.0278,0
AG,2019-10,0,0,0,0,0,0.9722,0,0.0278,0
AG,2019-11,0,0,0,0,0,0.9722,0,0.0278,0
AG,2019-12,0,0,0,0,0,0.9722,0,0.0278,0
AG,2020-01,0,0,0,0,0,0.9722,0,0.0278,0
AG,2020-02,0,0,0,0,0,0.9722,0,0.0278,0
AG,2020-03,0,0,0,0,0,0.9722,0,0.0278,0
AG,2020-04,0,0,0,0,0,0.9722,0,0.0278,0
AG,2020-05,0,0,0,0,0,0.9722,0,0.0278,0
AG,2020-06,0,0,0,0,0,0.9722,0,0.0278,0
AG,2020-07,0,0,0,0,0,0.9722,0,0.0278,0
AG,2020-08,0,0,0,0,0,0.9722,0,0.0278,0
AG,2020-09,0,0,0,0,0,0.9722,0,0.0278,0
AG,2020-10,0,0,0,0,0,0.9722,0,0.0278,0
AG,2020-11,0,0,0,0,0,0.9722,0,0.0278,0
AG,2020-12,0,0,0,0,0,0.9722,0,0.0278,0
AG,2021-01,0,0,0,0,0,0.9722,0,0.0278,0
AG,2021-02,0,0,0,0,0,0.9722,0,0.0278,0
AG,2021-03,0,0,0,0,0,0.9722,0,0.0278,0
AG,2021-04,0,0,0,0,0,0.9722,0,0.0278,0
AG,2021-05,0,0,0,0,0,0.9722,0,0.0278,0
AG,2021-06,0,0,0,0,0,0.9722,0,0.0278,0
AG,2021-07,0,0,0,0,0,0.9722,0,0.0278,0
AG,2021-08,0,0,0,0,0,0.9722,0,0.0278,0
AG,2021-09,0,0,0,0,0,0.9722,0,0.0278,0
AG,2021-10,0,0,0,0,0,0.9722,0,0.0278,0
AG,2021-11,0,0,0,0,0,0.9722,0,0.0278,0
AG,2021-12,0,0,0,0,0,0.9722,0,0.0278,0
AG,2022-01,0,0,0,0,0,0.9722,0,0.0278,0
AG,2022-02,0,0,0,0,0,0.9722,0,0.0278,0
AG,2022-03,0,0,0,0,0,0.9722,0,0.0278,0
AG,2022-04,0,0,0,0,0,0.9722,0,0.0278,0
AG,2022-05,0,0,0,0,0,0.9722,0,0.0278,0
AG,2022-06,0,0,0,0,0,0.9722,0,0.0278,0
AG,2022-07,0,0,0,0,0,0.9722,0,0.0278,0
AG,2022-08,0,0,0,0,0,0.9722,0,0.0278,0
AG,2022-09,0,0,0,0,0,0.9722,0,0.0278,0
AG,2022-10,0,0,0,0,0,0.9722,0,0.0278,0
AG,2022-11,0,0,0,0,0,0.9722,0,0.0278,0
AG,2022-12,0,0,0,0,0,0.9722,0,0.0278,0
AG,2023-01,0,0,0,0,0,0.9722,0,0.0278,0
AG,2023-02,0,0,0,0,0,0.9722,0,0.0278,0
AG,2023-03,0,0,0,0,0,0.9722,0,0.0278,0
AG,2023-04,0,0,0,0,0,0.9722,0,0.0278,0
AG,2023-05,0,0,0,0,0,0.9722,0,0.0278,0
AG,2023-06,0,0,0,0,0,0.9722,0,0.0278,0
AG,2023-07,0,0,0,0,0,0.9722,0,0.0278,0
AG,2023-08,0,0,0,0,0,0.9722,0,0.0278,0
AG,2023-09,0,0,0,0,0,0.9722,0,0.0278,0
AG,2023-10,0,0,0,0,0,0.9722,0,0.0278,0
AG,2023-11,0,0,0,0,0,0.9722,0,0.0278,0
AG,2023-12,0,0,0,0,0,0.9722,0,0.0278,0
AG,2024-01,0,0,0,0,0,0.9722,0,0.0278,0
AG,2024-02,0,0,0,0,0,0.9722,0,0.0278,0
AG,2024-03,0,0,0,0,0,0.9722,0,0.0278,0
AG,2024-04,0,0,0,0,0,0.9722,0,0.0278,0
AG,2024-05,0,0,0,0,0,0.9722,0,0.0278,0
AL,2019-01,0.0086,0.0603,0.0885,0.7258,0.071,0.0072,0.0017,0.0055,0.0314
AL,2019-02,0.0086,0.0581,0.0829,0.7278,0.0746,0.0069,0.0018,0.009,0.0303
AL,2019-03,0.009,0.0517,0.0782,0.729,0.0738,0.0068,0.0019,0.0116,0.0381
AL,2019-04,0.0089,0.0523,0.0785,0.7347,0.0737,0.0068,0.0021,0.015,0.028
AL,2019-05,0.009,0.0492,0.0751,0.7428,0.0726,0.0067,0.0021,0.0165,0.0261
AL,2019-06,0.0086,0.0484,0.0778,0.7439,0.0705,0.0062,0.002,0.0194,0.0233
AL,2019-07,0.0085,0.0511,0.0851,0.7363,0.0716,0.0061,0.002,0.0181,0.0212
AL,2019-08,0.0088,0.0513,0.0829,0.7352,0.0726,0.0066,0.002,0.0176,0.023
AL,2019-09,0.0085,0.051,0.0842,0.7307,0.0731,0.0068,0.002,0.0143,0.0294
AL,2019-10,0.0087,0.0541,0.0883,0.7281,0.0718,0.0068,0.002,0.0102,0.03
AL,2019-11,0.0093,0.0555,0.0854,0.734,0.069,0.0067,0.002,0.0064,0.0317
AL,2019-12,0.0094,0.0519,0.0813,0.7344,0.0706,0.0066,0.002,0.0058,0.0381
AL,2020-01,0.0089,0.0505,0.0866,0.7297,0.0714,0.0064,0.0019,0.0065,0.0381
AL,2020-02,0.0085,0.0462,0.0787,0.7337,0.0683,0.0064,0.0019,0.0088,0.0475
AL,2020-03,0.0094,0.0447,0.074,0.7411,0.0691,0.0065,0.0021,0.0134,0.0398
AL,2020-04,0.0102,0.0406,0.0695,0.7456,0.0731,0.0066,0.0023,0.0205,0.0316
AL,2020-05,0.0105,0.0394,0.0661,0.752,0.0705,0.0065,0.0024,0.0226,0.0301
AL,2020-06,0.0097,0.0445,0.0765,0.7485,0.065,0.0062,0.0022,0.0217,0.0257
AL,2020-07,0.009,0.0444,0.0867,0.7396,0.0632,0.0063,0.0021,0.0216,0.027
AL,2020-08,0.0089,0.0472,0.0869,0.738,0.0649,0.0067,0.0021,0.02,0.0253
AL,2020-09,0.0088,0.0503,0.0852,0.7348,0.0661,0.0069,0.0021,0.0169,0.0289
AL,2020-10,0.009,0.0493,0.0769,0.7362,0.0705,0.0064,0.0021,0.0108,0.0387
AL,2020-11,0.0092,0.0536,0.0858,0.7313,0.0696,0.0066,0.002,0.008,0.034
AL,2020-12,0.0094,0.0517,0.087,0.7317,0.0697,0.0063,0.002,0.0057,0.0364
AL,2021-01,0.0093,0.0522,0.0869,0.7347,0.0692,0.0063,0.0019,0.006,0.0335
AL,2021-02,0.0094,0.049,0.0821,0.7372,0.0673,0.0064,0.0019,0.0094,0.0374
AL,2021-03,0.0097,0.0464,0.0833,0.7334,0.0699,0.0061,0.002,0.0143,0.0349
AL,2021-04,0.0098,0.0448,0.082,0.7367,0.0693,0.0062,0.0021,0.0186,0.0305
AL,2021-05,0.0101,0.0396,0.0696,0.7474,0.0696,0.0064,0.0022,0.022,0.0331
AL,2021-06,0.0092,0.0443,0.0774,0.7455,0.0701,0.0063,0.0021,0.0245,0.0205
AL,2021-07,0.009,0.0479,0.0789,0.7392,0.0695,0.0065,0.0021,0.0228,0.0242
AL,2021-08,0.0092,0.0494,0.0769,0.7368,0.0702,0.0067,0.002,0.0209,0.0279
AL,2021-09,0.0092,0.0542,0.0833,0.7287,0.0727,0.0066,0.0021,0.0182,0.0249
AL,2021-10,0.0096,0.0513,0.0799,0.7249,0.0719,0.0066,0.0021,0.0134,0.0403
AL,2021-11,0.0096,0.0543,0.0903,0.726,0.0682,0.0067,0.002,0.008,0.0349
AL,2021-12,0.0098,0.0539,0.0878,0.7281,0.0671,0.0067,0.0019,0.0063,0.0383
AL,2022-01,0.0093,0.0523,0.0874,0.7266,0.0672,0.0066,0.0019,0.0076,0.0409
AL,2022-02,0.0094,0.05,0.0793,0.7249,0.0654,0.0063,0.002,0.011,0.0517
AL,2022-03,0.0098,0.055,0.084,0.7289,0.0635,0.0069,0.0021,0.0167,0.0332
AL,2022-04,0.0098,0.0484,0.0748,0.7355,0.0635,0.0063,0.0022,0.0216,0.0379
AL,2022-05,0.0096,0.0455,0.0739,0.7422,0.061,0.0065,0.0022,0.0275,0.0316
AL,2022-06,0.0095,0.0492,0.0773,0.7405,0.0594,0.0064,0.0021,0.0289,0.0268
AL,2022-07,0.0094,0.0511,0.0813,0.7312,0.0597,0.0065,0.002,0.029,0.0296
AL,2022-08,0.0095,0.0546,0.0873,0.7285,0.06,0.0064,0.0021,0.027,0.0246
AL,2022-09,0.0099,0.0567,0.0844,0.7248,0.0623,0.0067,0.0021,0.021,0.0322
AL,2022-10,0.0089,0.0536,0.0839,0.7244,0.0617,0.0067,0.0022,0.0161,0.0426
AL,2022-11,0.0097,0.0572,0.0827,0.726,0.0616,0.0066,0.0021,0.0097,0.0445
AL,2022-12,0.0098,0.0593,0.0883,0.7271,0.0616,0.0067,0.002,0.0067,0.0387
AL,2023-01,0.009,0.0541,0.0798,0.7289,0.0626,0.0064,0.0019,0.0081,0.0491
AL,2023-02,0.0093,0.0537,0.0871,0.726,0.0618,0.0067,0.0019,0.0127,0.0408
AL,2023-03,0.0092,0.0486,0.0798,0.7306,0.0606,0.0067,0.002,0.0174,0.045
AL,2023-04,0.0096,0.0436,0.0737,0.7376,0.0646,0.0062,0.0022,0.0256,0.0371
AL,2023-05,0.0087,0.0393,0.0704,0.7452,0.0608,0.0062,0.0022,0.032,0.0352
AL,2023-06,0.0079,0.0404,0.0715,0.7457,0.0638,0.0056,0.0021,0.0365,0.0263
AL,2023-07,0.0081,0.0414,0.0745,0.7359,0.0636,0.0059,0.002,0.0337,0.035
AL,2023-08,0.0082,0.0442,0.0781,0.7368,0.0626,0.0062,0.002,0.0307,0.0312
AL,2023-09,0.0085,0.0461,0.0764,0.733,0.0661,0.0062,0.0021,0.0283,0.0332
AL,2023-10,0.0088,0.0475,0.0748,0.7313,0.065,0.0062,0.0021,0.0179,0.0465
AL,2023-11,0.0092,0.0488,0.0743,0.7376,0.0612,0.0062,0.002,0.0109,0.0498
AL,2023-12,0.0089,0.0473,0.0771,0.7364,0.0632,0.0061,0.002,0.0086,0.0504
AL,2024-01,0.0086,0.0449,0.0804,0.7361,0.0626,0.0061,0.0018,0.0097,0.0496
AL,2024-02,0.009,0.0446,0.0758,0.7359,0.0618,0.006,0.002,0.0137,0.0513
AL,2024-03,0.0093,0.0434,0.0741,0.7414,0.0613,0.0058,0.0021,0.0209,0.0417
AL,2024-04,0.0099,0.0361,0.0647,0.7439,0.0622,0.0055,0.0021,0.03,0.0456
AL,2024-05,0.0099,0.0362,0.0632,0.7509,0.0633,0.0058,0.0022,0.0378,0.0307
AM,2019-01,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2019-02,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2019-03,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2019-04,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2019-05,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2019-06,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2019-07,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2019-08,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2019-09,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2019-10,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2019-11,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2019-12,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2020-01,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2020-02,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2020-03,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2020-04,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2020-05,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2020-06,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2020-07,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2020-08,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2020-09,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2020-10,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2020-11,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2020-12,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2021-01,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2021-02,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2021-03,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2021-04,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2021-05,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2021-06,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2021-07,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2021-08,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2021-09,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2021-10,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2021-11,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2021-12,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2022-01,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2022-02,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2022-03,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2022-04,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2022-05,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2022-06,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2022-07,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2022-08,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2022-09,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2022-10,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2022-11,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2022-12,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2023-01,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2023-02,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2023-03,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2023-04,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2023-05,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2023-06,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2023-07,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2023-08,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2023-09,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2023-10,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2023-11,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2023-12,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2024-01,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2024-02,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2024-03,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2024-04,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AM,2024-05,0,0,0.4072,0.3138,0.271,0,0,0.008,0
AO,2019-01,0.0032,0,0.1037,0.7276,0,0.1643,0,0.0013,0
AO,2019-02,0.0032,0,0.1037,0.7276,0,0.1643,0,0.0013,0
AO,2019-03,0.0032,0,0.1037,0.7276,0,0.1643,0,0.0013,0
AO,2019-04,0.0032,0,0.1037,0.7276,0,0.1643,0,0.0013,0
AO,2019-05,0.0032,0,0.1037,0.7276,0,0.1643,0,0.0013,0
AO,2019-06,0.0032,0,0.1037,0.7276,0,0.1643,0,0.0013,0
AO,2019-07,0.0032,0,0.1037,0.7276,0,0.1643,0,0.0013,0
AO,2019-08,0.0032,0,0.1037,0.7276,0,0.1643,0,0.0013,0
AO,2019-09,0.0032,0,0.1037,0.7276,0,0.1643,0,0.0013,0
AO,2019-10,0.0032,0,0.1037,0.7276,0,0.1643,0,0.0013,0
AO,2019-11,0.0032,0,0.1037,0.7276,0,0.1643,0,0.0013,0
AO,2019-12,0.0032,0,0.1037,0.7276,0,0.1643,0,0.0013,0
AO,2020-01,0.0032,0,0.1037,0.7276,0,0.1643,0,0.0013,0
AO,2020-02,0.0032,0,0.1037,0.7276,0,0.1643,0,0.0013,0
AO,2020-03,0.0032,0,0.1037,0.7276,0,0.1643,0,0.0013,0
AO,2020-04,0.0032,0,0.1037,0.7276,0,0.1643,0,0.0013,0
