country,year,Bioenergy,Coal,Gas,Hydro,Nuclear,Other Fossil,Other Renewables,Solar,Wind
SN,2022,0.0197,0.1395,0.0313,0.059,0.0008,0.6906,0.0003,0.0544,0.0044
SN,2023,0.0197,0.1395,0.0313,0.059,0.0008,0.6906,0.0003,0.0544,0.0044
SN,2024,0.0197,0.1395,0.0313,0.059,0.0008,0.6906,0.0003,0.0544,0.0044
SN,2025,0.0197,0.1395,0.0313,0.059,0.0008,0.6906,0.0003,0.0544,0.0044
SO,2019,0,0,0,0,0,0.9459,0,0.027,0.027
SO,2020,0,0,0,0,0,0.9459,0,0.027,0.027
SO,2021,0,0,0,0,0,0.9459,0,0.027,0.027
SO,2022,0,0,0,0,0,0.9459,0,0.027,0.027
SO,2023,0,0,0,0,0,0.9459,0,0.027,0.027
SO,2024,0,0,0,0,0,0.9459,0,0.027,0.027
SO,2025,0,0,0,0,0,0.9459,0,0.027,0.027
SR,2019,0.0049,0,0.0098,0.4657,0,0.5147,0,0.0049,0
SR,2020,0.0049,0,0.0098,0.4657,0,0.5147,0,0.0049,0
SR,2021,0.0049,0,0.0098,0.4657,0,0.5147,0,0.0049,0
SR,2022,0.0049,0,0.0098,0.4657,0,0.5147,0,0.0049,0
SR,2023,0.0049,0,0.0098,0.4657,0,0.5147,0,0.0049,0
SR,2024,0.0049,0,0.0098,0.4657,0,0.5147,0,0.0049,0
SR,2025,0.0049,0,0.0098,0.4657,0,0.5147,0,0.0049,0
SS,2019,0,0,0,0,0,0.9821,0,0.0179,0
SS,2020,0,0,0,0,0,0.9821,0,0.0179,0
SS,2021,0,0,0,0,0,0.9821,0,0.0179,0
SS,2022,0,0,0,0,0,0.9821,0,0.0179,0
SS,2023,0,0,0,0,0,0.9821,0,0.0179,0
SS,2024,0,0,0,0,0,0.9821,0,0.0179,0
SS,2025,0,0,0,0,0,0.9821,0,0.0179,0
ST,2019,0,0,0,0.0909,0,0.9091,0,0,0
ST,2020,0,0,0,0.0909,0,0.9091,0,0,0
ST,2021,0,0,0,0.0909,0,0.9091,0,0,0
ST,2022,0,0,0,0.0909,0,0.9091,0,0,0
ST,2023,0,0,0,0.0909,0,0.9091,0,0,0
ST,2024,0,0,0,0.0909,0,0.9091,0,0,0
ST,2025,0,0,0,0.0909,0,0.9091,0,0,0
SV,2019,0.1037,0,0,0.2783,0,0.3071,0.2649,0.0461,0
SV,2020,0.102,0,0,0.371,0,0.1633,0.269,0.0928,0.0019
SV,2021,0.1159,0,0,0.3234,0,0.1589,0.271,0.1065,0.0243
SV,2022,0.0757,0.002,0.1524,0.3219,0.0012,0.0729,0.197,0.1536,0.0233
SV,2023,0.0659,0.0001,0.3046,0.1933,0.0001,0.0834,0.1819,0.149,0.0216
SV,2024,0.0416,0,0.3137,0.2486,0,0.0658,0.1987,0.1241,0.0076
SV,2025,0,0,0.3065,0.3226,0,0.0484,0.2097,0.1129,0
SY,2019,0.0013,0,0.4512,0.0336,0,0.5139,0,0,0
SY,2020,0.0013,0,0.4512,0.0336,0,0.5139,0,0,0
SY,2021,0.0013,0,0.4512,0.0336,0,0.5139,0,0,0
SY,2022,0.0013,0,0.4512,0.0336,0,0.5139,0,0,0
SY,2023,0.0013,0,0.4512,0.0336,0,0.5139,0,0,0
SY,2024,0.0013,0,0.4512,0.0336,0,0.5139,0,0,0
SY,2025,0.0013,0,0.4512,0.0336,0,0.5139,0,0,0
SZ,2019,0.1463,0.2312,0.2809,0.2604,0.0103,0.0432,0.0041,0.0086,0.0152
SZ,2020,0.1463,0.2312,0.2809,0.2604,0.0103,0.0432,0.0041,0.0086,0.0152
SZ,2021,0.1463,0.2312,0.2809,0.2604,0.0103,0.0432,0.0041,0.0086,0.0152
SZ,2022,0.1463,0.2312,0.2809,0.2604,0.0103,0.0432,0.0041,0.0086,0.0152
SZ,2023,0.1463,0.2312,0.2809,0.2604,0.0103,0.0432,0.0041,0.0086,0.0152
SZ,2024,0.1463,0.2312,0.2809,0.2604,0.0103,0.0432,0.0041,0.0086,0.0152
SZ,2025,0.1463,0.2312,0.2809,0.2604,0.0103,0.0432,0.0041,0.0086,0.0152
TC,2019,0,0,0,0,0,1,0,0,0
TC,2020,0,0,0,0,0,1,0,0,0
TC,2021,0,0,0,0,0,1,0,0,0
TC,2022,0,0,0,0,0,1,0,0,0
TC,2023,0,0,0,0,0,1,0,0,0
TC,2024,0,0,0,0,0,1,0,0,0
TC,2025,0,0,0,0,0,1,0,0,0
TD,2019,0.0286,0,0,0,0,0.9429,0,0,0.0286
TD,2020,0.0286,0,0,0,0,0.9429,0,0,0.0286
TD,2021,0.0286,0,0,0,0,0.9429,0,0,0.0286
TD,2022,0.0286,0,0,0,0,0.9429,0,0,0.0286
TD,2023,0.0286,0,0,0,0,0.9429,0,0,0.0286
TD,2024,0.0286,0,0,0,0,0.9429,0,0,0.0286
TD,2025,0.0286,0,0,0,0,0.9429,0,0,0.0286
TG,2019,0.0021,0.1748,0.5566,0.1766,0.0087,0.0506,0.0035,0.0142,0.0129
TG,2020,0.0021,0.1748,0.5566,0.1766,0.0087,0.0506,0.0035,0.0142,0.0129
TG,2021,0.0021,0.1748,0.5566,0.1766,0.0087,0.0506,0.0035,0.0142,0.0129
TG,2022,0.0021,0.1748,0.5566,0.1766,0.0087,0.0506,0.0035,0.0142,0.0129
TG,2023,0.0021,0.1748,0.5566,0.1766,0.0087,0.0506,0.0035,0.0142,0.0129
TG,2024,0.0021,0.1748,0.5566,0.1766,0.0087,0.0506,0.0035,0.0142,0.0129
TG,2025,0.0021,0.1748,0.5566,0.1766,0.0087,0.0506,0.0035,0.0142,0.0129
TH,2019,0.0616,0.2344,0.5955,0.0456,0.0058,0.0064,0.0006,0.0283,0.0218
TH,2020,0.0632,0.2527,0.5803,0.0409,0.0065,0.0048,0.0006,0.0291,0.0218
TH,2021,0.067,0.2593,0.5611,0.0427,0.0081,0.0049,0.0007,0.0271,0.0291
TH,2022,0.0681,0.253,0.5526,0.0522,0.0082,0.0096,0.0008,0.0317,0.0238
TH,2023,0.0675,0.2153,0.5992,0.0466,0.0074,0.0051,0.0007,0.0319,0.0263
TH,2024,0.0609,0.222,0.5978,0.0458,0.0076,0.002,0.0008,0.0366,0.0267
TH,2025,0.0853,0.2059,0.5662,0.0605,0.0082,0.0011,0.0008,0.0404,0.0314
TJ,2019,0,0.0604,0.0126,0.927,0,0,0,0,0
TJ,2020,0,0.0702,0.0143,0.9155,0,0,0,0,0
TJ,2021,0,0.0695,0.0121,0.9184,0,0,0,0,0
TJ,2022,0,0.0631,0.0142,0.9227,0,0,0,0,0
TJ,2023,0,0.0509,0.0123,0.9367,0,0,0,0,0
TJ,2024,0,0.0414,0.0087,0.9499,0,0,0,0,0
TJ,2025,0,0,0,1,0,0,0,0,0
TL,2019,0,0,0,0,0,1,0,0,0
TL,2020,0,0,0,0,0,1,0,0,0
TL,2021,0,0,0,0,0,1,0,0,0
TL,2022,0,0,0,0,0,1,0,0,0
TL,2023,0,0,0,0,0,1,0,0,0
TL,2024,0,0,0,0,0,1,0,0,0
TL,2025,0,0,0,0,0,1,0,0,0
TM,2019,0,0,1,0,0,0,0,0,0
TM,2020,0,0,1,0,0,0,0,0,0
TM,2021,0,0,1,0,0,0,0,0,0
TM,2022,0,0,1,0,0,0,0,0,0
TM,2023,0,0,1,0,0,0,0,0,0
TM,2024,0,0,1,0,0,0,0,0,0
TM,2025,0,0,1,0,0,0,0,0,0
TN,2019,0,0,0.9541,0.0032,0,0.0145,0,0.0054,0.0227
TN,2020,0,0,0.9753,0.0015,0,0,0,0,0.0231
TN,2021,0,0,0.9789,0,0,0,0,0,0.0211
TN,2022,0,0,0.9839,0,0,0,0,0,0.0161
TN,2023,0,0,0.9827,0,0,0,0,0,0.0173
TN,2024,0,0,0.9828,0,0,0,0,0,0.0172
TN,2025,0,0,0.9781,0,0,0,0,0,0.0219
TO,2019,0,0,0,0,0,0.8571,0,0.1429,0
TO,2020,0,0,0,0,0,0.8571,0,0.1429,0
TO,2021,0,0,0,0,0,0.8571,0,0.1429,0
TO,2022,0,0,0,0,0,0.8571,0,0.1429,0
TO,2023,0,0,0,0,0,0.8571,0,0.1429,0
TO,2024,0,0,0,0,0,0.8571,0,0.1429,0
TO,2025,0,0,0,0,0,0.8571,0,0.1429,0
TR,2019,0.0113,0.3759,0.1829,0.295,0.0002,0.0033,0.0274,0.0318,0.0721
TR,2020,0.0144,0.3513,0.2251,0.258,0.0004,0.0012,0.0308,0.0372,0.0815
TR,2021,0.0187,0.3176,0.3274,0.1692,0,0.0011,0.0309,0.0404,0.0946
TR,2022,0.0238,0.3529,0.2245,0.2075,0.0016,0.0024,0.0317,0.0473,0.1083
TR,2023,0.0257,0.3664,0.2083,0.1989,0.0024,0.0031,0.0314,0.0575,0.1063
TR,2024,0.0254,0.3551,0.1855,0.2185,0.0004,0.0029,0.0299,0.0753,0.107
TR,2025,0.025,0.3494,0.2429,0.1662,0.0002,0.0027,0.0335,0.0718,0.1083
TT,2019,0,0,0.9946,0,0,0.0043,0,0.0011,0
TT,2020,0,0,0.9946,0,0,0.0043,0,0.0011,0
TT,2021,0,0,0.9946,0,0,0.0043,0,0.0011,0
TT,2022,0,0,0.9946,0,0,0.0043,0,0.0011,0
TT,2023,0,0,0.9946,0,0,0.0043,0,0.0011,0
TT,2024,0,0,0.9946,0,0,0.0043,0,0.0011,0
TT,2025,0,0,0.9946,0,0,0.0043,0,0.0011,0
TW,2019,0.0007,0.4665,0.3363,0.0205,0.1192,0.035,0,0.0148,0.007
TW,2020,0.0008,0.4548,0.3607,0.0109,0.1136,0.0289,0,0.022,0.0084
TW,2021,0.0008,0.4476,0.3765,0.0121,0.0965,0.0311,0,0.0276,0.0078
TW,2022,0.0007,0.4246,0.3929,0.0205,0.0833,0.0283,0,0.0374,0.0124
TW,2023,0.0007,0.4429,0.3929,0.0166,0.0617,0.0262,0,0.0459,0.0132
TW,2024,0.0004,0.4505,0.3881,0.0231,0.0552,0.0261,0,0.0465,0.0102
TW,2025,0.0004,0.4505,0.3881,0.0231,0.0552,0.0261,0,0.0465,0.0102
TZ,2019,0.0089,0.0042,0.6543,0.317,0.0002,0.011,0.0001,0.004,0.0003
TZ,2020,0.0089,0.0042,0.6543,0.317,0.0002,0.011,0.0001,0.004,0.0003
TZ,2021,0.0089,0.0042,0.6543,0.317,0.0002,0.011,0.0001,0.004,0.0003
TZ,2022,0.0089,0.0042,0.6543,0.317,0.0002,0.011,0.0001,0.004,0.0003
TZ,2023,0.0089,0.0042,0.6543,0.317,0.0002,0.011,0.0001,0.004,0.0003
TZ,2024,0.0089,0.0042,0.6543,0.317,0.0002,0.011,0.0001,0.004,0.0003
TZ,2025,0.0089,0.0042,0.6543,0.317,0.0002,0.011,0.0001,0.004,0.0003
UA,2019,0,0.2993,0.0801,0.0392,0.5518,0,0,0,0.0296
UA,2020,0,0.2748,0.1011,0.0377,0.5299,0,0,0,0.0564
UA,2021,0.0002,0.2445,0.0683,0.0568,0.5684,0.0001,0,0.0001,0.0615
UA,2022,0.0001,0.2257,0.0443,0.0785,0.5907,0.0001,0,0.0001,0.0605
UA,2023,0,0.2694,0.0342,0.0618,0.5716,0,0,0,0.0631
UA,2024,0,0.2694,0.0342,0.0618,0.5716,0,0,0,0.0631
UA,2025,0,0.2694,0.0342,0.0618,0.5716,0,0,0,0.0631
UG,2019,0.059,0,0,0.8821,0,0.0306,0,0.0284,0
UG,2020,0.059,0,0,0.8821,0,0.0306,0,0.0284,0
UG,2021,0.059,0,0,0.8821,0,0.0306,0,0.0284,0
UG,2022,0.059,0,0,0.8821,0,0.0306,0,0.0284,0
UG,2023,0.059,0,0,0.8821,0,0.0306,0,0.0284,0
UG,2024,0.059,0,0,0.8821,0,0.0306,0,0.0284,0
UG,2025,0.059,0,0,0.8821,0,0.0306,0,0.0284,0
US,2019,0.0138,0.2318,0.381,0.0686,0.1946,0.009,0.0043,0.0257,0.0711
US,2020,0.0135,0.1911,0.4013,0.0701,0.1953,0.0085,0.0045,0.0323,0.0835
US,2021,0.0131,0.216,0.3799,0.06,0.1877,0.0085,0.0044,0.0396,0.091
US,2022,0.0121,0.1938,0.3933,0.0587,0.1799,0.009,0.0042,0.0478,0.1012
US,2023,0.0112,0.1588,0.4239,0.0554,0.1825,0.0078,0.0044,0.056,0.1001
US,2024,0.0106,0.1489,0.4256,0.0535,0.1782,0.0069,0.004,0.0688,0.1035
US,2025,0.0101,0.1885,0.3834,0.0542,0.178,0.0091,0.0039,0.0596,0.1132
UY,2019,0.0618,0,0.0182,0.5501,0,0.0006,0,0.0279,0.3414
UY,2020,0.0863,0.001,0.0604,0.3417,0.0006,0.0106,0.0002,0.0355,0.4638
UY,2021,0.0736,0,0.1545,0.3598,0,0.0217,0,0.0314,0.3591
UY,2022,0.0732,0,0.0899,0.4182,0,0.0103,0,0.0344,0.374
UY,2023,0.0959,0.0049,0.0929,0.3411,0.0025,0.0169,0.0007,0.0386,0.4065
UY,2024,0.1287,0,0.0058,0.5021,0,0.0006,0,0.0306,0.3322
UY,2025,0.1421,0.0031,0.05,0.4089,0.0021,0.0214,0.0005,0.049,0.3227
UZ,2019,0.0003,0.0707,0.8126,0.1023,0.0011,0.0112,0.0001,0.0008,0.0008
UZ,2020,0.0003,0.0705,0.8126,0.1024,0.0011,0.0112,0.0001,0.0009,0.0009
UZ,2021,0.0004,0.0704,0.8124,0.1022,0.0011,0.0112,0.0001,0.001,0.0012
UZ,2022,0.0004,0.0702,0.8123,0.1022,0.0011,0.0112,0.0001,0.0012,0.0013
UZ,2023,0.0004,0.0703,0.8122,0.1019,0.0011,0.0111,0.0001,0.0014,0.0014
UZ,2024,0.0004,0.0699,0.8122,0.102,0.0011,0.0111,0.0001,0.0018,0.0015
UZ,2025,0.0004,0.07,0.8122,0.1013,0.0011,0.0111,0.0001,0.002,0.0017
VC,2019,0,0,0,0.1333,0,0.8667,0,0,0
VC,2020,0,0,0,0.1333,0,0.8667,0,0,0
VC,2021,0,0,0,0.1333,0,0.8667,0,0,0
VC,2022,0,0,0,0.1333,0,0.8667,0,0,0
VC,2023,0,0,0,0.1333,0,0.8667,0,0,0
VC,2024,0,0,0,0.1333,0,0.8667,0,0,0
VC,2025,0,0,0,0.1333,0,0.8667,0,0,0
VE,2019,0,0,0.2501,0.583,0,0.1661,0,0.0001,0.0007
VE,2020,0,0,0.2501,0.583,0,0.1661,0,0.0001,0.0007
VE,2021,0,0,0.2501,0.583,0,0.1661,0,0.0001,0.0007
VE,2022,0,0,0.2501,0.583,0,0.1661,0,0.0001,0.0007
VE,2023,0,0,0.2501,0.583,0,0.1661,0,0.0001,0.0007
VE,2024,0,0,0.2501,0.583,0,0.1661,0,0.0001,0.0007
VE,2025,0,0,0.2501,0.583,0,0.1661,0,0.0001,0.0007
VG,2019,0,0,0,0,0,1,0,0,0
VG,2020,0,0,0,0,0,1,0,0,0
VG,2021,0,0,0,0,0,1,0,0,0
VG,2022,0,0,0,0,0,1,0,0,0
VG,2023,0,0,0,0,0,1,0,0,0
VG,2024,0,0,0,0,0,1,0,0,0
VG,2025,0,0,0,0,0,1,0,0,0
VI,2019,0,0,0,0,0,0.9848,0,0.0152,0
VI,2020,0,0,0,0,0,0.9848,0,0.0152,0
VI,2021,0,0,0,0,0,0.9848,0,0.0152,0
VI,2022,0,0,0,0,0,0.9848,0,0.0152,0
VI,2023,0,0,0,0,0,0.9848,0,0.0152,0
VI,2024,0,0,0,0,0,0.9848,0,0.0152,0
VI,2025,0,0,0,0,0,0.9848,0,0.0152,0
VN,2019,0,0.4917,0.1831,0.2988,0,0.0054,0,0.0149,0.006
VN,2020,0,0.494,0.1486,0.308,0,0.0057,0,0.0388,0.005
VN,2021,0,0.4636,0.1094,0.3102,0,0,0,0.1077,0.0091
VN,2022,0,0.3831,0.1079,0.3755,0,0,0,0.1022,0.0313
VN,2023,0,0.4596,0.1012,0.2988,0,0.0058,0,0.0968,0.0378
VN,2024,0,0.4792,0.0761,0.3183,0,0,0,0.0884,0.0379
VN,2025,0,0.5651,0.0615,0.2113,0,0,0,0.0929,0.0692
VU,2019,0,0,0,0.1111,0,0.6667,0,0.1111,0.1111
VU,2020,0,0,0,0.1111,0,0.6667,0,0.1111,0.1111
VU,2021,0,0,0,0.1111,0,0.6667,0,0.1111,0.1111
VU,2022,0,0,0,0.1111,0,0.6667,0,0.1111,0.1111
VU,2023,0,0,0,0.1111,0,0.6667,0,0.1111,0.1111
VU,2024,0,0,0,0.1111,0,0.6667,0,0.1111,0.1111
VU,2025,0,0,0,0.1111,0,0.6667,0,0.1111,0.1111
WS,2019,0,0,0,0.2941,0,0.5882,0,0.1176,0
WS,2020,0,0,0,0.2941,0,0.5882,0,0.1176,0
WS,2021,0,0,0,0.2941,0,0.5882,0,0.1176,0
WS,2022,0,0,0,0.2941,0,0.5882,0,0.1176,0
WS,2023,0,0,0,0.2941,0,0.5882,0,0.1176,0
WS,2024,0,0,0,0.2941,0,0.5882,0,0.1176,0
WS,2025,0,0,0,0.2941,0,0.5882,0,0.1176,0
XK,2019,0.0001,0.9455,0.0008,0.0335,0.0007,0.0032,0,0.0017,0.0144
XK,2020,0.0001,0.9455,0.0008,0.0336,0.0007,0.0032,0,0.0017,0.0145
XK,2021,0.0001,0.9455,0.0008,0.0335,0.0007,0.0032,0,0.0017,0.0145
XK,2022,0.0026,0.8592,0.0231,0.0323,0.0176,0.0019,0.0005,0.0017,0.061
XK,2023,0.0037,0.7782,0.0326,0.0751,0.0264,0.0027,0.0008,0.0064,0.0739
XK,2024,0.0034,0.8205,0.0307,0.0472,0.0251,0.0026,0.0008,0.005,0.0647
XK,2025,0.0084,0.6813,0.0764,0.0687,0.0598,0.0065,0.0019,0.0158,0.0814
YE,2019,0,0,0.0976,0,0,0.7561,0,0.1463,0
YE,2020,0,0,0.0976,0,0,0.7561,0,0.1463,0
YE,2021,0,0,0.0976,0,0,0.7561,0,0.1463,0
YE,2022,0,0,0.0976,0,0,0.7561,0,0.1463,0
YE,2023,0,0,0.0976,0,0,0.7561,0,0.1463,0
YE,2024,0,0,0.0976,0,0,0.7561,0,0.1463,0
YE,2025,0,0,0.0976,0,0,0.7561,0,0.1463,0
ZA,2019,0,0.8891,0,0.0027,0.0537,0.0085,0.0004,0.0193,0.0263
ZA,2020,0,0.8886,0,0.0031,0.048,0.008,0.0005,0.0241,0.0276
ZA,2021,0,0.8672,0,0.0065,0.0498,0.0132,0.0005,0.0286,0.0342
ZA,2022,0,0.8422,0,0.0133,0.0429,0.0154,0.0009,0.044,0.0413
ZA,2023,0,0.808,0.0005,0.009,0.0362,0.0234,0.001,0.0701,0.0517
ZA,2024,0,0.8145,0.0004,0.0047,0.0331,0.0142,0.001,0.0848,0.0472
ZA,2025,0,0.7431,0,0.0031,0.0655,0.025,0.001,0.1128,0.0494
ZM,2019,0.0047,0.1129,0,0.8337,0,0.0406,0,0.0081,0
ZM,2020,0.0047,0.1129,0,0.8337,0,0.0406,0,0.0081,0
ZM,2021,0.0047,0.1129,0,0.8337,0,0.0406,0,0.0081,0
ZM,2022,0.0047,0.1129,0,0.8337,0,0.0406,0,0.0081,0
ZM,2023,0.0047,0.1129,0,0.8337,0,0.0406,0,0.0081,0
ZM,2024,0.0047,0.1129,0,0.8337,0,0.0406,0,0.0081,0
ZM,2025,0.0047,0.1129,0,0.8337,0,0.0406,0,0.0081,0
ZW,2019,0.0202,0.4572,0.0478,0.4535,0.0017,0.0126,0.0007,0.0036,0.0026
ZW,2020,0.0202,0.4572,0.0478,0.4535,0.0017,0.0126,0.0007,0.0036,0.0026
ZW,2021,0.0202,0.4572,0.0478,0.4535,0.0017,0.0126,0.0007,0.0036,0.0026
ZW,2022,0.0202,0.4572,0.0478,0.4535,0.0017,0.0126,0.0007,0.0036,0.0026
ZW,2023,0.0202,0.4572,0.0478,0.4535,0.0017,0.0126,0.0007,0.0036,0.0026
ZW,2024,0.0202,0.4572,0.0478,0.4535,0.0017,0.0126,0.0007,0.0036,0.0026
ZW,2025,0.0202,0.4572,0.0478,0.4535,0.0017,0.0126,0.0007,0.0036,0.0026
