country,year,Bioenergy,Coal,Gas,Hydro,Nuclear,Other Fossil,Other Renewables,Solar,Wind
HK,2025,0.0083,0.5654,0.3397,0.0217,0.0139,0.0055,0.0014,0.0227,0.0214
HN,2019,0.1282,0.0056,0.0055,0.2236,0.0005,0.4382,0.0265,0.0986,0.0732
HN,2020,0.1283,0.0054,0.0057,0.2238,0.0005,0.4376,0.0265,0.0988,0.0734
HN,2021,0.1282,0.0053,0.0062,0.223,0.0005,0.4375,0.0265,0.0989,0.0736
HN,2022,0.1282,0.0051,0.0053,0.2238,0.0004,0.4376,0.0265,0.0992,0.0737
HN,2023,0.1282,0.0053,0.0053,0.2233,0.0005,0.4374,0.0264,0.0995,0.0739
HN,2024,0.1283,0.0052,0.0054,0.2229,0.0005,0.4373,0.0264,0.0998,0.074
HN,2025,0.1282,0.0051,0.0049,0.2238,0.0005,0.4372,0.0264,0.1,0.0737
HR,2019,0.0341,0.1433,0.2139,0.3586,0.0803,0.0106,0.0283,0.0174,0.1136
HR,2020,0.0377,0.1104,0.253,0.3434,0.0647,0.0089,0.0308,0.0181,0.1329
HR,2021,0.0403,0.1128,0.2097,0.391,0.0549,0.0075,0.0284,0.0174,0.138
HR,2022,0.0447,0.1282,0.2539,0.2971,0.0572,0.0074,0.0244,0.027,0.1601
HR,2023,0.0378,0.0881,0.2241,0.4061,0.0294,0.009,0.0154,0.0324,0.1578
HR,2024,0.04,0.0745,0.2145,0.3472,0.0543,0.0098,0.0163,0.0702,0.1733
HR,2025,0.038,0.0344,0.2406,0.3511,0.046,0.0113,0.0141,0.0509,0.2136
HT,2019,0,0,0,0.1604,0,0.8396,0,0,0
HT,2020,0,0,0,0.1604,0,0.8396,0,0,0
HT,2021,0,0,0,0.1604,0,0.8396,0,0,0
HT,2022,0,0,0,0.1604,0,0.8396,0,0,0
HT,2023,0,0,0,0.1604,0,0.8396,0,0,0
HT,2024,0,0,0,0.1604,0,0.8396,0,0,0
HT,2025,0,0,0,0.1604,0,0.8396,0,0,0
HU,2019,0.0301,0.1402,0.2464,0.0532,0.4151,0.026,0.0045,0.0417,0.0428
HU,2020,0.0311,0.126,0.2512,0.0536,0.4033,0.0217,0.0045,0.065,0.0435
HU,2021,0.0325,0.1089,0.2573,0.0509,0.3866,0.0226,0.0043,0.0948,0.0421
HU,2022,0.0332,0.1096,0.2423,0.0449,0.3819,0.0219,0.0044,0.1176,0.0443
HU,2023,0.0239,0.0985,0.2079,0.0475,0.3887,0.0193,0.0028,0.1644,0.047
HU,2024,0.0265,0.0881,0.1911,0.0455,0.3711,0.0178,0.004,0.2113,0.0448
HU,2025,0.0394,0.0762,0.2635,0.0456,0.3625,0.0177,0.0041,0.1453,0.0459
ID,2019,0.0411,0.5906,0.2104,0.072,0.0003,0.0357,0.0476,0.0006,0.0018
ID,2020,0.0411,0.5905,0.2104,0.072,0.0003,0.0356,0.0476,0.0006,0.0018
ID,2021,0.0411,0.5905,0.2103,0.0719,0.0003,0.0357,0.0476,0.0006,0.0019
ID,2022,0.0411,0.5904,0.2103,0.0719,0.0003,0.0357,0.0476,0.0007,0.0019
ID,2023,0.0411,0.5904,0.2103,0.0719,0.0003,0.0356,0.0476,0.0007,0.002
ID,2024,0.0411,0.5904,0.2103,0.0719,0.0003,0.0356,0.0476,0.0008,0.002
ID,2025,0.0411,0.5904,0.2103,0.0717,0.0003,0.0356,0.0476,0.0009,0.0021
IE,2019,0.0089,0.0362,0.4792,0.0454,0.0256,0.0868,0.0007,0.0034,0.3138
IE,2020,0.0076,0.0381,0.4697,0.0466,0.0234,0.0608,0.0007,0.004,0.3492
IE,2021,0.0066,0.0993,0.4477,0.0397,0.022,0.0758,0.0006,0.0043,0.3039
IE,2022,0.006,0.0869,0.4646,0.0325,0.0163,0.0583,0.0005,0.0042,0.3307
IE,2023,0.0069,0.054,0.4508,0.0485,0.0246,0.036,0.0008,0.0191,0.3594
IE,2024,0.0079,0.0487,0.4406,0.0501,0.0319,0.0387,0.001,0.0327,0.3483
IE,2025,0.0069,0.0355,0.4034,0.0493,0.0271,0.0342,0.0009,0.0134,0.4294
IL,2019,0.0015,0.3042,0.6402,0,0,0.0151,0,0.0363,0.0026
IL,2020,0.0015,0.3042,0.6402,0,0,0.0151,0,0.0363,0.0026
IL,2021,0.0015,0.3042,0.6402,0,0,0.0151,0,0.0363,0.0026
IL,2022,0.0015,0.3042,0.6402,0,0,0.0151,0,0.0363,0.0026
IL,2023,0.0015,0.3042,0.6402,0,0,0.0151,0,0.0363,0.0026
IL,2024,0.0015,0.3042,0.6402,0,0,0.0151,0,0.0363,0.0026
IL,2025,0.0015,0.3042,0.6402,0,0,0.0151,0,0.0363,0.0026
IN,2019,0.0107,0.7243,0.0349,0.1175,0.0328,0.0001,0.0003,0.0335,0.046
IN,2020,0.0108,0.7054,0.039,0.1218,0.0333,0.0001,0.0009,0.0437,0.045
IN,2021,0.0104,0.7291,0.027,0.1092,0.0299,0.0001,0.0015,0.0464,0.0464
IN,2022,0.0103,0.7299,0.0159,0.1096,0.029,0.0001,0.0016,0.0597,0.044
IN,2023,0.0087,0.7419,0.0173,0.0874,0.0283,0.0002,0.0016,0.0665,0.0482
IN,2024,0.0074,0.7357,0.0188,0.0865,0.0303,0.0002,0.0016,0.0741,0.0452
IN,2025,0.0144,0.7658,0.0112,0.0535,0.0304,0.0002,0.0016,0.0884,0.0344
IQ,2019,0,0.0009,0.5835,0.0425,0.0003,0.3719,0,0.0009,0.0001
IQ,2020,0,0.0009,0.5835,0.0425,0.0003,0.3719,0,0.0009,0.0001
IQ,2021,0,0.0009,0.5835,0.0425,0.0003,0.3719,0,0.0009,0.0001
IQ,2022,0,0.0009,0.5835,0.0425,0.0003,0.3719,0,0.0009,0.0001
IQ,2023,0,0.0009,0.5835,0.0425,0.0003,0.3719,0,0.0009,0.0001
IQ,2024,0,0.0009,0.5835,0.0425,0.0003,0.3719,0,0.0009,0.0001
IQ,2025,0,0.0009,0.5835,0.0425,0.0003,0.3719,0,0.0009,0.0001
IR,2019,0,0,0.7887,0.1023,0,0.109,0,0,0
IR,2020,0,0,0.8023,0.0689,0,0.1289,0,0,0
IR,2021,0,0,0.8455,0.0412,0,0.1132,0,0,0
IR,2022,0,0,0.8306,0.0445,0,0.1249,0,0,0
IR,2023,0,0,0.8354,0.0596,0,0.105,0,0,0
IR,2024,0,0,0.7923,0.0568,0,0.151,0,0,0
IR,2025,0,0,0.6644,0.0186,0,0.317,0,0,0
IS,2019,0,0,0,0.6885,0,0,0.311,0,0.0005
IS,2020,0,0,0,0.6885,0,0,0.311,0,0.0005
IS,2021,0,0,0,0.6885,0,0,0.311,0,0.0005
IS,2022,0,0,0,0.6885,0,0,0.311,0,0.0005
IS,2023,0,0,0,0.6885,0,0,0.311,0,0.0005
IS,2024,0,0,0,0.6885,0,0,0.311,0,0.0005
IS,2025,0,0,0,0.6885,0,0,0.311,0,0.0005
IT,2019,0.0612,0.0753,0.4796,0.1571,0.0279,0.0257,0.019,0.0788,0.0754
IT,2020,0.0655,0.0594,0.4675,0.1702,0.0241,0.0282,0.0202,0.0881,0.0768
IT,2021,0.0615,0.0647,0.4753,0.1583,0.0308,0.0221,0.019,0.0865,0.0818
IT,2022,0.0573,0.0922,0.4819,0.1091,0.0276,0.032,0.0189,0.0988,0.0822
IT,2023,0.0561,0.0668,0.4226,0.1517,0.0347,0.033,0.0193,0.1142,0.1015
IT,2024,0.0554,0.0351,0.408,0.1861,0.0346,0.0335,0.0188,0.132,0.0964
IT,2025,0.0544,0.0406,0.5032,0.1124,0.0354,0.0298,0.019,0.0767,0.1284
JM,2019,0.0151,0,0.2716,0.0345,0,0.6013,0,0.0194,0.0582
JM,2020,0.0151,0,0.2716,0.0345,0,0.6013,0,0.0194,0.0582
JM,2021,0.0151,0,0.2716,0.0345,0,0.6013,0,0.0194,0.0582
JM,2022,0.0151,0,0.2716,0.0345,0,0.6013,0,0.0194,0.0582
JM,2023,0.0151,0,0.2716,0.0345,0,0.6013,0,0.0194,0.0582
JM,2024,0.0151,0,0.2716,0.0345,0,0.6013,0,0.0194,0.0582
JM,2025,0.0151,0,0.2716,0.0345,0,0.6013,0,0.0194,0.0582
JO,2019,0,0.0001,0.8108,0.0012,0,0.0456,0,0.0997,0.0426
JO,2020,0,0.0001,0.8108,0.0012,0,0.0456,0,0.0997,0.0426
JO,2021,0,0.0001,0.8108,0.0012,0,0.0456,0,0.0997,0.0426
JO,2022,0,0.0001,0.8108,0.0012,0,0.0456,0,0.0997,0.0426
JO,2023,0,0.0001,0.8108,0.0012,0,0.0456,0,0.0997,0.0426
JO,2024,0,0.0001,0.8108,0.0012,0,0.0456,0,0.0997,0.0426
JO,2025,0,0.0001,0.8108,0.0012,0,0.0456,0,0.0997,0.0426
JP,2019,0.0239,0.3011,0.3835,0.0757,0.0694,0.0484,0.0093,0.0758,0.0129
JP,2020,0.0303,0.3023,0.3818,0.082,0.0467,0.0428,0.0096,0.0884,0.016
JP,2021,0.0391,0.3003,0.3419,0.0799,0.0646,0.0503,0.0096,0.0975,0.0169
JP,2022,0.046,0.3047,0.3324,0.0736,0.0542,0.0556,0.0096,0.1071,0.0169
JP,2023,0.0553,0.2887,0.3099,0.074,0.0828,0.0444,0.0099,0.1168,0.0183
JP,2024,0.0594,0.2823,0.3064,0.0769,0.0898,0.0352,0.0102,0.121,0.0187
JP,2025,0.0612,0.3091,0.3143,0.0471,0.0935,0.05,0.0098,0.0941,0.0208
KE,2019,0.0121,0.0052,0.0071,0.2776,0.0003,0.1027,0.4506,0.0106,0.1339
KE,2020,0.0095,0.0031,0.0043,0.3664,0.0002,0.0573,0.4335,0.0104,0.1152
KE,2021,0.0138,0.0071,0.0097,0.3005,0.0004,0.0878,0.4058,0.0148,0.1602
KE,2022,0.0171,0.0068,0.0093,0.2372,0.0003,0.1074,0.4255,0.0297,0.1668
KE,2023,0.0144,0.0198,0.0272,0.211,0.001,0.0871,0.4503,0.0374,0.1517
KE,2024,0.0111,0.0318,0.0436,0.2751,0.0016,0.0751,0.3962,0.0341,0.1314
KE,2025,0.017,0.0349,0.0478,0.2502,0.0017,0.0817,0.3974,0.0345,0.1348
KG,2019,0,0.0741,0.004,0.9192,0,0.0027,0,0,0
KG,2020,0.0003,0.0924,0.006,0.8954,0.0009,0.0034,0.0001,0.0006,0.0009
KG,2021,0.0007,0.1427,0.015,0.8342,0.0019,0.0017,0.0002,0.0015,0.0021
KG,2022,0.0018,0.1552,0.0167,0.8089,0.0046,0.0022,0.0004,0.0043,0.0059
KG,2023,0.0016,0.1592,0.0155,0.8071,0.0039,0.0029,0.0004,0.004,0.0054
KG,2024,0.0019,0.1306,0.0168,0.8151,0.0047,0.017,0.0005,0.0066,0.0067
KG,2025,0.0016,0.0997,0.0157,0.8398,0.0041,0.0255,0.0004,0.0067,0.0064
KH,2019,0.0122,0.4725,0.0305,0.3854,0.0135,0.0563,0.0014,0.0177,0.0104
KH,2020,0.0126,0.47,0.0298,0.3862,0.0135,0.0561,0.0012,0.0191,0.0115
KH,2021,0.0131,0.4694,0.0281,0.3834,0.0135,0.0562,0.0013,0.0206,0.0144
KH,2022,0.0136,0.4663,0.0268,0.3834,0.0135,0.0562,0.0013,0.0229,0.016
KH,2023,0.0137,0.4673,0.0255,0.3799,0.0135,0.0555,0.0013,0.0256,0.0177
KH,2024,0.0135,0.4631,0.0247,0.3809,0.0133,0.0552,0.0013,0.0295,0.0185
KH,2025,0.0138,0.4642,0.0248,0.3722,0.014,0.0556,0.0014,0.0325,0.0216
KI,2019,0,0,0,0,0,0.75,0,0.25,0
KI,2020,0,0,0,0,0,0.75,0,0.25,0
KI,2021,0,0,0,0,0,0.75,0,0.25,0
KI,2022,0,0,0,0,0,0.75,0,0.25,0
KI,2023,0,0,0,0,0,0.75,0,0.25,0
KI,2024,0,0,0,0,0,0.75,0,0.25,0
KI,2025,0,0,0,0,0,0.75,0,0.25,0
KM,2019,0,0,0,0,0,1,0,0,0
KM,2020,0,0,0,0,0,1,0,0,0
KM,2021,0,0,0,0,0,1,0,0,0
KM,2022,0,0,0,0,0,1,0,0,0
KM,2023,0,0,0,0,0,1,0,0,0
KM,2024,0,0,0,0,0,1,0,0,0
KM,2025,0,0,0,0,0,1,0,0,0
KN,2019,0,0,0,0,0,0.9565,0,0,0.0435
KN,2020,0,0,0,0,0,0.9565,0,0,0.0435
KN,2021,0,0,0,0,0,0.9565,0,0,0.0435
KN,2022,0,0,0,0,0,0.9565,0,0,0.0435
KN,2023,0,0,0,0,0,0.9565,0,0,0.0435
KN,2024,0,0,0,0,0,0.9565,0,0,0.0435
KN,2025,0,0,0,0,0,0.9565,0,0,0.0435
KP,2019,0,0.4971,0,0.4606,0,0.0389,0,0.0034,0
KP,2020,0,0.4971,0,0.4606,0,0.0389,0,0.0034,0
KP,2021,0,0.4971,0,0.4606,0,0.0389,0,0.0034,0
KP,2022,0,0.4971,0,0.4606,0,0.0389,0,0.0034,0
KP,2023,0,0.4971,0,0.4606,0,0.0389,0,0.0034,0
KP,2024,0,0.4971,0,0.4606,0,0.0389,0,0.0034,0
KP,2025,0,0.4971,0,0.4606,0,0.0389,0,0.0034,0
KR,2019,0.0139,0.4054,0.2567,0.0049,0.2621,0.0138,0.0174,0.0211,0.0048
KR,2020,0.012,0.3593,0.2669,0.0073,0.2933,0.0184,0.0072,0.0299,0.0057
KR,2021,0.0138,0.3464,0.2951,0.0054,0.2769,0.0099,0.0088,0.0382,0.0055
KR,2022,0.0194,0.3282,0.278,0.006,0.2991,0.0079,0.0097,0.0458,0.0057
KR,2023,0.0215,0.317,0.2703,0.0064,0.3094,0.0077,0.0115,0.0503,0.0058
KR,2024,0.0212,0.284,0.284,0.0073,0.3205,0.0079,0.0138,0.0556,0.0057
KR,2025,0.0209,0.2538,0.3038,0.0043,0.3458,0.0077,0.0147,0.0412,0.0079
KW,2019,0,0,0.6215,0,0,0.3785,0,0,0
KW,2020,0,0,0.5834,0,0,0.4166,0,0,0
KW,2021,0,0,0.5833,0,0,0.4167,0,0,0
KW,2022,0,0,0.5833,0,0,0.4167,0,0,0
KW,2023,0,0,0.5834,0,0,0.4166,0,0,0
KW,2024,0,0,0.5833,0,0,0.4167,0,0,0
KW,2025,0,0,0.5833,0,0,0.4167,0,0,0
KY,2019,0,0,0,0,0,0.9722,0,0.0278,0
KY,2020,0,0,0,0,0,0.9722,0,0.0278,0
KY,2021,0,0,0,0,0,0.9722,0,0.0278,0
KY,2022,0,0,0,0,0,0.9722,0,0.0278,0
KY,2023,0,0,0,0,0,0.9722,0,0.0278,0
KY,2024,0,0,0,0,0,0.9722,0,0.0278,0
KY,2025,0,0,0,0,0,0.9722,0,0.0278,0
KZ,2019,0,0.667,0.2203,0.0941,0,0.0081,0,0.0038,0.0067
KZ,2020,0,0.6365,0.2452,0.0884,0,0.0082,0,0.0115,0.0102
KZ,2021,0,0.5903,0.2672,0.08,0,0.0325,0,0.0146,0.0154
KZ,2022,0,0.5723,0.2881,0.0813,0,0.0217,0,0.0155,0.0212
KZ,2023,0,0.5654,0.2855,0.0776,0,0.0212,0,0.0167,0.0336
KZ,2024,0,0.5515,0.2783,0.0954,0,0.0205,0,0.0163,0.038
KZ,2025,0,0.5726,0.2894,0.0664,0,0.0218,0,0.0101,0.0397
LA,2019,0.0016,0.3652,0,0.6319,0,0,0,0.0013,0
LA,2020,0.0016,0.3652,0,0.6319,0,0,0,0.0013,0
LA,2021,0.0016,0.3652,0,0.6319,0,0,0,0.0013,0
LA,2022,0.0016,0.3652,0,0.6319,0,0,0,0.0013,0
LA,2023,0.0016,0.3652,0,0.6319,0,0,0,0.0013,0
LA,2024,0.0016,0.3652,0,0.6319,0,0,0,0.0013,0
LA,2025,0.0016,0.3652,0,0.6319,0,0,0,0.0013,0
LB,2019,0.0014,0.0001,0.0029,0.0444,0,0.9451,0,0.0056,0.0005
LB,2020,0.0014,0.0001,0.0029,0.0444,0,0.9451,0,0.0056,0.0005
LB,2021,0.0014,0.0001,0.0029,0.0444,0,0.9451,0,0.0056,0.0005
LB,2022,0.0014,0.0001,0.0029,0.0444,0,0.9451,0,0.0056,0.0005
LB,2023,0.0014,0.0001,0.0029,0.0444,0,0.9451,0,0.0056,0.0005
LB,2024,0.0014,0.0001,0.0029,0.0444,0,0.9451,0,0.0056,0.0005
LB,2025,0.0014,0.0001,0.0029,0.0444,0,0.9451,0,0.0056,0.0005
LC,2019,0,0,0,0,0,0.9762,0,0.0238,0
LC,2020,0,0,0,0,0,0.9762,0,0.0238,0
LC,2021,0,0,0,0,0,0.9762,0,0.0238,0
LC,2022,0,0,0,0,0,0.9762,0,0.0238,0
LC,2023,0,0,0,0,0,0.9762,0,0.0238,0
LC,2024,0,0,0,0,0,0.9762,0,0.0238,0
LC,2025,0,0,0,0,0,0.9762,0,0.0238,0
LK,2019,0,0.3403,0,0.2406,0,0.3187,0,0.0534,0.047
LK,2020,0.0127,0.3672,0,0.2497,0,0.2662,0,0.0559,0.0483
LK,2021,0.0227,0.3293,0,0.3371,0,0.1584,0,0.0687,0.0837
LK,2022,0.0126,0.3266,0,0.3342,0,0.1567,0,0.0837,0.0862
LK,2023,0.0134,0.2992,0,0.2947,0,0.2005,0,0.0948,0.0974
LK,2024,0.0178,0.3541,0,0.3266,0,0.0968,0,0.0993,0.1054
LK,2025,0.0222,0.3481,0,0.3481,0,0.037,0,0.1185,0.1259
LR,2019,0,0,0,0.3095,0,0.6905,0,0,0
LR,2020,0,0,0,0.3095,0,0.6905,0,0,0
LR,2021,0,0,0,0.3095,0,0.6905,0,0,0
LR,2022,0,0,0,0.3095,0,0.6905,0,0,0
LR,2023,0,0,0,0.3095,0,0.6905,0,0,0
LR,2024,0,0,0,0.3095,0,0.6905,0,0,0
LR,2025,0,0,0,0.3095,0,0.6905,0,0,0
LS,2019,0.0021,0.1752,0.2399,0.5134,0.0088,0.0369,0.0035,0.0073,0.0129
LS,2020,0.0021,0.1752,0.2399,0.5134,0.0088,0.0369,0.0035,0.0073,0.0129
LS,2021,0.0021,0.1752,0.2399,0.5134,0.0088,0.0369,0.0035,0.0073,0.0129
LS,2022,0.0021,0.1752,0.2399,0.5134,0.0088,0.0369,0.0035,0.0073,0.0129
LS,2023,0.0021,0.1752,0.2399,0.5134,0.0088,0.0369,0.0035,0.0073,0.0129
LS,2024,0.0021,0.1752,0.2399,0.5134,0.0088,0.0369,0.0035,0.0073,0.0129
LS,2025,0.0021,0.1752,0.2399,0.5134,0.0088,0.0369,0.0035,0.0073,0.0129
LT,2019,0.0548,0.1274,0.2294,0.1559,0.173,0.0417,0.0047,0.0293,0.1838
LT,2020,0.0533,0.0995,0.2931,0.1415,0.1448,0.0382,0.0044,0.0302,0.1952
LT,2021,0.0533,0.1139,0.2746,0.1489,0.1594,0.0369,0.0046,0.0369,0.1715
LT,2022,0.0516,0.1206,0.2259,0.1432,0.1412,0.0471,0.0047,0.0642,0.2015
LT,2023,0.0386,0.0891,0.195,0.1349,0.1202,0.0574,0.0039,0.0892,0.2716
LT,2024,0.0307,0.0609,0.1656,0.1098,0.0913,0.0841,0.0029,0.1399,0.3148
LT,2025,0.0243,0.0505,0.2596,0.0767,0.0678,0.108,0.0021,0.0667,0.3443
LU,2019,0.0572,0.1334,0.2559,0.1485,0.1813,0.041,0.0049,0.0501,0.1279
LU,2020,0.0716,0.1151,0.2389,0.1522,0.1668,0.0391,0.0051,0.0575,0.1538
LU,2021,0.0794,0.12,0.2381,0.1482,0.1686,0.0378,0.0049,0.0656,0.1374
LU,2022,0.0844,0.1281,0.2268,0.1306,0.1501,0.0382,0.005,0.0881,0.1487
LU,2023,0.0551,0.111,0.198,0.1442,0.1506,0.0366,0.0049,0.0992,0.2004
LU,2024,0.0735,0.0985,0.181,0.1558,0.1479,0.0371,0.0047,0.1157,0.1857
LU,2025,0.0742,0.1112,0.2165,0.1406,0.1512,0.0391,0.0048,0.0842,0.1783
LV,2019,0.0834,0.0274,0.4216,0.3041,0.0373,0.0865,0.001,0.0055,0.0333
LV,2020,0.0802,0.0347,0.3005,0.3948,0.0499,0.0869,0.0015,0.0098,0.0417
LV,2021,0.0761,0.0414,0.3106,0.3885,0.0576,0.0713,0.0017,0.0124,0.0405
LV,2022,0.058,0.0584,0.2505,0.4327,0.0677,0.0448,0.0023,0.0231,0.0624
LV,2023,0.0367,0.0389,0.2485,0.4887,0.0568,0.0241,0.0019,0.0408,0.0637
LV,2024,0.0543,0.0392,0.2658,0.4251,0.0587,0.0103,0.0019,0.0774,0.0674
LV,2025,0.0523,0.0077,0.4014,0.4429,0.011,0.0119,0.0003,0.0341,0.0385
LY,2019,0.0001,0.0066,0.6657,0.0036,0.0003,0.3225,0.0001,0.0006,0.0005
LY,2020,0.0001,0.0066,0.6657,0.0036,0.0003,0.3225,0.0001,0.0006,0.0005
LY,2021,0.0001,0.0066,0.6657,0.0036,0.0003,0.3225,0.0001,0.0006,0.0005
LY,2022,0.0001,0.0066,0.6657,0.0036,0.0003,0.3225,0.0001,0.0006,0.0005
LY,2023,0.0001,0.0066,0.6657,0.0036,0.0003,0.3225,0.0001,0.0006,0.0005
LY,2024,0.0001,0.0066,0.6657,0.0036,0.0003,0.3225,0.0001,0.0006,0.0005
LY,2025,0.0001,0.0066,0.6657,0.0036,0.0003,0.3225,0.0001,0.0006,0.0005
MA,2019,0,0.671,0.1007,0.0446,0,0.0188,0,0.0424,0.1225
MA,2020,0,0.6949,0.0831,0.0374,0.0001,0.0174,0.0001,0.0419,0.125
MA,2021,0,0.6773,0.0833,0.0332,0.0001,0.0184,0,0.049,0.1388
MA,2022,0.0001,0.7069,0.0695,0.0237,0.0006,0.0249,0.0002,0.0382,0.1358
MA,2023,0.0002,0.6376,0.1049,0.0204,0.0007,0.0223,0.0003,0.0536,0.16
MA,2024,0.0003,0.5699,0.1133,0.0258,0.001,0.0224,0.0004,0.0411,0.2257
MA,2025,0.0003,0.5767,0.1265,0.027,0.0013,0.0242,0.0005,0.0361,0.2073
MD,2019,0.0076,0.0169,0.8667,0.0642,0.023,0.0022,0.0006,0.0032,0.0156
MD,2020,0.0008,0.004,0.9323,0.0524,0.0058,0.0006,0.0002,0.0006,0.0034
MD,2021,0.0008,0.0042,0.9286,0.0551,0.0063,0.0006,0.0002,0.0016,0.0026
MD,2022,0.0048,0.0278,0.8342,0.0718,0.0308,0.0035,0.001,0.0079,0.0183
MD,2023,0.0008,0.0045,0.9147,0.0628,0.0058,0.0006,0.0002,0.0012,0.0094
MD,2024,0.0009,0.0046,0.9136,0.0477,0.0067,0.0007,0.0002,0.0125,0.0132
MD,2025,0.0006,0.0031,0.9221,0.045,0.0042,0.0005,0.0001,0.022,0.0026
ME,2019,0.0073,0.3521,0.0683,0.4066,0.06,0.0058,0.0017,0.0101,0.0883
ME,2020,0.0069,0.4026,0.0574,0.3625,0.0516,0.005,0.0015,0.0085,0.1041
ME,2021,0.0042,0.361,0.0351,0.4625,0.0316,0.003,0.0009,0.0087,0.0929
ME,2022,0.0008,0.4679,0.0079,0.4114,0.0058,0.0007,0.0002,0.0013,0.104
ME,2023,0.0008,0.3959,0.0072,0.4976,0.006,0.0006,0.0002,0.0029,0.0889
ME,2024,0.0039,0.3768,0.0311,0.4323,0.0289,0.0029,0.0009,0.0316,0.0916
ME,2025,0.0037,0.3896,0.0336,0.437,0.0261,0.0028,0.0008,0.0066,0.0997
MG,2019,0.0081,0.1943,0,0.3603,0,0.4211,0,0.0162,0
MG,2020,0.0081,0.1943,0,0.3603,0,0.4211,0,0.0162,0
MG,2021,0.0081,0.1943,0,0.3603,0,0.4211,0,0.0162,0
MG,2022,0.0081,0.1943,0,0.3603,0,0.4211,0,0.0162,0
MG,2023,0.0081,0.1943,0,0.3603,0,0.4211,0,0.0162,0
MG,2024,0.0081,0.1943,0,0.3603,0,0.4211,0,0.0162,0
MG,2025,0.0081,0.1943,0,0.3603,0,0.4211,0,0.0162,0
MK,2019,0.0176,0.4988,0.1869,0.2007,0.0476,0.0047,0.0013,0.005,0.0373
MK,2020,0.0221,0.3946,0.2279,0.2315,0.061,0.006,0.0018,0.0082,0.047
MK,2021,0.0208,0.3271,0.2818,0.2475,0.0612,0.006,0.0018,0.0098,0.0441
MK,2022,0.0123,0.4361,0.1882,0.2297,0.0414,0.0395,0.0013,0.0123,0.0391
MK,2023,0.0159,0.3905,0.2109,0.2464,0.0051,0.0518,0.0002,0.0501,0.0292
MK,2024,0.0191,0.3936,0.2328,0.2409,0.0183,0.0019,0.0006,0.05,0.0428
MK,2025,0.0193,0.3167,0.2779,0.2273,0.0556,0.006,0.0018,0.0376,0.0578
ML,2019,0.0155,0.0039,0.0054,0.357,0.0002,0.6096,0.0001,0.008,0.0003
ML,2020,0.0155,0.0039,0.0054,0.357,0.0002,0.6096,0.0001,0.008,0.0003
ML,2021,0.0155,0.0039,0.0054,0.357,0.0002,0.6096,0.0001,0.008,0.0003
ML,2022,0.0155,0.0039,0.0054,0.357,0.0002,0.6096,0.0001,0.008,0.0003
ML,2023,0.0155,0.0039,0.0054,0.357,0.0002,0.6096,0.0001,0.008,0.0003
ML,2024,0.0155,0.0039,0.0054,0.357,0.0002,0.6096,0.0001,0.008,0.0003
ML,2025,0.0155,0.0039,0.0054,0.357,0.0002,0.6096,0.0001,0.008,0.0003
MM,2019,0,0.0998,0.4373,0.4564,0,0.0052,0,0.0013,0
MM,2020,0,0.1026,0.5165,0.3683,0,0.0075,0,0.005,0
MM,2021,0,0.0893,0.5021,0.3986,0,0.005,0,0.005,0
MM,2022,0,0.0315,0.5411,0.4155,0,0.0055,0,0.0064,0
MM,2023,0,0.0372,0.5405,0.3989,0,0.0061,0,0.0174,0
MM,2024,0,0.0357,0.5357,0.4048,0,0.006,0,0.0179,0
MM,2025,0,0.0357,0.5357,0.4048,0,0.006,0,0.0179,0
MN,2019,0,0.9052,0,0,0,0,0,0,0.0948
MN,2020,0,0.9098,0,0,0,0,0,0,0.0902
MN,2021,0,0.8987,0,0,0,0,0,0,0.1013
MN,2022,0,0.9082,0,0,0,0,0,0,0.0918
MN,2023,0,0.9103,0,0,0,0,0,0,0.0897
MN,2024,0,0.9094,0,0,0,0,0,0,0.0906
MN,2025,0,0.9198,0,0,0,0,0,0,0.0802
MO,2019,0.051,0.4999,0.1807,0.1185,0.0457,0.0381,0.0048,0.0263,0.0351
MO,2020,0.0525,0.4915,0.178,0.121,0.0457,0.0371,0.0041,0.0312,0.0389
MO,2021,0.0542,0.4893,0.1725,0.1118,0.0457,0.0375,0.0043,0.0359,0.0488
MO,2022,0.0557,0.4789,0.168,0.1118,0.0455,0.0377,0.0044,0.0439,0.0542
MO,2023,0.056,0.4824,0.1637,0.0997,0.0456,0.0354,0.0044,0.0529,0.0599
MO,2024,0.0554,0.4682,0.1608,0.1032,0.0449,0.0342,0.0045,0.0663,0.0626
MO,2025,0.0564,0.4718,0.1613,0.0739,0.0473,0.0354,0.0047,0.0763,0.0729
MQ,2019,0.1548,0,0,0,0,0.7484,0.0065,0.0581,0.0323
MQ,2020,0.1548,0,0,0,0,0.7484,0.0065,0.0581,0.0323
MQ,2021,0.1548,0,0,0,0,0.7484,0.0065,0.0581,0.0323
MQ,2022,0.1548,0,0,0,0,0.7484,0.0065,0.0581,0.0323
MQ,2023,0.1548,0,0,0,0,0.7484,0.0065,0.0581,0.0323
MQ,2024,0.1548,0,0,0,0,0.7484,0.0065,0.0581,0.0323
MQ,2025,0.1548,0,0,0,0,0.7484,0.0065,0.0581,0.0323
MR,2019,0.0004,0.0341,0.0467,0.1313,0.0017,0.6286,0.0007,0.0861,0.0703
MR,2020,0.0004,0.0341,0.0467,0.1313,0.0017,0.6286,0.0007,0.0861,0.0703
