continent,period,Bioenergy,Coal,Gas,Hydro,Nuclear,Other Fossil,Other Renewables,Solar,Wind
Oceania,2021-12,0.0044,0.3648,0.0614,0.1533,0,0.2047,0.02,0.1189,0.0725
Oceania,2022-01,0.0043,0.3813,0.0688,0.1469,0,0.197,0.0201,0.1079,0.0739
Oceania,2022-02,0.0043,0.3653,0.0716,0.1458,0,0.2131,0.0196,0.1063,0.0741
Oceania,2022-03,0.0041,0.3851,0.0762,0.1461,0,0.2034,0.0205,0.0947,0.0698
Oceania,2022-04,0.0043,0.3719,0.0856,0.1488,0,0.2144,0.0222,0.0807,0.0721
Oceania,2022-05,0.0041,0.3702,0.0942,0.1701,0,0.2036,0.0219,0.063,0.0729
Oceania,2022-06,0.0037,0.3495,0.1093,0.1719,0,0.198,0.0212,0.0575,0.0889
Oceania,2022-07,0.0039,0.3671,0.1028,0.1685,0,0.1917,0.0212,0.0624,0.0825
Oceania,2022-08,0.0045,0.359,0.0799,0.1704,0,0.1958,0.0214,0.0748,0.0943
Oceania,2022-09,0.0047,0.3488,0.0704,0.1765,0,0.2068,0.0211,0.0909,0.0808
Oceania,2022-10,0.0048,0.3453,0.0666,0.1697,0,0.2079,0.0221,0.1018,0.0818
Oceania,2022-11,0.0046,0.3221,0.0587,0.176,0,0.2127,0.0189,0.1268,0.0803
Oceania,2022-12,0.0047,0.3327,0.0548,0.1612,0,0.2062,0.0204,0.139,0.0809
Oceania,2023-01,0.004,0.3548,0.0625,0.152,0,0.1996,0.0204,0.1302,0.0766
Oceania,2023-02,0.0039,0.3575,0.0618,0.1435,0,0.2098,0.0193,0.1254,0.0789
Oceania,2023-03,0.004,0.3673,0.0748,0.1487,0,0.201,0.0202,0.1106,0.0734
Oceania,2023-04,0.0043,0.3516,0.073,0.1635,0,0.2143,0.0197,0.1004,0.0733
Oceania,2023-05,0.004,0.3604,0.0812,0.1731,0,0.1994,0.0189,0.0835,0.0795
Oceania,2023-06,0.0043,0.3571,0.0768,0.175,0,0.1984,0.0194,0.0683,0.1007
Oceania,2023-07,0.0039,0.3652,0.0738,0.1687,0,0.1947,0.0204,0.0758,0.0974
Oceania,2023-08,0.0051,0.3535,0.0787,0.1707,0,0.1971,0.0215,0.0954,0.0779
Oceania,2023-09,0.0052,0.3323,0.0635,0.1563,0,0.2105,0.0215,0.1243,0.0865
Oceania,2023-10,0.0056,0.325,0.0481,0.1585,0,0.2066,0.0214,0.1371,0.0977
Oceania,2023-11,0.0047,0.3349,0.0627,0.1544,0,0.205,0.02,0.1352,0.0831
Oceania,2023-12,0.0046,0.3445,0.0571,0.1419,0,0.1988,0.0206,0.1456,0.0868
Oceania,2024-01,0.0042,0.3604,0.0606,0.1392,0,0.1951,0.0198,0.1392,0.0816
Oceania,2024-02,0.0043,0.3526,0.07,0.1426,0,0.1991,0.0191,0.1348,0.0774
Oceania,2024-03,0.0043,0.3598,0.0657,0.1373,0,0.1987,0.0211,0.1273,0.0856
Oceania,2024-04,0.0048,0.3604,0.0666,0.1512,0,0.2096,0.0229,0.1093,0.0752
Oceania,2024-05,0.0045,0.3797,0.083,0.1508,0,0.1984,0.0228,0.087,0.0739
Oceania,2024-06,0.0042,0.392,0.0964,0.143,0,0.1959,0.023,0.0747,0.0708
Oceania,2024-07,0.0046,0.3745,0.0913,0.141,0,0.1881,0.0241,0.0802,0.0962
Oceania,2024-08,0.0048,0.3481,0.0839,0.1366,0,0.1971,0.0254,0.1002,0.1039
Oceania,2024-09,0.0056,0.3171,0.0565,0.1504,0,0.2072,0.0253,0.1235,0.1143
Oceania,2024-10,0.0056,0.3082,0.0559,0.1575,0,0.2063,0.0216,0.1501,0.0947
Oceania,2024-11,0.0056,0.3106,0.0616,0.1594,0,0.2046,0.0217,0.1509,0.0857
Oceania,2024-12,0.0047,0.3225,0.0586,0.1416,0,0.1943,0.0234,0.1695,0.0853
Oceania,2025-01,0.0042,0.3372,0.0594,0.1322,0,0.1936,0.0233,0.1636,0.0866
Oceania,2025-02,0.0038,0.3317,0.067,0.1302,0,0.2036,0.0228,0.1524,0.0886
Oceania,2025-03,0.0037,0.3598,0.0658,0.1255,0,0.1958,0.0242,0.1305,0.0948
Oceania,2025-04,0.0036,0.3495,0.0693,0.1363,0,0.2095,0.0259,0.1237,0.0822
South America,2019-01,0.0031,0.0187,0.1811,0.6572,0.0084,0.0972,0.0001,0.0071,0.0272
South America,2019-02,0.0032,0.0214,0.195,0.6463,0.0089,0.1021,0.0001,0.0065,0.0166
South America,2019-03,0.0046,0.0225,0.1822,0.654,0.0096,0.1002,0.0001,0.007,0.0198
South America,2019-04,0.0062,0.0203,0.1781,0.658,0.0093,0.1017,0.0001,0.0063,0.0199
South America,2019-05,0.0076,0.0223,0.1778,0.6498,0.0087,0.1009,0.0001,0.0059,0.027
South America,2019-06,0.0081,0.0194,0.1868,0.6301,0.012,0.1015,0.0001,0.0059,0.0363
South America,2019-07,0.0085,0.0254,0.2007,0.6119,0.0121,0.0992,0.0001,0.0064,0.0357
South America,2019-08,0.0088,0.0226,0.2034,0.6025,0.0129,0.1,0.0001,0.0074,0.0424
South America,2019-09,0.008,0.0248,0.1983,0.6075,0.0127,0.1008,0.0001,0.0082,0.0396
South America,2019-10,0.0077,0.0236,0.1989,0.6102,0.0116,0.099,0.0001,0.0087,0.0402
South America,2019-11,0.0068,0.0246,0.196,0.6174,0.012,0.0988,0.0001,0.0089,0.0355
South America,2019-12,0.0049,0.0283,0.1888,0.6239,0.0117,0.0977,0.0001,0.0094,0.0352
South America,2020-01,0.0039,0.0259,0.1976,0.6337,0.0102,0.0969,0.0001,0.0092,0.0226
South America,2020-02,0.0038,0.0236,0.1842,0.6469,0.0094,0.0999,0.0001,0.0088,0.0233
South America,2020-03,0.0048,0.0233,0.1806,0.6495,0.0117,0.1001,0.0001,0.0095,0.0203
South America,2020-04,0.0071,0.0202,0.1788,0.6395,0.0134,0.1044,0.0001,0.0097,0.0269
South America,2020-05,0.0084,0.0232,0.1797,0.6304,0.0141,0.1035,0.0002,0.0093,0.0314
South America,2020-06,0.0087,0.0229,0.188,0.6199,0.011,0.1037,0.0001,0.0085,0.0373
South America,2020-07,0.0089,0.0192,0.1837,0.6301,0.0066,0.101,0.0001,0.0092,0.0412
South America,2020-08,0.0087,0.0176,0.1843,0.6205,0.0096,0.1007,0.0001,0.0102,0.0484
South America,2020-09,0.0089,0.0167,0.1801,0.6254,0.012,0.0996,0.0001,0.0114,0.0457
South America,2020-10,0.0086,0.0217,0.193,0.6123,0.0109,0.1006,0.0001,0.0118,0.041
South America,2020-11,0.0076,0.0221,0.2046,0.5999,0.0106,0.1061,0.0001,0.0117,0.0374
South America,2020-12,0.0054,0.0252,0.1992,0.6067,0.0106,0.1009,0.0002,0.0121,0.0397
South America,2021-01,0.0037,0.0246,0.1964,0.6108,0.0106,0.1026,0.0001,0.012,0.0391
South America,2021-02,0.0034,0.0231,0.1846,0.637,0.0095,0.1035,0.0001,0.0108,0.028
South America,2021-03,0.0035,0.0209,0.1888,0.6358,0.0107,0.0967,0.0002,0.0126,0.0309
South America,2021-04,0.0059,0.0207,0.1921,0.6255,0.0088,0.0996,0.0002,0.0124,0.0349
South America,2021-05,0.0074,0.0227,0.2006,0.6096,0.0095,0.0985,0.0002,0.0122,0.0393
South America,2021-06,0.0081,0.0243,0.2147,0.583,0.0087,0.1059,0.0002,0.0122,0.043
South America,2021-07,0.0093,0.0256,0.2229,0.5625,0.0099,0.1056,0.0002,0.0131,0.051
South America,2021-08,0.0092,0.0238,0.225,0.5524,0.0131,0.1066,0.0002,0.0145,0.0553
South America,2021-09,0.0086,0.0224,0.2136,0.5669,0.0116,0.106,0.0002,0.017,0.0538
South America,2021-10,0.0048,0.021,0.2139,0.5723,0.0121,0.1055,0.0002,0.0185,0.0517
South America,2021-11,0.0059,0.0198,0.2064,0.5896,0.0123,0.1035,0.0002,0.0185,0.0439
South America,2021-12,0.0039,0.0206,0.2016,0.6024,0.0129,0.0973,0.0002,0.0176,0.0435
South America,2022-01,0.0033,0.0176,0.1953,0.6165,0.0125,0.0979,0.0003,0.0197,0.037
South America,2022-02,0.0032,0.0167,0.185,0.6285,0.0114,0.0994,0.0002,0.0196,0.036
South America,2022-03,0.0031,0.0165,0.1754,0.638,0.0113,0.0943,0.0002,0.0205,0.0405
South America,2022-04,0.005,0.0138,0.1691,0.644,0.0111,0.098,0.0002,0.0198,0.0391
South America,2022-05,0.0073,0.0159,0.1812,0.6259,0.0108,0.0961,0.0003,0.0191,0.0434
South America,2022-06,0.0078,0.0173,0.191,0.6181,0.0075,0.0976,0.0001,0.0179,0.0426
South America,2022-07,0.0088,0.0166,0.1895,0.6064,0.0072,0.0949,0.0002,0.0196,0.0566
South America,2022-08,0.0084,0.0142,0.183,0.6038,0.0111,0.0952,0.0002,0.0229,0.0612
South America,2022-09,0.008,0.0112,0.1829,0.6039,0.0095,0.0971,0.0002,0.0256,0.0615
South America,2022-10,0.0067,0.0099,0.1771,0.6106,0.0081,0.0955,0.0002,0.0276,0.0643
South America,2022-11,0.006,0.0094,0.1835,0.6297,0.0045,0.097,0.0002,0.0252,0.0446
South America,2022-12,0.004,0.011,0.1858,0.619,0.0095,0.0968,0.0002,0.0267,0.0468
South America,2023-01,0.0034,0.0109,0.1812,0.6239,0.0108,0.0958,0.0002,0.028,0.0458
South America,2023-02,0.003,0.0116,0.1741,0.6297,0.0094,0.0972,0.0002,0.0278,0.047
South America,2023-03,0.0034,0.013,0.1767,0.6365,0.0095,0.091,0.0002,0.0275,0.0423
South America,2023-04,0.0051,0.0126,0.1733,0.6371,0.0109,0.0957,0.0002,0.0271,0.038
South America,2023-05,0.0071,0.0144,0.1827,0.612,0.0112,0.0946,0.0002,0.0282,0.0496
South America,2023-06,0.0077,0.0143,0.1956,0.5893,0.0112,0.0953,0.0002,0.0268,0.0597
South America,2023-07,0.0083,0.0151,0.1833,0.5928,0.0112,0.0945,0.0003,0.0298,0.0648
South America,2023-08,0.0087,0.0144,0.1769,0.6005,0.0113,0.0935,0.0002,0.0328,0.0618
South America,2023-09,0.0084,0.0129,0.1735,0.6015,0.0105,0.0955,0.0002,0.0355,0.0621
South America,2023-10,0.0082,0.0132,0.1665,0.6085,0.0062,0.0939,0.0002,0.0384,0.0648
South America,2023-11,0.0071,0.0119,0.1717,0.6103,0.0066,0.0946,0.0002,0.0413,0.0562
South America,2023-12,0.0057,0.0127,0.1661,0.6137,0.0115,0.0924,0.0002,0.0426,0.0551
South America,2024-01,0.0041,0.0122,0.1717,0.6254,0.0126,0.0903,0.0002,0.0421,0.0415
South America,2024-02,0.0042,0.015,0.1714,0.6216,0.0119,0.0921,0.0002,0.0398,0.0438
South America,2024-03,0.0048,0.0145,0.167,0.628,0.0123,0.0911,0.0002,0.0417,0.0404
South America,2024-04,0.0061,0.014,0.1625,0.6249,0.0129,0.0945,0.0002,0.04,0.0451
South America,2024-05,0.0076,0.0132,0.1713,0.6083,0.012,0.0927,0.0002,0.0374,0.0573
South America,2024-06,0.0083,0.0116,0.1781,0.5948,0.0133,0.0934,0.0002,0.0355,0.0649
South America,2024-07,0.0086,0.0119,0.1813,0.5827,0.0134,0.0924,0.0002,0.0385,0.0711
South America,2024-08,0.0087,0.0136,0.1845,0.569,0.0112,0.0932,0.0001,0.0434,0.0762
South America,2024-09,0.0094,0.0137,0.1911,0.5561,0.0097,0.0951,0.0001,0.0469,0.0778
South America,2024-10,0.0079,0.0169,0.1895,0.5604,0.0095,0.095,0.0001,0.0511,0.0695
South America,2024-11,0.0068,0.0131,0.1781,0.5843,0.0055,0.0948,0.0001,0.0504,0.0669
South America,2024-12,0.0047,0.0128,0.1686,0.5962,0.0072,0.0928,0.0001,0.0541,0.0635
South America,2025-01,0.0039,0.0094,0.1717,0.6172,0.0109,0.09,0.0001,0.0529,0.044
South America,2025-02,0.0039,0.0109,0.1696,0.6138,0.0105,0.0908,0.0001,0.05,0.0504
South America,2025-03,0.0043,0.0103,0.1649,0.6104,0.0114,0.0887,0.0001,0.0545,0.0555
South America,2025-04,0.0045,0.0089,0.1663,0.6112,0.0114,0.0893,0.0001,0.0531,0.0553
