id,family,name,category,vcpus,memory,ssd,hdd,cpu,accelerators,accelerator
e48ds-v4,edsv4,e48ds v4,memory,48,384,1800,0,"intel-xeon-8370c,intel-xeon-8272cl",0,
e48ds-v5,edsv5,e48ds v5,memory,48,384,1800,0,intel-xeon-8370c,0,
e48ds-v6,edsv6,e48ds v6,memory,48,384,2640,0,intel-xeon-8573c,0,
e48pds-v6,epdsv6,e48pds v6,memory,48,384,2640,0,azure-cobalt-100,0,
e48ps-v6,epsv6,e48ps v6,memory,48,384,0,0,azure-cobalt-100,0,
e48s-v3,esv3,e48s v3,memory,48,384,768,0,"intel-xeon-8370c,intel-xeon-8272cl,intel-xeon-8171m,intel-xeon-e52673v4",0,
e48s-v4,esv4,e48s v4,memory,48,384,0,0,"intel-xeon-8473c,intel-xeon-8370c,intel-xeon-8272cl",0,
e48s-v5,esv5,e48s v5,memory,48,384,0,0,"intel-xeon-8473c,intel-xeon-8370c",0,
e48s-v6,esv6,e48s v6,memory,48,384,0,0,intel-xeon-8573c,0,
e4a-v4,eav4,e4a v4,memory,4,32,100,0,"amd-epyc-7452,amd-epyc-7763v",0,
e4ads-v5,eadsv5,e4ads v5,memory,4,32,150,0,amd-epyc-7763v,0,
e4ads-v6,eadsv6,e4ads v6,memory,4,32,150,0,amd-epyc-9004,0,
e4as-v4,easv4,e4as v4,memory,4,32,64,0,"amd-epyc-7452,amd-epyc-7763v",0,
e4as-v5,easv5,e4as v5,memory,4,32,0,0,amd-epyc-7763v,0,
e4as-v6,easv6,e4as v6,memory,4,32,0,0,amd-epyc-9004,0,
e4bds-v5,ebdsv5,e4bds v5,memory,4,32,150,0,intel-xeon-8370c,0,
e4bs-v5,ebsv5,e4bs v5,memory,4,32,0,0,intel-xeon-8272cl,0,
e4d-v4,edv4,e4d v4,memory,4,32,150,0,"intel-xeon-8370c,intel-xeon-8272cl",0,
e4d-v5,edv5,e4d v5,memory,4,32,150,0,intel-xeon-8370c,0,
e4ds-v4,edsv4,e4ds v4,memory,4,32,150,0,"intel-xeon-8370c,intel-xeon-8272cl",0,
e4ds-v5,edsv5,e4ds v5,memory,4,32,150,0,intel-xeon-8370c,0,
e4ds-v6,edsv6,e4ds v6,memory,4,32,220,0,intel-xeon-8573c,0,
e4pds-v5,epdsv5,e4pds v5,memory,4,32,150,0,ampere-altra-q8030,0,
e4pds-v6,epdsv6,e4pds v6,memory,4,32,220,0,azure-cobalt-100,0,
e4ps-v5,epsv5,e4ps v5,memory,4,32,0,0,ampere-altra-q8030,0,
e4ps-v6,epsv6,e4ps v6,memory,4,32,0,0,azure-cobalt-100,0,
e4s-v3,esv3,e4s v3,memory,4,32,64,0,"intel-xeon-8370c,intel-xeon-8272cl,intel-xeon-8171m,intel-xeon-e52673v4",0,
e4s-v4,esv4,e4s v4,memory,4,32,0,0,"intel-xeon-8473c,intel-xeon-8370c,intel-xeon-8272cl",0,
e4s-v5,esv5,e4s v5,memory,4,32,0,0,"intel-xeon-8473c,intel-xeon-8370c",0,
e4s-v6,esv6,e4s v6,memory,4,32,0,0,intel-xeon-8573c,0,
e64-v3,ev3,e64 v3,memory,64,432,1600,0,"intel-xeon-8370c,intel-xeon-8272cl,intel-xeon-8171m,intel-xeon-e52673v4",0,
e64-v4,ev4,e64 v4,memory,64,504,0,0,"intel-xeon-8473c,intel-xeon-8370c,intel-xeon-8272cl",0,
e64-v5,ev5,e64 v5,memory,64,512,0,0,"intel-xeon-8473c,intel-xeon-8370c",0,
e64a-v4,eav4,e64a v4,memory,64,432,1600,0,"amd-epyc-7452,amd-epyc-7763v",0,
e64ads-v5,eadsv5,e64ads v5,memory,64,512,2400,0,amd-epyc-7763v,0,
e64ads-v6,eadsv6,e64ads v6,memory,64,512,2400,0,amd-epyc-9004,0,
e64as-v4,easv4,e64as v4,memory,64,432,864,0,"amd-epyc-7452,amd-epyc-7763v",0,
e64as-v5,easv5,e64as v5,memory,64,512,0,0,amd-epyc-7763v,0,
e64as-v6,easv6,e64as v6,memory,64,512,0,0,amd-epyc-9004,0,
e64bds-v5,ebdsv5,e64bds v5,memory,64,512,2400,0,intel-xeon-8370c,0,
e64bs-v5,ebsv5,e64bs v5,memory,64,512,0,0,intel-xeon-8272cl,0,
e64d-v4,edv4,e64d v4,memory,64,504,2400,0,"intel-xeon-8370c,intel-xeon-8272cl",0,
e64d-v5,edv5,e64d v5,memory,64,512,2400,0,intel-xeon-8370c,0,
e64ds-v4,edsv4,e64ds v4,memory,64,504,2400,0,"intel-xeon-8370c,intel-xeon-8272cl",0,
e64ds-v5,edsv5,e64ds v5,memory,64,512,2400,0,intel-xeon-8370c,0,
e64ds-v6,edsv6,e64ds v6,memory,64,512,3520,0,intel-xeon-8573c,0,
e64pds-v6,epdsv6,e64pds v6,memory,64,512,3520,0,azure-cobalt-100,0,
e64ps-v6,epsv6,e64ps v6,memory,64,512,0,0,azure-cobalt-100,0,
e64s-v3,esv3,e64s v3,memory,64,432,864,0,"intel-xeon-8370c,intel-xeon-8272cl,intel-xeon-8171m,intel-xeon-e52673v4",0,
e64s-v4,esv4,e64s v4,memory,64,504,0,0,"intel-xeon-8473c,intel-xeon-8370c,intel-xeon-8272cl",0,
e64s-v5,esv5,e64s v5,memory,64,512,0,0,"intel-xeon-8473c,intel-xeon-8370c",0,
e64s-v6,esv6,e64s v6,memory,64,512,0,0,intel-xeon-8573c,0,
e8-v3,ev3,e8 v3,memory,8,64,200,0,"intel-xeon-8370c,intel-xeon-8272cl,intel-xeon-8171m,intel-xeon-e52673v4",0,
e8-v4,ev4,e8 v4,memory,8,64,0,0,"intel-xeon-8473c,intel-xeon-8370c,intel-xeon-8272cl",0,
e8-v5,ev5,e8 v5,memory,8,64,0,0,"intel-xeon-8473c,intel-xeon-8370c",0,
e80ids-v4,edsv4,e80ids v4,memory,80,504,2400,0,"intel-xeon-8370c,intel-xeon-8272cl",0,
e80is-v4,esv4,e80is v4,memory,80,504,2400,0,"intel-xeon-8473c,intel-xeon-8370c,intel-xeon-8272cl",0,
e8a-v4,eav4,e8a v4,memory,8,64,200,0,"amd-epyc-7452,amd-epyc-7763v",0,
e8ads-v5,eadsv5,e8ads v5,memory,8,64,300,0,amd-epyc-7763v,0,
e8ads-v6,eadsv6,e8ads v6,memory,8,64,300,0,amd-epyc-9004,0,
e8as-v4,easv4,e8as v4,memory,8,64,128,0,"amd-epyc-7452,amd-epyc-7763v",0,
e8as-v5,easv5,e8as v5,memory,8,64,0,0,amd-epyc-7763v,0,
e8as-v6,easv6,e8as v6,memory,8,64,0,0,amd-epyc-9004,0,
e8bds-v5,ebdsv5,e8bds v5,memory,8,64,300,0,intel-xeon-8370c,0,
e8bs-v5,ebsv5,e8bs v5,memory,8,64,0,0,intel-xeon-8272cl,0,
e8d-v4,edv4,e8d v4,memory,8,64,300,0,"intel-xeon-8370c,intel-xeon-8272cl",0,
e8d-v5,edv5,e8d v5,memory,8,64,300,0,intel-xeon-8370c,0,
e8ds-v4,edsv4,e8ds v4,memory,8,64,300,0,"intel-xeon-8370c,intel-xeon-8272cl",0,
e8ds-v5,edsv5,e8ds v5,memory,8,64,300,0,intel-xeon-8370c,0,
e8ds-v6,edsv6,e8ds v6,memory,8,64,440,0,intel-xeon-8573c,0,
e8pds-v5,epdsv5,e8pds v5,memory,8,64,300,0,ampere-altra-q8030,0,
e8pds-v6,epdsv6,e8pds v6,memory,8,64,440,0,azure-cobalt-100,0,
e8ps-v5,epsv5,e8ps v5,memory,8,64,0,0,ampere-altra-q8030,0,
e8ps-v6,epsv6,e8ps v6,memory,8,64,0,0,azure-cobalt-100,0,
e8s-v3,esv3,e8s v3,memory,8,64,128,0,"intel-xeon-8370c,intel-xeon-8272cl,intel-xeon-8171m,intel-xeon-e52673v4",0,
e8s-v4,esv4,e8s v4,memory,8,64,0,0,"intel-xeon-8473c,intel-xeon-8370c,intel-xeon-8272cl",0,
e8s-v5,esv5,e8s v5,memory,8,64,0,0,"intel-xeon-8473c,intel-xeon-8370c",0,
e8s-v6,esv6,e8s v6,memory,8,64,0,0,intel-xeon-8573c,0,
e96-v5,ev5,e96 v5,memory,96,672,0,0,"intel-xeon-8473c,intel-xeon-8370c",0,
e96a-v4,eav4,e96a v4,memory,96,672,2400,0,"amd-epyc-7452,amd-epyc-7763v",0,
e96ads-v5,eadsv5,e96ads v5,memory,96,672,3600,0,amd-epyc-7763v,0,
e96ads-v6,eadsv6,e96ads v6,memory,96,672,3400,0,amd-epyc-9004,0,
e96as-v4,easv4,e96as v4,memory,96,672,1344,0,"amd-epyc-7452,amd-epyc-7763v",0,
e96as-v5,easv5,e96as v5,memory,96,672,0,0,amd-epyc-7763v,0,
e96as-v6,easv6,e96as v6,memory,96,672,0,0,amd-epyc-9004,0,
e96bds-v5,ebdsv5,e96bds v5,memory,96,672,3600,0,intel-xeon-8370c,0,
e96bs-v5,ebsv5,e96bs v5,memory,96,672,0,0,intel-xeon-8272cl,0,
e96d-v5,edv5,e96d v5,memory,96,672,3600,0,intel-xeon-8370c,0,
e96ds-v5,edsv5,e96ds v5,memory,96,672,3600,0,intel-xeon-8370c,0,
e96ds-v6,edsv6,e96ds v6,memory,96,768,5280,0,intel-xeon-8573c,0,
e96pds-v6,epdsv6,e96pds v6,memory,96,672,5280,0,azure-cobalt-100,0,
e96ps-v6,epsv6,e96ps v6,memory,96,672,0,0,azure-cobalt-100,0,
e96s-v5,esv5,e96s v5,memory,96,672,0,0,"intel-xeon-8473c,intel-xeon-8370c",0,
e96s-v6,esv6,e96s v6,memory,96,768,0,0,intel-xeon-8573c,0,
ec128eds-v5,ecedsv5,ec128eds v5,memory,128,768,2832,0,intel-xeon-8473c,0,
ec128es-v5,ecesv5,ec128es v5,memory,128,768,0,0,intel-xeon-8473c,0,
ec16ads-cc-v5,ecads_cc_v5,ec16ads cc v5,memory,16,128,600,0,amd-epyc-7763v,0,
ec16ads-v5,ecadsv5,ec16ads v5,memory,16,128,600,0,amd-epyc-7763v,0,
ec16as-cc-v5,ecas_cc_v5,ec16as cc v5,memory,16,128,0,0,amd-epyc-7763v,0,
ec16as-v5,ecasv5,ec16as v5,memory,16,128,0,0,amd-epyc-7763v,0,
ec16eds-v5,ecedsv5,ec16eds v5,memory,16,128,463,0,intel-xeon-8473c,0,
ec16es-v5,ecesv5,ec16es v5,memory,16,64,0,0,intel-xeon-8473c,0,
ec20ads-cc-v5,ecads_cc_v5,ec20ads cc v5,memory,20,160,750,0,amd-epyc-7763v,0,
ec20ads-v5,ecadsv5,ec20ads v5,memory,20,160,750,0,amd-epyc-7763v,0,
ec20as-cc-v5,ecas_cc_v5,ec20as cc v5,memory,20,160,0,0,amd-epyc-7763v,0,
ec20as-v5,ecasv5,ec20as v5,memory,20,160,0,0,amd-epyc-7763v,0,
ec2ads-v5,ecadsv5,ec2ads v5,memory,2,16,75,0,amd-epyc-7763v,0,
ec2as-v5,ecasv5,ec2as v5,memory,2,16,0,0,amd-epyc-7763v,0,
ec2eds-v5,ecedsv5,ec2eds v5,memory,2,16,47,0,intel-xeon-8473c,0,
ec2es-v5,ecesv5,ec2es v5,memory,2,8,0,0,intel-xeon-8473c,0,
ec32ads-cc-v5,ecads_cc_v5,ec32ads cc v5,memory,32,256,1200,0,amd-epyc-7763v,0,
ec32ads-v5,ecadsv5,ec32ads v5,memory,32,256,1200,0,amd-epyc-7763v,0,
ec32as-cc-v5,ecas_cc_v5,ec32as cc v5,memory,32,256,0,0,amd-epyc-7763v,0,
ec32as-v5,ecasv5,ec32as v5,memory,32,256,0,0,amd-epyc-7763v,0,
ec32eds-v5,ecedsv5,ec32eds v5,memory,32,256,935,0,intel-xeon-8473c,0,
ec32es-v5,ecesv5,ec32es v5,memory,32,128,0,0,intel-xeon-8473c,0,
ec48ads-cc-v5,ecads_cc_v5,ec48ads cc v5,memory,48,384,1800,0,amd-epyc-7763v,0,
ec48ads-v5,ecadsv5,ec48ads v5,memory,48,384,1800,0,amd-epyc-7763v,0,
ec48as-cc-v5,ecas_cc_v5,ec48as cc v5,memory,48,384,0,0,amd-epyc-7763v,0,
ec48as-v5,ecasv5,ec48as v5,memory,48,384,0,0,amd-epyc-7763v,0,
ec48eds-v5,ecedsv5,ec48eds v5,memory,48,384,1407,0,intel-xeon-8473c,0,
ec48es-v5,ecesv5,ec48es v5,memory,48,192,0,0,intel-xeon-8473c,0,
ec4ads-cc-v5,ecads_cc_v5,ec4ads cc v5,memory,4,32,150,0,amd-epyc-7763v,0,
ec4ads-v5,ecadsv5,ec4ads v5,memory,4,32,150,0,amd-epyc-7763v,0,
ec4as-cc-v5,ecas_cc_v5,ec4as cc v5,memory,4,32,0,0,amd-epyc-7763v,0,
ec4as-v5,ecasv5,ec4as v5,memory,4,32,0,0,amd-epyc-7763v,0,
ec4eds-v5,ecedsv5,ec4eds v5,memory,4,32,105,0,intel-xeon-8473c,0,
ec4es-v5,ecesv5,ec4es v5,memory,4,16,0,0,intel-xeon-8473c,0,
ec64ads-cc-v5,ecads_cc_v5,ec64ads cc v5,memory,64,512,2400,0,amd-epyc-7763v,0,
ec64ads-v5,ecadsv5,ec64ads v5,memory,64,512,2400,0,amd-epyc-7763v,0,
ec64as-cc-v5,ecas_cc_v5,ec64as cc v5,memory,64,512,0,0,amd-epyc-7763v,0,
ec64as-v5,ecasv5,ec64as v5,memory,64,512,0,0,amd-epyc-7763v,0,
ec64eds-v5,ecedsv5,ec64eds v5,memory,64,512,2823,0,intel-xeon-8473c,0,
ec64es-v5,ecesv5,ec64es v5,memory,64,256,0,0,intel-xeon-8473c,0,
ec8ads-cc-v5,ecads_cc_v5,ec8ads cc v5,memory,8,64,300,0,amd-epyc-7763v,0,
ec8ads-v5,ecadsv5,ec8ads v5,memory,8,64,300,0,amd-epyc-7763v,0,
ec8as-cc-v5,ecas_cc_v5,ec8as cc v5,memory,8,64,0,0,amd-epyc-7763v,0,
ec8as-v5,ecasv5,ec8as v5,memory,8,64,0,0,amd-epyc-7763v,0,
ec8eds-v5,ecedsv5,ec8eds v5,memory,8,64,227,0,intel-xeon-8473c,0,
ec8es-v5,ecesv5,ec8es v5,memory,8,32,0,0,intel-xeon-8473c,0,
ec96ads-cc-v5,ecads_cc_v5,ec96ads cc v5,memory,96,672,3600,0,amd-epyc-7763v,0,
ec96ads-v5,ecadsv5,ec96ads v5,memory,96,672,2400,0,amd-epyc-7763v,0,
ec96as-cc-v5,ecas_cc_v5,ec96as cc v5,memory,96,672,0,0,amd-epyc-7763v,0,
ec96as-v5,ecasv5,ec96as v5,memory,96,672,0,0,amd-epyc-7763v,0,
ec96iads-v5,ecadsv5,ec96iads v5,memory,96,672,2400,0,amd-epyc-7763v,0,
ec96ias-v5,ecasv5,ec96ias v5,memory,96,672,0,0,amd-epyc-7763v,0,
f1,fv1,f1,compute,1,2,16,0,intel-xeon-e52673v4,0,
f16,fv1,f16,compute,16,32,256,0,intel-xeon-e52673v4,0,
f16als-v6,falsv6,f16als v6,compute,16,32,0,0,amd-epyc-9004,0,
f16ams-v6,famsv6,f16ams v6,compute,16,128,0,0,amd-epyc-9004,0,
f16as-v6,fasv6,f16as v6,compute,16,64,0,0,amd-epyc-9004,0,
f16s,fsv1,f16s,compute,16,32,64,0,Intel Xeon 8272CL,0,
f16s-v2,fsv2,f16s v2,compute,16,32,128,0,"intel-xeon-8370c,intel-xeon-8272cl,intel-xeon-8168",0,
f1s,fsv1,f1s,compute,1,2,4,0,Intel Xeon 8272CL,0,
f2,fv1,f2,compute,2,4,32,0,intel-xeon-e52673v4,0,
f2als-v6,falsv6,f2als v6,compute,2,4,0,0,amd-epyc-9004,0,
f2ams-v6,famsv6,f2ams v6,compute,2,16,0,0,amd-epyc-9004,0,
f2as-v6,fasv6,f2as v6,compute,2,8,0,0,amd-epyc-9004,0,
f2s,fsv1,f2s,compute,2,4,8,0,intel-xeon-e52673v4,0,
f2s-v2,fsv2,f2s v2,compute,2,4,16,0,"intel-xeon-8370c,intel-xeon-8272cl,intel-xeon-8168",0,
f32als-v6,falsv6,f32als v6,compute,32,64,0,0,amd-epyc-9004,0,
f32ams-v6,famsv6,f32ams v6,compute,32,256,0,0,amd-epyc-9004,0,
f32as-v6,fasv6,f32as v6,compute,32,128,0,0,amd-epyc-9004,0,
f32s-v2,fsv2,f32s v2,compute,32,64,256,0,"intel-xeon-8370c,intel-xeon-8272cl,intel-xeon-8168",0,
f4,fv1,f4,compute,4,8,64,0,intel-xeon-e52673v4,0,
f48als-v6,falsv6,f48als v6,compute,48,96,0,0,amd-epyc-9004,0,
f48ams-v6,famsv6,f48ams v6,compute,48,384,0,0,amd-epyc-9004,0,
f48as-v6,fasv6,f48as v6,compute,48,192,0,0,amd-epyc-9004,0,
f48s-v2,fsv2,f48s v2,compute,48,96,384,0,"intel-xeon-8370c,intel-xeon-8272cl,intel-xeon-8168",0,
f4als-v6,falsv6,f4als v6,compute,4,8,0,0,amd-epyc-9004,0,
f4ams-v6,famsv6,f4ams v6,compute,4,32,0,0,amd-epyc-9004,0,
f4as-v6,fasv6,f4as v6,compute,4,16,0,0,amd-epyc-9004,0,
f4s,fsv1,f4s,compute,4,8,16,0,intel-xeon-e52673v4,0,
f4s-v2,fsv2,f4s v2,compute,4,8,32,0,"intel-xeon-8370c,intel-xeon-8272cl,intel-xeon-8168",0,
f64als-v6,falsv6,f64als v6,compute,64,128,0,0,amd-epyc-9004,0,
f64ams-v6,famsv6,f64ams v6,compute,64,512,0,0,amd-epyc-9004,0,
f64as-v6,fasv6,f64as v6,compute,64,256,0,0,amd-epyc-9004,0,
f64s-v2,fsv2,f64s v2,compute,64,128,512,0,"intel-xeon-8370c,intel-xeon-8272cl,intel-xeon-8168",0,
f72s-v2,fsv2,f72s v2,compute,72,144,576,0,"intel-xeon-8370c,intel-xeon-8272cl,intel-xeon-8168",0,
f8,fv1,f8,compute,8,16,128,0,intel-xeon-e52673v4,0,
f8als-v6,falsv6,f8als v6,compute,8,16,0,0,amd-epyc-9004,0,
f8ams-v6,famsv6,f8ams v6,compute,8,64,0,0,amd-epyc-9004,0,
f8as-v6,fasv6,f8as v6,compute,8,32,0,0,amd-epyc-9004,0,
f8s,fsv1,f8s,compute,8,16,32,0,Intel Xeon 8171M,0,
f8s-v2,fsv2,f8s v2,compute,8,16,64,0,"intel-xeon-8370c,intel-xeon-8272cl,intel-xeon-8168",0,
fx12mds,fx,fx12mds,compute,12,252,504,0,intel-xeon-6246r,0,
fx16-4mds-v2,fxmdsv2,fx16-4mds v2,compute,16,336,880,0,intel-xeon-8573c,0,
fx16mds-v2,fxmdsv2,fx16mds v2,compute,16,336,880,0,intel-xeon-8573c,0,
fx16ms-v2,fxmsv2,fx16ms v2,compute,16,336,0,0,intel-xeon-8573c,0,
fx24mds,fx,fx24mds,compute,24,504,1008,0,intel-xeon-6246r,0,
fx2mds-v2,fxmdsv2,fx2mds v2,compute,2,42,110,0,intel-xeon-8573c,0,
fx2ms-v2,fxmsv2,fx2ms v2,compute,2,42,0,0,intel-xeon-8573c,0,
fx32-16mds-v2,fxmdsv2,fx32-16mds v2,compute,32,672,1760,0,intel-xeon-8573c,0,
fx32mds-v2,fxmdsv2,fx32mds v2,compute,32,672,1760,0,intel-xeon-8573c,0,
fx32ms-v2,fxmsv2,fx32ms v2,compute,32,672,0,0,intel-xeon-8573c,0,
fx36mds,fx,fx36mds,compute,36,756,1512,0,intel-xeon-6246r,0,
fx4-2mds-v2,fxmdsv2,fx4-2mds v2,compute,4,84,220,0,intel-xeon-8573c,0,
fx48-12mds-v2,fxmdsv2,fx48-12mds v2,compute,48,1008,2640,0,intel-xeon-8573c,0,
fx48mds,fx,fx48mds,compute,48,1008,2016,0,intel-xeon-6246r,0,
fx48mds-v2,fxmdsv2,fx48mds v2,compute,48,1008,2640,0,intel-xeon-8573c,0,
fx48ms-v2,fxmsv2,fx48ms v2,compute,48,1008,0,0,intel-xeon-8573c,0,
fx4mds,fx,fx4mds,compute,4,84,168,0,intel-xeon-6246r,0,
fx4mds-v2,fxmdsv2,fx4mds v2,compute,4,84,220,0,intel-xeon-8573c,0,
fx4ms-v2,fxmsv2,fx4ms v2,compute,4,84,0,0,intel-xeon-8573c,0,
fx64-16mds-v2,fxmdsv2,fx64-16mds v2,compute,64,1344,3520,0,intel-xeon-8573c,0,
fx64mds-v2,fxmdsv2,fx64mds v2,compute,64,1344,3520,0,intel-xeon-8573c,0,
fx64ms-v2,fxmsv2,fx64ms v2,compute,64,1344,0,0,intel-xeon-8573c,0,
fx8-2mds-v2,fxmdsv2,fx8-2mds v2,compute,8,168,440,0,intel-xeon-8573c,0,
fx8mds-v2,fxmdsv2,fx8mds v2,compute,8,168,440,0,intel-xeon-8573c,0,
fx8ms-v2,fxmsv2,fx8ms v2,compute,8,168,0,0,intel-xeon-8573c,0,
fx96mds-v2,fxmdsv2,fx96mds v2,compute,96,1832,5280,0,intel-xeon-8573c,0,
fx96ms-v2,fxmsv2,fx96ms v2,compute,96,1832,0,0,intel-xeon-8573c,0,
g1,gv1,g1,compute,2,28,384,0,intel-xeon-e52698bv3,0,
g2,gv1,g2,compute,4,56,768,0,intel-xeon-e52698bv3,0,
g3,gv1,g3,compute,8,112,1536,0,intel-xeon-e52698bv3,0,
g4,gv1,g4,compute,16,224,3072,0,intel-xeon-e52698bv3,0,
g5,gv1,g5,compute,32,448,6144,0,intel-xeon-e52698bv3,0,
gs1,gsv1,gs1,compute,2,28,56,0,intel-xeon-e52698bv3,0,
gs2,gsv1,gs2,compute,4,56,112,0,intel-xeon-e52698bv3,0,
gs3,gsv1,gs3,compute,8,112,224,0,intel-xeon-e52698bv3,0,
gs4-4,gsv1,gs4-4,compute,16,224,3072,0,intel-xeon-e52698bv3,0,
gs5-16,gsv1,gs5-16,compute,32,448,6144,0,intel-xeon-e52698bv3,0,
hb120-16rs-v2,hbv2,hb120-16rs v2,performance,16,456,960,0,amd-epyc-7v12,0,
hb120-16rs-v3,hbv3,hb120-16rs v3,performance,16,448,2400,0,amd-epyc-7v73x,0,
hb120-32rs-v2,hbv2,hb120-32rs v2,performance,32,456,960,0,amd-epyc-7v12,0,
hb120-32rs-v3,hbv3,hb120-32rs v3,performance,32,448,2400,0,amd-epyc-7v73x,0,
hb120-64rs-v2,hbv2,hb120-64rs v2,performance,64,456,960,0,amd-epyc-7v12,0,
hb120-64rs-v3,hbv3,hb120-64rs v3,performance,64,448,2400,0,amd-epyc-7v73x,0,
hb120-96rs-v2,hbv2,hb120-96rs v2,performance,96,456,960,0,amd-epyc-7v12,0,
hb120-96rs-v3,hbv3,hb120-96rs v3,performance,96,448,2400,0,amd-epyc-7v73x,0,
hb120rs-v2,hbv2,hb120rs v2,performance,120,456,960,0,amd-epyc-7v12,0,
hb120rs-v3,hbv3,hb120rs v3,performance,120,448,2400,0,amd-epyc-7v73x,0,
hb176-144rs-v4,hbv4,hb176-144rs v4,performance,144,768,4080,0,amd-epyc-9v33x,0,
hb176-24rs-v4,hbv4,hb176-24rs v4,performance,24,768,4080,0,amd-epyc-9v33x,0,
hb176-48rs-v4,hbv4,hb176-48rs v4,performance,48,768,4080,0,amd-epyc-9v33x,0,
hb176-96rs-v4,hbv4,hb176-96rs v4,performance,96,768,4080,0,amd-epyc-9v33x,0,
hb176rs-v4,hbv4,hb176rs v4,performance,176,768,4080,0,amd-epyc-9v33x,0,
hb60-15rs,hbv1,hb60-15rs,performance,15,263,700,0,amd-epyc-7551,0,
hb60-30rs,hbv1,hb60-30rs,performance,30,263,700,0,amd-epyc-7551,0,
hb60-45rs,hbv1,hb60-45rs,performance,45,263,700,0,amd-epyc-7551,0,
hb60rs,hbv1,hb60rs,performance,60,263,700,0,amd-epyc-7551,0,
hc44-16rs,hcv1,hc44-16rs,performance,16,352,700,0,intel-xeon-8168,0,
hc44-32rs,hcv1,hc44-32rs,performance,32,352,700,0,intel-xeon-8168,0,
hc44rs,hcv1,hc44rs,performance,44,352,700,0,intel-xeon-8168,0,
hx176-144rs,hxv1,hx176-144rs,performance,144,1408,4080,0,amd-epyc-9v33x,0,
hx176-24rs,hxv1,hx176-24rs,performance,24,1408,4080,0,amd-epyc-9v33x,0,
hx176-48rs,hxv1,hx176-48rs,performance,48,1408,4080,0,amd-epyc-9v33x,0,
hx176-96rs,hxv1,hx176-96rs,performance,96,1408,4080,0,amd-epyc-9v33x,0,
hx176rs,hxv1,hx176rs,performance,176,1408,4080,0,amd-epyc-9v33x,0,
l16as-v3,lasv3,l16as v3,storage,16,128,160,0,amd-epyc-7763v,0,
l16s,lsv1,l16s,storage,16,128,2807,0,intel-xeon-e52698bv3,0,
l16s-v2,lsv2,l16s v2,storage,16,128,160,0,amd-epyc-7551,0,
l16s-v3,lsv3,l16s v3,storage,16,128,160,0,intel-xeon-8370c,0,
l32as-v3,lasv3,l32as v3,storage,32,256,320,0,amd-epyc-7763v,0,
l32s,lsv1,l32s,storage,32,256,5630,0,intel-xeon-e52698bv3,0,
l32s-v2,lsv2,l32s v2,storage,32,256,320,0,amd-epyc-7551,0,
l32s-v3,lsv3,l32s v3,storage,32,256,320,0,intel-xeon-8370c,0,
l48as-v3,lasv3,l48as v3,storage,48,384,480,0,amd-epyc-7763v,0,
l48s-v2,lsv2,l48s v2,storage,48,384,480,0,amd-epyc-7551,0,
l48s-v3,lsv3,l48s v3,storage,48,384,480,0,intel-xeon-8370c,0,
l4s,lsv1,l4s,storage,4,32,678,0,intel-xeon-e52698bv3,0,
l64as-v3,lasv3,l64as v3,storage,64,512,640,0,amd-epyc-7763v,0,
l64s-v2,lsv2,l64s v2,storage,64,512,640,0,amd-epyc-7551,0,
l64s-v3,lsv3,l64s v3,storage,64,512,640,0,intel-xeon-8370c,0,
l80as-v3,lasv3,l80as v3,storage,80,640,800,0,amd-epyc-7763v,0,
l80s-v2,lsv2,l80s v2,storage,80,640,800,0,amd-epyc-7551,0,
l80s-v3,lsv3,l80s v3,storage,80,640,800,0,intel-xeon-8370c,0,
l8as-v3,lasv3,l8as v3,storage,8,64,80,0,amd-epyc-7763v,0,
l8s,lsv1,l8s,storage,8,64,1388,0,intel-xeon-e52698bv3,0,
l8s-v2,lsv2,l8s v2,storage,8,64,80,0,amd-epyc-7551,0,
l8s-v3,lsv3,l8s v3,storage,8,64,80,0,intel-xeon-8370c,0,
m128bds-v3,mbdsv3,m128bds v3,memory,128,1024,400,0,intel-xeon-8480c,0,
m128bds3-v3,mbdsv3,m128bds3 v3,memory,128,2794,6000,0,intel-xeon-8480c,0,
m128bs-v3,mbsv3,m128bs v3,memory,128,1024,0,0,intel-xeon-8480c,0,
m128dms-v2,mdsv2,m128dms v2,memory,128,3892,4096,0,intel-xeon-8480c,0,
m128ds-v2,mdsv2,m128ds v2,memory,128,2048,4096,0,intel-xeon-8480c,0,
m128m,mv1,m128m,memory,128,3892,14336,0,"intel-xeon-e78890v3,intel-xeon-8280m",0,
m128ms,mv1,m128ms,memory,128,3892,4096,0,"intel-xeon-e78890v3,intel-xeon-8280m",0,
m128ms-v2,msv2,m128ms v2,memory,128,3892,0,0,intel-xeon-8280,0,
m128s,mv1,m128s,memory,128,2048,4096,0,"intel-xeon-e78890v3,intel-xeon-8280m",0,
m128s-v2,msv2,m128s v2,memory,128,2048,0,0,intel-xeon-8280,0,
m12ds-v3,mdsv3,m12ds v3,memory,12,240,400,0,intel-xeon-8480c,0,
m12s-v3,msv3,m12s v3,memory,12,240,0,0,intel-xeon-8480c,0,
m16bds-v3,mbdsv3,m16bds v3,memory,16,128,400,0,intel-xeon-8480c,0,
m16bs-v3,mbsv3,m16bs v3,memory,16,128,0,0,intel-xeon-8480c,0,
m16ms,mv1,m16ms,memory,16,438,512,0,"intel-xeon-e78890v3,intel-xeon-8280m",0,
