subdivision,period,adpe,ap,ctue,ctuh-c,ctuh-nc,gwp,ir,pm,wu
US-LA,2023-01,2.93597e-8,0.0000607209,0.000760133,3.11898e-11,4.22387e-10,0.00222775,0.000097171,0.00000210061,0.00205619
US-MA,2023-01,3.41812e-7,0.000153123,0.00672913,2.75742e-10,1.52669e-9,0.00716108,0.000680616,0.00000473616,0.0059347
US-MD,2023-01,1.04777e-7,0.0000330565,0.00568631,2.2434e-10,5.08574e-10,0.00270294,0.000263316,8.08299e-7,0.00144508
US-ME,2023-01,3.59029e-7,0.000404542,0.0302008,1.7766e-9,3.75007e-9,0.0200841,0.00111166,0.0000130875,0.0150448
US-MI,2023-01,6.61268e-8,0.000046271,0.00512147,4.21137e-10,4.86875e-10,0.00235079,0.000138172,0.00000148172,0.00192548
US-MN,2023-01,2.41088e-7,0.0000584507,0.0191859,1.60753e-9,1.12264e-9,0.004937,0.00041278,0.00000146886,0.00349373
US-MO,2023-01,7.87483e-8,0.00000968533,0.00810014,6.90967e-10,3.56215e-10,0.00153237,0.000128529,1.23054e-7,0.000942623
US-MS,2023-01,3.98012e-8,0.0000429802,0.00057217,2.91365e-11,3.20383e-10,0.00159117,0.0000925252,0.00000146233,0.00150575
US-MT,2023-01,1.56857e-7,0.000026457,0.0232874,1.42351e-9,1.03707e-9,0.00581439,0.000467217,8.07737e-8,0.00209626
US-NC,2023-01,3.2315e-7,0.0000560496,0.00603186,2.22889e-10,9.04752e-10,0.00383094,0.00057962,0.00000130458,0.00270958
US-ND,2023-01,1.85422e-7,0.0000166096,0.0216376,1.78959e-9,8.78046e-10,0.00391395,0.000322527,2.33317e-10,0.0021179
US-NE,2023-01,2.00609e-7,0.0000213955,0.0219656,1.88776e-9,9.19867e-10,0.00394288,0.000323095,1.8555e-7,0.00237738
US-NH,2023-01,6.02997e-8,0.000138334,0.00528097,2.19612e-10,1.07413e-9,0.00598133,0.000272501,0.00000465723,0.00475133
US-NJ,2023-01,6.85036e-8,0.0000284064,0.000956545,4.30417e-11,2.7839e-10,0.00124782,0.000126673,8.85185e-7,0.00110928
US-NM,2023-01,4.9694e-7,0.0000354623,0.0377936,3.19912e-9,1.75277e-9,0.00703882,0.000771541,3.22464e-8,0.00437478
US-NV,2023-01,8.00087e-7,0.0000473351,0.0118899,4.98365e-10,1.57676e-9,0.00549138,0.00129033,1.20438e-7,0.00372597
US-NY,2023-01,7.90038e-8,0.0000510639,0.00991506,3.14311e-10,7.45045e-10,0.0045921,0.000343512,0.00000127468,0.00200358
US-OH,2023-01,3.47821e-8,0.0000110396,0.00229675,1.85565e-10,1.66444e-10,0.000749217,0.0000625706,3.08249e-7,0.000558551
US-OK,2023-01,3.4138e-7,0.0000362392,0.0374136,3.25671e-9,1.55796e-9,0.00659643,0.000535778,3.32697e-7,0.00407155
US-OR,2023-01,1.64678e-7,0.0000678588,0.0216872,8.81265e-10,1.32377e-9,0.008066,0.000642304,0.00000134218,0.00308032
US-PA,2023-01,1.91518e-8,0.000016967,0.00178399,1.2052e-10,1.7495e-10,0.000913734,0.0000525016,5.37012e-7,0.000670246
US-RI,2023-01,1.66018e-7,0.000101827,0.00457742,3.15929e-10,9.27677e-10,0.00437264,0.000330156,0.00000330365,0.00389405
US-SC,2023-01,1.00035e-7,0.0000511477,0.00221365,7.12962e-11,4.96427e-10,0.00242047,0.000214686,0.00000159198,0.0019339
US-SD,2023-01,4.63478e-7,0.0000480783,0.0559422,4.44376e-9,2.3153e-9,0.0107685,0.000878645,1.02293e-7,0.00547322
US-TN,2023-01,3.70262e-8,0.0000193372,0.00426631,6.93422e-11,3.19763e-10,0.00207171,0.000172124,4.12586e-7,0.000736833
US-TX,2023-01,3.83872e-7,0.000030785,0.0241397,1.99381e-9,1.25126e-9,0.00497105,0.00060327,1.90939e-7,0.00318158
US-UT,2023-01,2.71303e-7,0.0000211363,0.00544658,2.84663e-10,6.02743e-10,0.00224,0.000446095,1.99942e-7,0.00150163
US-VA,2023-01,1.73326e-7,0.0000952918,0.0025038,1.12228e-10,8.47579e-10,0.00394988,0.0003395,0.00000307373,0.00356779
US-VT,2023-01,3.72825e-7,0.000550237,0.0282863,9.28748e-10,4.70942e-9,0.0264888,0.0014663,0.0000179158,0.0192082
US-WA,2023-01,9.27071e-8,0.0000577971,0.0210537,6.16237e-10,1.20371e-9,0.00814156,0.000609889,9.71384e-7,0.00239672
US-WI,2023-01,6.27324e-8,0.0000456214,0.00308262,1.82379e-10,4.37683e-10,0.00221822,0.000150746,0.000001455,0.00173914
US-WV,2023-01,3.80858e-8,0.00000465622,0.00486465,3.61583e-10,2.06074e-10,0.00101717,0.0000822399,1.48563e-8,0.000468299
US-WY,2023-01,1.61668e-7,0.0000127211,0.017298,1.49855e-9,7.01681e-10,0.00294079,0.000252177,1.68936e-10,0.00175571
CA-AB,2023-02,2.37576e-7,0.000148699,0.0142853,1.1543e-9,1.53866e-9,0.0073168,0.00047703,0.00000474965,0.00611988
CA-BC,2023-02,8.28813e-8,0.0000562906,0.0266094,5.60039e-10,1.42106e-9,0.0102959,0.000787092,5.51756e-7,0.00224741
CA-MB,2023-02,7.73262e-8,0.0000451554,0.0284869,5.19769e-10,1.43207e-9,0.0107296,0.000843275,2.09979e-8,0.00183189
CA-NB,2023-02,5.65016e-8,0.0000948545,0.00637666,2.97296e-10,8.40486e-10,0.00474168,0.000242653,0.00000308341,0.00338081
CA-NL,2023-02,6.24812e-8,0.0000480117,0.0267165,3.67732e-10,1.38684e-9,0.0105637,0.000822369,1.68062e-7,0.00179203
CA-NS,2023-02,1.29663e-7,0.000137119,0.0134678,9.12994e-10,1.35765e-9,0.00717026,0.000382368,0.00000439948,0.00531922
CA-NT,2023-02,5.84163e-8,0.000123703,0.0105635,2.12166e-10,1.20194e-9,0.0074785,0.000425392,0.00000380206,0.00423216
CA-NU,2023-02,4.98524e-8,0.000166867,0.000851646,6.02384e-11,1.08014e-9,0.00569841,0.00019664,0.00000587843,0.00556686
CA-ON,2023-02,1.63844e-7,0.0000376727,0.0168678,9.03754e-10,9.4062e-10,0.00522193,0.000461563,5.7816e-7,0.00214762
CA-PE,2023-02,6.6845e-7,0.0000547772,0.0736255,6.45432e-9,2.95502e-9,0.0123093,0.00102217,9.38962e-8,0.00750068
CA-QC,2023-02,9.00442e-8,0.0000458421,0.0293676,6.48245e-10,1.46387e-9,0.0107437,0.00084441,4.5825e-8,0.00197057
CA-SK,2023-02,1.20389e-7,0.000140593,0.0113803,7.18678e-10,1.3168e-9,0.00702808,0.000373738,0.00000455671,0.00528462
CA-YT,2023-02,6.11906e-8,0.0000573726,0.0245489,3.2407e-10,1.36043e-9,0.0101847,0.000775228,6.15322e-7,0.00207559
US-AK,2023-02,2.96168e-8,0.0000260496,0.00871199,1.89078e-10,5.12698e-10,0.00360884,0.000264735,4.52916e-7,0.000992885
US-AL,2023-02,5.61891e-8,0.0000683348,0.00407627,8.14342e-11,6.24943e-10,0.00360178,0.000224075,0.00000215674,0.00238118
US-AR,2023-02,6.31024e-8,0.0000398499,0.00377382,7.46827e-11,4.50738e-10,0.00257803,0.000204775,0.00000114367,0.00147135
US-AZ,2023-02,3.41573e-7,0.0000241649,0.00688884,3.09178e-10,7.54143e-10,0.00288522,0.000577431,1.34325e-7,0.00177588
US-CA,2023-02,9.28648e-7,0.000119623,0.0185557,8.51447e-10,2.36453e-9,0.00952494,0.00160119,0.00000231043,0.00658545
US-CO,2023-02,4.69542e-7,0.0000377118,0.0289908,2.35389e-9,1.52381e-9,0.00611412,0.00075003,2.20852e-7,0.00383633
US-CT,2023-02,5.01121e-8,0.0000227417,0.00104704,3.60275e-11,2.28829e-10,0.00109391,0.000103366,6.98542e-7,0.000876019
US-DC,2023-02,9.6436e-7,0.000983831,0.0137946,6.9387e-10,7.41704e-9,0.0366664,0.00220072,0.0000333708,0.0346093
US-DE,2023-02,2.66278e-7,0.0000800129,0.00369772,1.62415e-10,8.99906e-10,0.00385546,0.000470653,0.00000235209,0.00332272
US-FL,2023-02,3.42682e-7,0.0000540893,0.00456769,1.84711e-10,8.61582e-10,0.00334822,0.000571412,0.00000127722,0.00267515
US-GA,2023-02,3.36173e-7,0.000119372,0.00538817,2.04962e-10,1.27563e-9,0.00573897,0.000630282,0.00000358079,0.00478523
US-HI,2023-02,3.8431e-7,0.0000974874,0.0120853,8.31164e-10,1.36237e-9,0.00585426,0.000673228,0.00000266847,0.00459407
US-IA,2023-02,5.2198e-7,0.0000478134,0.0550256,4.77286e-9,2.28368e-9,0.00958889,0.00081584,2.55912e-7,0.00584586
US-ID,2023-02,3.83769e-7,0.000101977,0.027289,1.64801e-9,1.86759e-9,0.00942287,0.000871035,0.00000234319,0.00522151
US-IL,2023-02,1.62765e-7,0.0000148165,0.0135829,1.16137e-9,6.22623e-10,0.00254895,0.000254034,1.14269e-7,0.00160987
US-IN,2023-02,1.54994e-7,0.0000167398,0.0109706,9.12505e-10,5.6226e-10,0.00231093,0.000248401,2.15756e-7,0.00149306
US-KS,2023-02,3.66756e-7,0.0000309143,0.039978,3.50148e-9,1.61636e-9,0.00673514,0.000561974,8.57799e-8,0.00411758
US-KY,2023-02,2.12466e-8,0.0000241265,0.00236489,4.02333e-11,2.58103e-10,0.00158553,0.000105791,7.0814e-7,0.000846153
US-LA,2023-02,2.91093e-8,0.0000540042,0.000707854,2.91659e-11,3.80064e-10,0.00199253,0.0000908776,0.00000186291,0.00183672
US-MA,2023-02,4.63383e-7,0.00013186,0.00818333,3.48173e-10,1.58187e-9,0.00693719,0.000845569,0.00000375716,0.00557826
US-MD,2023-02,1.53867e-7,0.0000354527,0.00517861,2.59209e-10,5.5086e-10,0.00255233,0.00030229,8.77341e-7,0.00166848
US-ME,2023-02,4.77584e-7,0.000437669,0.0328576,1.99737e-9,4.15105e-9,0.0216898,0.00130046,0.0000140666,0.0165426
US-MI,2023-02,1.25889e-7,0.0000509128,0.00893686,7.40861e-10,6.81475e-10,0.00311563,0.0002306,0.00000150777,0.00242219
US-MN,2023-02,4.2944e-7,0.0000757866,0.0298538,2.47253e-9,1.7217e-9,0.0073209,0.000712287,0.0000016515,0.00505396
US-MO,2023-02,1.24089e-7,0.0000134844,0.0127044,1.05587e-9,5.54012e-10,0.00242361,0.000210495,1.15351e-7,0.00140458
US-MS,2023-02,5.16042e-8,0.0000483302,0.000733014,3.62233e-11,3.70975e-10,0.00182058,0.00011468,0.0000016312,0.00171144
US-MT,2023-02,1.85783e-7,0.0000272237,0.0257047,1.70244e-9,1.12392e-9,0.00601002,0.000486539,7.53597e-8,0.00237367
US-NC,2023-02,4.31906e-7,0.000061958,0.00770061,2.88867e-10,1.11839e-9,0.00458438,0.000756847,0.00000129786,0.00319739
US-ND,2023-02,2.68323e-7,0.0000227911,0.0306673,2.59706e-9,1.23548e-9,0.00536374,0.000443325,3.14353e-10,0.00303396
US-NE,2023-02,2.7866e-7,0.0000271069,0.0302151,2.60899e-9,1.25228e-9,0.00531683,0.000442124,1.75339e-7,0.00321014
US-NH,2023-02,5.83934e-8,0.000132896,0.00463116,2.14946e-10,1.01362e-9,0.0055718,0.000247346,0.00000450341,0.00457142
US-NJ,2023-02,1.36343e-7,0.0000349656,0.00185759,7.92068e-11,4.24027e-10,0.00177402,0.000236725,9.8966e-7,0.0015041
US-NM,2023-02,4.82337e-7,0.0000336096,0.0333578,2.79184e-9,1.61533e-9,0.00642302,0.000751112,3.22103e-8,0.00401805
US-NV,2023-02,0.00000105732,0.0000612893,0.0152343,6.10779e-10,2.06495e-9,0.00716781,0.00170558,1.16679e-7,0.00485189
US-NY,2023-02,1.28842e-7,0.0000469725,0.0117842,5.04834e-10,8.19237e-10,0.00468767,0.000399671,0.00000105052,0.00211394
US-OH,2023-02,5.88506e-8,0.0000110687,0.00319428,2.50599e-10,2.18824e-10,0.000932796,0.000100157,2.56679e-7,0.000657608
US-OK,2023-02,3.67287e-7,0.0000383629,0.0406522,3.50507e-9,1.68858e-9,0.00722132,0.000587943,3.11255e-7,0.00435845
US-OR,2023-02,2.29437e-7,0.0000647881,0.0249073,1.26137e-9,1.44273e-9,0.00819739,0.000696664,0.00000115706,0.00338603
US-PA,2023-02,2.44761e-8,0.0000171192,0.00195926,1.50046e-10,1.83796e-10,0.000909338,0.0000550827,5.4088e-7,0.000707862
US-RI,2023-02,2.75761e-7,0.000100295,0.00567754,3.41118e-10,1.08171e-9,0.00478219,0.000499282,0.0000030419,0.00411761
US-SC,2023-02,1.30169e-7,0.0000571567,0.00253415,8.68208e-11,5.76502e-10,0.00272795,0.000263598,0.00000175375,0.00220978
US-SD,2023-02,5.01047e-7,0.0000471276,0.0584516,4.82964e-9,2.38648e-9,0.0106605,0.000874758,7.84901e-8,0.00579146
US-TN,2023-02,4.58076e-8,0.0000201139,0.00471484,7.75477e-11,3.51151e-10,0.00225104,0.000195415,4.04769e-7,0.000785916
US-TX,2023-02,3.88145e-7,0.0000312405,0.0243089,2.00493e-9,1.26373e-9,0.00502329,0.00061073,1.97027e-7,0.00321339
US-UT,2023-02,5.14742e-7,0.0000349288,0.00897087,4.33749e-10,1.07547e-9,0.00386304,0.000836209,2.1917e-7,0.00261433
US-VA,2023-02,2.52068e-7,0.000101256,0.00376354,1.56579e-10,1.01508e-9,0.00457931,0.000471833,0.00000312401,0.00397288
US-VT,2023-02,5.37535e-7,0.000585743,0.0327028,1.48413e-9,5.18943e-9,0.0279666,0.00165911,0.000018996,0.0211211
US-WA,2023-02,1.25521e-7,0.0000593985,0.0234911,8.83101e-10,1.30285e-9,0.00840916,0.000639665,9.82297e-7,0.00270173
US-WI,2023-02,1.37455e-7,0.000050914,0.00562995,3.57586e-10,6.26381e-10,0.00294319,0.000272944,0.00000148069,0.00219784
US-WV,2023-02,4.51425e-8,0.0000055322,0.00580098,4.28331e-10,2.45812e-10,0.00121973,0.0000986566,1.57534e-8,0.000555087
US-WY,2023-02,2.15518e-7,0.0000166948,0.0222955,1.93016e-9,9.144e-10,0.00381162,0.000335118,2.18785e-10,0.00228877
CA-AB,2023-03,2.99442e-7,0.000158929,0.0109232,7.91681e-10,1.59519e-9,0.00745946,0.000584647,0.00000503363,0.00636262
CA-BC,2023-03,7.29792e-8,0.0000557119,0.0259463,4.59935e-10,1.39698e-9,0.0102921,0.000786902,5.29395e-7,0.00213781
CA-MB,2023-03,7.50212e-8,0.0000451776,0.0282948,4.95894e-10,1.42596e-9,0.0107215,0.000842373,2.34346e-8,0.0018113
CA-NB,2023-03,5.65362e-8,0.0000759726,0.00722104,3.44985e-10,7.53541e-10,0.00430402,0.00023862,0.0000023825,0.0027972
CA-NL,2023-03,6.28793e-8,0.0000476618,0.0268254,3.72266e-10,1.38885e-9,0.0105808,0.000824476,1.50764e-7,0.00178416
CA-NS,2023-03,1.41047e-7,0.000138619,0.0141823,1.02525e-9,1.38888e-9,0.00719207,0.000382688,0.00000445643,0.0054706
CA-NT,2023-03,6.52368e-8,0.000130901,0.0096008,2.52445e-10,1.2062e-9,0.00725604,0.000396294,0.00000413307,0.00451701
CA-NU,2023-03,5.06925e-8,0.000167689,0.000863621,6.08355e-11,1.08639e-9,0.0057292,0.000198532,0.00000590625,0.00559586
CA-ON,2023-03,1.94262e-7,0.0000385242,0.0177525,9.50427e-10,1.00772e-9,0.00548468,0.000513947,5.37537e-7,0.00227548
CA-PE,2023-03,6.74364e-7,0.0000540748,0.0741362,6.49806e-9,2.97064e-9,0.0123633,0.00103048,5.34794e-8,0.00751993
CA-QC,2023-03,8.68263e-8,0.0000459593,0.0290768,6.13977e-10,1.45509e-9,0.0107293,0.000842828,5.31979e-8,0.0019441
CA-SK,2023-03,1.12582e-7,0.00014855,0.00890006,5.77713e-10,1.279e-9,0.00674423,0.000340172,0.00000492708,0.00543961
CA-YT,2023-03,6.6985e-8,0.0000567512,0.0248039,3.29003e-10,1.37276e-9,0.0102518,0.000788642,5.71905e-7,0.00207114
US-AK,2023-03,3.13543e-8,0.0000258931,0.00860043,2.08616e-10,5.05698e-10,0.00351106,0.000256841,4.62991e-7,0.00100667
US-AL,2023-03,7.45772e-8,0.0000596033,0.00387691,8.37906e-11,5.84574e-10,0.00325417,0.000234803,0.00000183278,0.00214507
US-AR,2023-03,7.92588e-8,0.0000369832,0.00380847,8.0185e-11,4.52056e-10,0.00249928,0.000223143,0.00000101967,0.00142075
US-AZ,2023-03,4.01088e-7,0.0000281962,0.00828377,3.6972e-10,8.91266e-10,0.00343612,0.000681687,1.4294e-7,0.00208298
US-CA,2023-03,9.42474e-7,0.000114455,0.0216244,1.01006e-9,2.44676e-9,0.0100776,0.00165706,0.00000200465,0.00654401
US-CO,2023-03,4.75589e-7,0.0000374631,0.0274938,2.20319e-9,1.49427e-9,0.00596673,0.000762368,2.11524e-7,0.00374493
US-CT,2023-03,6.59062e-8,0.0000319422,0.00117275,4.52078e-11,3.05153e-10,0.00143568,0.000131867,0.00000100293,0.00121783
US-DC,2023-03,0.00000101845,0.000907607,0.0144114,7.05186e-10,7.04386e-9,0.0344152,0.00223028,0.0000305379,0.0322713
US-DE,2023-03,2.72842e-7,0.0000569878,0.00376105,1.61358e-10,7.72011e-10,0.00313128,0.000464396,0.00000151509,0.00259072
US-FL,2023-03,3.74333e-7,0.000050143,0.00499093,2.00036e-10,8.87925e-10,0.00336842,0.000618127,0.00000107437,0.00263106
US-GA,2023-03,4.08539e-7,0.000126714,0.00630574,2.42611e-10,1.43144e-9,0.00629799,0.000746898,0.00000370677,0.0052172
US-HI,2023-03,3.80222e-7,0.000090123,0.0085998,5.13775e-10,1.22674e-9,0.00517687,0.0006616,0.0000024484,0.00414174
US-IA,2023-03,4.73525e-7,0.0000426365,0.0495631,4.28781e-9,2.06013e-9,0.00865704,0.000742761,2.04062e-7,0.00525159
US-ID,2023-03,4.01306e-7,0.0001089,0.0276787,1.66666e-9,1.94136e-9,0.00976382,0.00090511,0.00000255262,0.00549868
US-IL,2023-03,1.74889e-7,0.0000161391,0.0143691,1.22688e-9,6.64772e-10,0.00271942,0.00027323,1.32777e-7,0.00172337
US-IN,2023-03,1.81061e-7,0.0000194392,0.0125983,1.0474e-9,6.50494e-10,0.00266561,0.000289634,2.50933e-7,0.00172857
US-KS,2023-03,3.61801e-7,0.0000304063,0.0394767,3.45768e-9,1.59496e-9,0.00664605,0.000554333,8.09549e-8,0.00406127
US-KY,2023-03,2.30773e-8,0.000021414,0.00193104,3.51922e-11,2.27012e-10,0.00135097,0.000094426,6.32873e-7,0.000761857
US-LA,2023-03,3.35443e-8,0.0000566667,0.000939963,3.39945e-11,4.09632e-10,0.00215802,0.000104281,0.00000194017,0.00193557
US-MA,2023-03,7.33784e-7,0.00017735,0.0121802,5.20562e-10,2.28996e-9,0.00974496,0.00130172,0.00000485603,0.00779669
US-MD,2023-03,1.65392e-7,0.0000321887,0.00552304,2.34124e-10,5.62685e-10,0.00265356,0.000334206,7.08812e-7,0.00157001
US-ME,2023-03,5.47278e-7,0.000410702,0.0331639,2.1206e-9,4.05815e-9,0.0206573,0.00133997,0.0000130564,0.015921
US-MI,2023-03,1.25923e-7,0.0000526057,0.0075039,6.03668e-10,6.57106e-10,0.0030126,0.000233882,0.00000157989,0.00238858
US-MN,2023-03,3.97695e-7,0.0000764972,0.0232967,1.87751e-9,1.52661e-9,0.00649391,0.0006689,0.0000017929,0.00461919
US-MO,2023-03,1.3433e-7,0.0000165503,0.0141597,1.14499e-9,6.27749e-10,0.0028335,0.000241274,1.70388e-7,0.00158254
US-MS,2023-03,6.13099e-8,0.0000505937,0.000862726,4.16022e-11,3.99751e-10,0.00193922,0.000131372,0.00000169359,0.00181103
US-MT,2023-03,1.58932e-7,0.0000241411,0.0191663,1.13874e-9,9.06827e-10,0.00498531,0.00043675,9.0952e-8,0.00184988
US-NC,2023-03,6.04344e-7,0.0000707541,0.00978349,3.76167e-10,1.43369e-9,0.0055983,0.00102582,0.00000129212,0.00394366
US-ND,2023-03,2.75899e-7,0.0000231806,0.0314017,2.67188e-9,1.26319e-9,0.00545396,0.000451068,3.18479e-10,0.00311333
US-NE,2023-03,2.6169e-7,0.0000261483,0.0282512,2.42407e-9,1.17968e-9,0.00504068,0.000420687,1.8235e-7,0.0030193
US-NH,2023-03,7.05662e-8,0.00013373,0.00589073,3.29814e-10,1.0636e-9,0.00576772,0.000264223,0.00000450285,0.00470135
US-NJ,2023-03,1.64259e-7,0.0000378449,0.00222412,9.37056e-11,4.84931e-10,0.00199595,0.000282145,0.00000103914,0.00167216
US-NM,2023-03,5.14365e-7,0.0000353867,0.0343582,2.86259e-9,1.69029e-9,0.00669549,0.000801757,2.88925e-8,0.00419621
US-NV,2023-03,0.00000111969,0.0000648945,0.016448,6.58101e-10,2.19762e-9,0.00767652,0.00181214,1.09914e-7,0.00514376
US-NY,2023-03,1.61908e-7,0.000054144,0.0125562,5.15833e-10,9.28837e-10,0.00521648,0.000468848,0.00000121898,0.0024283
US-OH,2023-03,6.44098e-8,0.0000100846,0.00319098,2.46144e-10,2.19784e-10,0.000917385,0.000108154,2.11436e-7,0.000635834
US-OK,2023-03,3.89475e-7,0.0000396501,0.0433867,3.71419e-9,1.79628e-9,0.00773421,0.000632218,2.743e-7,0.00458463
US-OR,2023-03,2.46444e-7,0.0000674591,0.0242439,1.19325e-9,1.46255e-9,0.00824292,0.000723554,0.0000012317,0.00346901
US-PA,2023-03,2.62148e-8,0.0000185768,0.00206621,1.46797e-10,1.99426e-10,0.00100774,0.0000628814,5.82047e-7,0.000756249
US-RI,2023-03,3.05518e-7,0.0000869345,0.00585771,3.34767e-10,1.04337e-9,0.00445921,0.000536247,0.00000250794,0.00374988
US-SC,2023-03,1.61551e-7,0.0000553865,0.00261091,9.83647e-11,6.02064e-10,0.00270116,0.00030212,0.0000016486,0.00223519
US-SD,2023-03,4.16709e-7,0.0000428847,0.0501251,3.9973e-9,2.07223e-9,0.00960149,0.000783733,9.16034e-8,0.00491237
US-TN,2023-03,8.36759e-8,0.0000219814,0.00525583,9.66981e-11,4.23433e-10,0.00250266,0.000257034,3.95973e-7,0.000947148
US-TX,2023-03,4.64762e-7,0.0000357878,0.0262281,2.12883e-9,1.43338e-9,0.00563219,0.000732745,2.03556e-7,0.00361994
US-UT,2023-03,5.7305e-7,0.0000388053,0.0101124,5.00713e-10,1.19881e-9,0.00429605,0.00092873,2.43427e-7,0.0029198
US-VA,2023-03,3.80192e-7,0.000106544,0.00520599,2.19718e-10,1.23787e-9,0.00525728,0.000668074,0.00000308072,0.00448637
US-VT,2023-03,6.16109e-7,0.00049995,0.0351502,1.64726e-9,4.83452e-9,0.0256939,0.0017192,0.0000157587,0.0186278
US-WA,2023-03,1.24588e-7,0.0000633678,0.0210477,8.09986e-10,1.23841e-9,0.00783078,0.00059037,0.00000123678,0.00279211
US-WI,2023-03,1.49899e-7,0.0000531584,0.00560114,3.22951e-10,6.58645e-10,0.00311416,0.000301851,0.00000152577,0.0022758
US-WV,2023-03,3.81081e-8,0.00000480792,0.00496192,3.6081e-10,2.11127e-10,0.00106039,0.0000856607,1.37265e-8,0.000472073
US-WY,2023-03,2.03547e-7,0.0000157419,0.0201889,1.72904e-9,8.44421e-10,0.00353223,0.00032133,2.04121e-10,0.00209943
CA-AB,2023-04,3.36331e-7,0.000152911,0.0141875,1.06493e-9,1.68595e-9,0.00777031,0.000637576,0.00000471835,0.00642943
CA-BC,2023-04,7.77228e-8,0.0000579184,0.0258334,5.04114e-10,1.40311e-9,0.0102079,0.000776363,6.33873e-7,0.00225302
CA-MB,2023-04,7.40133e-8,0.0000451447,0.0282252,4.86565e-10,1.42343e-9,0.0107188,0.000842016,2.27114e-8,0.00180161
CA-NB,2023-04,7.1725e-8,0.0000812388,0.0137364,4.52039e-10,1.05003e-9,0.00662088,0.000428409,0.00000220306,0.00303765
CA-NL,2023-04,6.29255e-8,0.0000477314,0.0268074,3.72672e-10,1.38851e-9,0.0105753,0.000823893,1.54545e-7,0.00178694
CA-NS,2023-04,1.67279e-7,0.000134634,0.0169103,1.29803e-9,1.45804e-9,0.00736037,0.000406614,0.00000426192,0.00558105
CA-NT,2023-04,7.42778e-8,0.000121481,0.0119757,3.38869e-10,1.24189e-9,0.00760232,0.000445574,0.00000368426,0.00427927
CA-NU,2023-04,5.36397e-8,0.0001663,0.000900529,6.20327e-11,1.08266e-9,0.00569716,0.000202118,0.00000585086,0.00555849
CA-ON,2023-04,1.99781e-7,0.0000360711,0.0172462,8.49087e-10,9.96272e-10,0.00549764,0.000537965,4.16213e-7,0.00214007
CA-PE,2023-04,6.74898e-7,0.0000545144,0.0739172,6.47709e-9,2.96859e-9,0.0123541,0.00103182,7.02321e-8,0.00752192
CA-QC,2023-04,9.90847e-8,0.0000463002,0.029976,7.36131e-10,1.48617e-9,0.0107555,0.00084581,6.15505e-8,0.00206583
CA-SK,2023-04,1.24118e-7,0.000141075,0.0112436,7.19854e-10,1.31805e-9,0.00699411,0.000374378,0.00000457799,0.00531093
CA-YT,2023-04,7.50919e-8,0.0000544704,0.0254126,3.38618e-10,1.39138e-9,0.0103854,0.000813245,4.46481e-7,0.00201943
US-AK,2023-04,3.02823e-8,0.0000253917,0.00785305,2.0316e-10,4.71853e-10,0.00323085,0.000233723,4.90194e-7,0.000988902
US-AL,2023-04,8.44746e-8,0.0000667721,0.00321171,8.07608e-11,6.11895e-10,0.0032623,0.000233613,0.00000211525,0.00240341
US-AR,2023-04,1.04103e-7,0.0000371079,0.00437846,9.56682e-11,5.01176e-10,0.00270003,0.000268427,9.6276e-7,0.00149152
US-AZ,2023-04,5.2335e-7,0.0000361284,0.0100719,3.91144e-10,1.14484e-9,0.00443639,0.000897006,1.57028e-7,0.00263608
US-CA,2023-04,0.00000127375,0.000122398,0.0275896,1.26076e-9,3.06463e-9,0.0122339,0.00219992,0.00000159775,0.00773361
US-CO,2023-04,5.46274e-7,0.0000424701,0.0321169,2.57398e-9,1.72736e-9,0.00691647,0.000877243,2.13963e-7,0.00431075
US-CT,2023-04,9.17054e-8,0.0000503104,0.00165508,6.34017e-11,4.6062e-10,0.00219796,0.000188429,0.00000160406,0.00188489
US-DC,2023-04,0.00000103498,0.000741741,0.0144296,6.78692e-10,6.07356e-9,0.0290535,0.00213745,0.0000245678,0.026914
US-DE,2023-04,1.91691e-7,0.0000362326,0.00259899,1.08904e-10,5.18591e-10,0.00207073,0.000323586,9.28566e-7,0.00169389
US-FL,2023-04,3.44316e-7,0.0000450753,0.00458281,1.83697e-10,8.10179e-10,0.00306174,0.000567634,9.5111e-7,0.00238598
US-GA,2023-04,4.07262e-7,0.000118263,0.006328,2.40773e-10,1.38059e-9,0.00603174,0.000740202,0.00000340394,0.00493869
US-HI,2023-04,4.45373e-7,0.0000877442,0.0106483,6.59485e-10,1.34353e-9,0.00553398,0.000759947,0.00000222751,0.00431104
US-IA,2023-04,6.23262e-7,0.0000544217,0.0646223,5.60493e-9,2.68309e-9,0.0112164,0.000970449,2.24242e-7,0.00683357
US-ID,2023-04,4.84596e-7,0.000103419,0.0334226,1.6029e-9,2.24795e-9,0.0119797,0.00121049,0.00000184539,0.00543658
US-IL,2023-04,2.02496e-7,0.0000176907,0.0142269,1.19335e-9,7.04987e-10,0.00283912,0.000317719,1.39728e-7,0.00181669
US-IN,2023-04,2.19182e-7,0.0000227386,0.012792,1.03165e-9,7.2356e-10,0.00293067,0.000353694,2.94869e-7,0.00191419
US-KS,2023-04,4.5545e-7,0.0000378887,0.049534,4.33758e-9,2.00154e-9,0.00833487,0.000697642,8.95187e-8,0.00509019
US-KY,2023-04,3.16401e-8,0.0000251518,0.00208637,4.07641e-11,2.64362e-10,0.00152585,0.000111444,7.4808e-7,0.000906479
