subdivision,period,adpe,ap,ctue,ctuh-c,ctuh-nc,gwp,ir,pm,wu
US-NJ,2020-09,1.34506e-7,0.0000342377,0.00181875,7.66538e-11,4.16471e-10,0.00174059,0.000233418,9.67164e-7,0.00147454
US-NM,2020-09,3.62321e-7,0.0000236076,0.0148325,1.12618e-9,9.55606e-10,0.00361622,0.000574348,5.31552e-8,0.0023388
US-NV,2020-09,6.98465e-7,0.0000417621,0.0105641,4.10501e-10,1.391e-9,0.0049436,0.0011408,9.53465e-8,0.00324818
US-NY,2020-09,8.61869e-8,0.0000476438,0.00913499,3.2574e-10,6.98621e-10,0.00416684,0.000322368,0.00000119769,0.00192321
US-OH,2020-09,2.43304e-8,0.0000150788,0.0014316,1.11565e-10,1.56564e-10,0.000750834,0.0000500173,4.7925e-7,0.000617349
US-OK,2020-09,2.00948e-7,0.0000295161,0.0221295,1.86407e-9,9.79798e-10,0.00433576,0.000342717,4.51728e-7,0.00262347
US-OR,2020-09,2.02663e-7,0.0000654521,0.0187287,7.44887e-10,1.25461e-9,0.00730123,0.000644968,0.00000131085,0.00301527
US-PA,2020-09,1.75542e-8,0.0000190353,0.0011555,8.16714e-11,1.66658e-10,0.000852435,0.0000455947,6.30416e-7,0.00070988
US-RI,2020-09,1.41102e-7,0.000058587,0.00281293,1.67974e-10,5.94437e-10,0.0026698,0.000260277,0.00000181839,0.00233846
US-SC,2020-09,1.1792e-7,0.0000561649,0.00210114,7.72008e-11,5.40835e-10,0.00254736,0.000236534,0.00000175692,0.00214432
US-SD,2020-09,3.86215e-7,0.0000437608,0.0483034,3.67153e-9,2.02609e-9,0.00980661,0.000797886,9.40656e-8,0.00464705
US-TN,2020-09,3.4012e-8,0.0000248293,0.0035539,6.09918e-11,3.21611e-10,0.00200747,0.000152994,6.52967e-7,0.000906437
US-TX,2020-09,2.08517e-7,0.0000195077,0.0118394,9.60239e-10,6.65829e-10,0.00265329,0.000331832,2.13144e-7,0.00173919
US-UT,2020-09,3.80851e-7,0.0000254375,0.00635677,2.90099e-10,7.87219e-10,0.00282451,0.00062012,1.47679e-7,0.00190098
US-VA,2020-09,1.05699e-7,0.000099147,0.00150543,7.42729e-11,7.60929e-10,0.00373538,0.000235109,0.00000334642,0.00351051
US-VT,2020-09,0.00000154493,0.000536877,0.0520511,3.35141e-9,6.48591e-9,0.0295649,0.002919,0.0000157001,0.0231529
US-WA,2020-09,8.42398e-8,0.0000609945,0.0189414,5.84519e-10,1.1325e-9,0.00753985,0.000546349,0.00000121156,0.00247144
US-WI,2020-09,4.06407e-8,0.0000389212,0.00374878,2.24564e-10,3.92703e-10,0.00210606,0.000122996,0.00000122844,0.00149481
US-WV,2020-09,1.52166e-8,0.00000220589,0.00206285,1.42784e-10,8.95834e-11,0.000466597,0.0000373829,9.87829e-9,0.000196315
US-WY,2020-09,8.66196e-8,0.00000713232,0.00763602,6.03423e-10,3.46094e-10,0.00152276,0.000152214,9.21639e-11,0.000819177
CA-AB,2020-10,1.05846e-7,0.000187017,0.00703599,5.48988e-10,1.43076e-9,0.00738906,0.000311993,0.00000641215,0.00666247
CA-BC,2020-10,8.65631e-8,0.0000578212,0.0271356,5.92335e-10,1.45022e-9,0.0104578,0.000798485,5.86817e-7,0.00232544
CA-MB,2020-10,7.90468e-8,0.0000450642,0.0286641,5.38342e-10,1.43743e-9,0.0107438,0.000844688,1.4819e-8,0.00184514
CA-NB,2020-10,1.255e-7,0.000135515,0.0172715,8.50284e-10,1.51016e-9,0.00869511,0.000514842,0.00000407438,0.00518726
CA-NL,2020-10,6.36065e-8,0.0000505691,0.0265262,3.73717e-10,1.39458e-9,0.0105622,0.000817841,2.73249e-7,0.00188318
CA-NS,2020-10,1.33491e-7,0.000178572,0.0107203,8.55116e-10,1.50806e-9,0.00767637,0.000352819,0.00000601536,0.00664921
CA-NT,2020-10,8.35563e-8,0.000141397,0.0129337,4.12391e-10,1.39792e-9,0.0084235,0.000477548,0.00000436538,0.00499337
CA-NU,2020-10,6.02659e-8,0.000201723,0.00102954,7.28213e-11,1.30576e-9,0.00688872,0.000237715,0.00000710635,0.00672969
CA-ON,2020-10,1.49001e-7,0.0000337816,0.0138219,6.37412e-10,8.2282e-10,0.00467138,0.000434717,4.98759e-7,0.00181575
CA-PE,2020-10,6.7359e-7,0.0000542552,0.0741715,6.50196e-9,2.97161e-9,0.0123709,0.00102937,6.1018e-8,0.00752649
CA-QC,2020-10,1.00805e-7,0.0000464728,0.0301679,7.57315e-10,1.49326e-9,0.0107767,0.000846993,6.53706e-8,0.00208942
CA-SK,2020-10,8.52357e-8,0.000176323,0.00725621,3.70515e-10,1.38403e-9,0.00758157,0.000344014,0.00000594317,0.00613742
CA-YT,2020-10,6.05824e-8,0.0000527927,0.0259144,3.39169e-10,1.38556e-9,0.010499,0.000808233,3.75588e-7,0.0019274
US-AK,2020-10,3.96126e-8,0.0000333356,0.00946193,2.70327e-10,5.83958e-10,0.00391697,0.00027914,6.98835e-7,0.00130613
US-AL,2020-10,3.68795e-8,0.0000617684,0.00269058,5.69425e-11,5.11582e-10,0.00291687,0.000159019,0.00000202152,0.00211376
US-AR,2020-10,6.27645e-8,0.0000521089,0.00330382,7.13865e-11,5.05173e-10,0.00281564,0.000200045,0.00000161001,0.00186876
US-AZ,2020-10,2.8073e-7,0.0000213079,0.00534288,1.83459e-10,6.2785e-10,0.00249267,0.000489668,1.41938e-7,0.0014581
US-CA,2020-10,8.09632e-7,0.000108705,0.0163599,7.80837e-10,2.08863e-9,0.00841237,0.00139191,0.00000218259,0.00591083
US-CO,2020-10,3.13446e-7,0.000030114,0.0213843,1.72839e-9,1.1024e-9,0.00457092,0.000514255,2.86271e-7,0.0028199
US-CT,2020-10,5.1492e-8,0.0000651925,0.000987514,4.45696e-11,4.80872e-10,0.00244715,0.000132221,0.00000222313,0.00226217
US-DC,2020-10,4.77214e-7,0.00062767,0.00699443,3.72943e-10,4.51606e-9,0.0227607,0.00118963,0.0000215552,0.0217121
US-DE,2020-10,1.10148e-7,0.0000617133,0.00162097,7.85833e-11,5.45505e-10,0.00253948,0.000215084,0.00000199693,0.00230978
US-FL,2020-10,1.37607e-7,0.0000376261,0.00185712,7.75603e-11,4.41657e-10,0.00186727,0.000240925,0.00000108213,0.00159221
US-GA,2020-10,2.33102e-7,0.000136473,0.00392708,1.54906e-10,1.21196e-9,0.00578275,0.000478823,0.00000439843,0.00506703
US-HI,2020-10,3.06096e-7,0.0000883769,0.0064574,3.80927e-10,1.0691e-9,0.00460436,0.000541072,0.00000254744,0.00382705
US-IA,2020-10,4.85994e-7,0.0000462018,0.0536757,4.68556e-9,2.19389e-9,0.00923279,0.000754856,2.83106e-7,0.00565408
US-ID,2020-10,3.45478e-7,0.000126782,0.0307821,1.45386e-9,2.15065e-9,0.0120216,0.00101311,0.00000295454,0.00577225
US-IL,2020-10,8.01751e-8,0.0000119401,0.00848668,7.40926e-10,3.78368e-10,0.00161575,0.000127185,2.05919e-7,0.00105229
US-IN,2020-10,8.09544e-8,0.0000181477,0.00644357,5.43139e-10,3.67561e-10,0.00160043,0.000136403,4.42156e-7,0.00112757
US-KS,2020-10,3.14992e-7,0.0000273201,0.0343163,3.00507e-9,1.39244e-9,0.00580872,0.000483384,1.0112e-7,0.00355991
US-KY,2020-10,1.61208e-8,0.0000264469,0.00261314,4.18416e-11,2.76166e-10,0.00174404,0.000107924,7.83621e-7,0.000908629
US-LA,2020-10,2.69611e-8,0.000062167,0.00078809,3.09658e-11,4.29559e-10,0.0022837,0.0000960338,0.00000215377,0.00209699
US-MA,2020-10,3.6709e-7,0.000145716,0.00591619,2.8504e-10,1.47562e-9,0.00661803,0.000680046,0.00000449233,0.00576706
US-MD,2020-10,8.45206e-8,0.0000291067,0.0021293,1.21697e-10,3.34672e-10,0.00150978,0.000158075,8.59334e-7,0.00121876
US-ME,2020-10,3.84515e-7,0.000571762,0.0321698,2.18146e-9,4.79026e-9,0.0252451,0.00119452,0.0000191384,0.0208037
US-MI,2020-10,7.64877e-8,0.0000578066,0.0065739,5.39472e-10,6.06258e-10,0.00295904,0.000165477,0.00000185623,0.00239923
US-MN,2020-10,2.90076e-7,0.0000603457,0.0183425,1.50016e-9,1.17307e-9,0.00503194,0.000488946,0.00000146026,0.00360119
US-MO,2020-10,5.29234e-8,0.00000843774,0.00527582,4.28671e-10,2.50357e-10,0.00112805,0.0000946893,1.41874e-7,0.000671624
US-MS,2020-10,5.04473e-8,0.0000475439,0.000716935,3.54736e-11,3.64443e-10,0.00178951,0.000112321,0.00000160527,0.00168275
US-MT,2020-10,1.48582e-7,0.0000361745,0.026447,1.24557e-9,1.24672e-9,0.00778158,0.000621745,1.40987e-7,0.00224343
US-NC,2020-10,4.41748e-7,0.0000868619,0.00772676,2.83434e-10,1.28068e-9,0.00543921,0.00079111,0.00000216996,0.00402432
US-ND,2020-10,2.42459e-7,0.0000202816,0.0275331,2.34866e-9,1.10688e-9,0.00476507,0.00039418,1.34519e-9,0.00273394
US-NE,2020-10,2.28519e-7,0.0000254571,0.0249379,2.13151e-9,1.05424e-9,0.00454744,0.000372652,2.44655e-7,0.00273037
US-NH,2020-10,4.7975e-8,0.0000839207,0.00407221,2.41436e-10,6.80889e-10,0.00366916,0.000170665,0.00000281667,0.00298125
US-NJ,2020-10,1.10029e-7,0.0000365373,0.00150375,6.51719e-11,3.9203e-10,0.00170378,0.000196985,0.00000109658,0.00148443
US-NM,2020-10,4.28221e-7,0.0000270077,0.0133849,9.36917e-10,1.02361e-9,0.00377764,0.000682899,6.61137e-8,0.00248098
US-NV,2020-10,7.15596e-7,0.0000431118,0.010869,4.22475e-10,1.4286e-9,0.00508736,0.0011698,1.07544e-7,0.00333946
US-NY,2020-10,8.21352e-8,0.0000542994,0.00978892,3.57885e-10,7.5511e-10,0.00453672,0.000331412,0.00000141868,0.00214795
US-OH,2020-10,2.55382e-8,0.0000150094,0.00186552,1.51215e-10,1.68293e-10,0.0008031,0.0000516018,4.70488e-7,0.000643452
US-OK,2020-10,2.88805e-7,0.0000360271,0.0319902,2.72443e-9,1.36947e-9,0.00596641,0.000478173,4.34802e-7,0.00359438
US-OR,2020-10,2.38553e-7,0.0000736922,0.0236973,1.16608e-9,1.47349e-9,0.00831041,0.000710053,0.00000148429,0.00363643
US-PA,2020-10,2.06856e-8,0.0000181567,0.00165668,1.22197e-10,1.78287e-10,0.000902757,0.0000508988,5.86339e-7,0.00071453
US-RI,2020-10,1.47304e-7,0.0000784864,0.00347962,2.27783e-10,7.37421e-10,0.00341628,0.00028379,0.00000251363,0.00303681
US-SC,2020-10,1.25747e-7,0.0000573809,0.00208193,7.99493e-11,5.55597e-10,0.00258134,0.000246237,0.00000179229,0.00220455
US-SD,2020-10,4.03553e-7,0.0000451981,0.0504346,3.84193e-9,2.11138e-9,0.0102005,0.00083027,8.49333e-8,0.00484281
US-TN,2020-10,3.64884e-8,0.0000275758,0.00412353,7.00085e-11,3.62579e-10,0.00228745,0.000172928,7.17234e-7,0.00100408
US-TX,2020-10,2.43415e-7,0.0000232217,0.0167356,1.39651e-9,8.50855e-10,0.00344459,0.000384879,2.39222e-7,0.00222249
US-UT,2020-10,3.81267e-7,0.0000258188,0.00659716,3.07035e-10,7.96835e-10,0.00288069,0.00062268,1.55328e-7,0.00192485
US-VA,2020-10,1.15642e-7,0.0000902196,0.00162105,7.73754e-11,7.22717e-10,0.00348694,0.000244071,0.00000300792,0.0032463
US-VT,2020-10,7.78632e-7,0.000807925,0.0350066,1.8986e-9,6.81195e-9,0.0352706,0.00207449,0.0000266971,0.0291824
US-WA,2020-10,1.14132e-7,0.0000664394,0.022366,8.69466e-10,1.28866e-9,0.00824795,0.000599645,0.0000013125,0.00290047
US-WI,2020-10,4.92968e-8,0.000050968,0.00458482,2.88204e-10,4.97623e-10,0.00264922,0.000147822,0.00000163105,0.00194605
US-WV,2020-10,2.46783e-8,0.00000288303,0.00306701,2.35181e-10,1.29084e-10,0.00062068,0.0000502488,1.06612e-8,0.000300293
US-WY,2020-10,1.06192e-7,0.00000881225,0.0105706,8.68524e-10,4.51581e-10,0.00196776,0.000180605,1.17058e-10,0.00109051
CA-AB,2020-11,1.27806e-7,0.000183765,0.00955563,7.81889e-10,1.49802e-9,0.00760794,0.000337865,0.00000624017,0.00675935
CA-BC,2020-11,9.40677e-8,0.0000568684,0.0279107,6.70302e-10,1.47092e-9,0.0105103,0.000805331,5.38159e-7,0.0023631
CA-MB,2020-11,8.20156e-8,0.0000452831,0.0288695,5.68781e-10,1.44512e-9,0.0107477,0.000844841,2.29725e-8,0.00187974
CA-NB,2020-11,9.06244e-8,0.0000945515,0.0121424,6.25167e-10,1.05523e-9,0.00601737,0.000355301,0.00000285093,0.00364878
CA-NL,2020-11,6.40901e-8,0.0000518727,0.0263571,3.76249e-10,1.39557e-9,0.010536,0.000813355,3.31206e-7,0.00192953
CA-NS,2020-11,1.35232e-7,0.000176595,0.0113688,8.75149e-10,1.52119e-9,0.00779946,0.00036697,0.00000591308,0.00659931
CA-NT,2020-11,7.60923e-8,0.000137818,0.0130781,3.44337e-10,1.38601e-9,0.00853621,0.000492528,0.00000420005,0.00480988
CA-NU,2020-11,6.07052e-8,0.000203194,0.00103705,7.33521e-11,1.31528e-9,0.00693894,0.000239448,0.00000715815,0.00677874
CA-ON,2020-11,1.55569e-7,0.0000320204,0.0162025,8.43722e-10,8.80807e-10,0.00494316,0.000446096,3.95037e-7,0.00190606
CA-PE,2020-11,6.70952e-7,0.000054295,0.0741077,6.49788e-9,2.96701e-9,0.0123568,0.00102533,6.77746e-8,0.00751897
CA-QC,2020-11,1.04061e-7,0.0000466464,0.0304004,7.89996e-10,1.50171e-9,0.0107834,0.00084757,7.10905e-8,0.00212465
CA-SK,2020-11,8.55489e-8,0.000177079,0.00733658,3.71251e-10,1.39207e-9,0.00763462,0.000347236,0.00000596517,0.00616268
CA-YT,2020-11,6.06136e-8,0.0000650831,0.0238936,3.17599e-10,1.38031e-9,0.0102122,0.000762106,9.29139e-7,0.00232392
US-AK,2020-11,3.28238e-8,0.0000247211,0.00810231,2.3047e-10,4.76078e-10,0.00322982,0.000235063,4.62617e-7,0.000991108
US-AL,2020-11,3.86921e-8,0.0000709984,0.00328381,6.6427e-11,5.91552e-10,0.00341699,0.000183504,0.00000231733,0.00242021
US-AR,2020-11,6.63471e-8,0.0000539845,0.00264343,6.51677e-11,4.9447e-10,0.00265311,0.000187797,0.00000170986,0.00193807
US-AZ,2020-11,2.57678e-7,0.0000220417,0.00576318,2.222e-10,6.16893e-10,0.00254221,0.000459755,1.95944e-7,0.00145165
US-CA,2020-11,8.13203e-7,0.000114824,0.015924,7.53748e-10,2.11621e-9,0.00852956,0.00139685,0.00000240828,0.00610129
US-CO,2020-11,3.32026e-7,0.0000315428,0.0253392,2.09384e-9,1.22941e-9,0.0051124,0.000538847,2.71923e-7,0.00314569
US-CT,2020-11,3.71823e-8,0.0000522983,0.000766022,3.47404e-11,3.8026e-10,0.00195166,0.000100162,0.00000179022,0.00180432
US-DC,2020-11,5.14819e-7,0.000725011,0.00760277,4.12389e-10,5.15948e-9,0.0261239,0.00131757,0.000024968,0.0249823
US-DE,2020-11,7.71536e-8,0.0000493901,0.00116118,5.80729e-11,4.19562e-10,0.00198294,0.000155043,0.00000161924,0.0018197
US-FL,2020-11,1.45975e-7,0.0000482084,0.00198693,8.41018e-11,5.18598e-10,0.00225508,0.000261689,0.0000014445,0.00195914
US-GA,2020-11,1.98164e-7,0.000134253,0.00364185,1.38862e-10,1.15077e-9,0.00560922,0.000427684,0.00000437634,0.00490192
US-HI,2020-11,3.17163e-7,0.0000905304,0.00958859,6.54887e-10,1.17442e-9,0.0051045,0.000561703,0.00000256896,0.00409843
US-IA,2020-11,5.4037e-7,0.0000502392,0.0598098,5.21765e-9,2.43646e-9,0.010255,0.000839807,2.70712e-7,0.00625474
US-ID,2020-11,2.32862e-7,0.000098209,0.0267965,1.32527e-9,1.71299e-9,0.00982839,0.000763161,0.00000226551,0.00451096
US-IL,2020-11,1.06951e-7,0.0000135873,0.0114936,1.005e-9,4.94849e-10,0.00209719,0.000167638,1.89659e-7,0.00133858
US-IN,2020-11,9.25911e-8,0.0000186793,0.00857743,7.35792e-10,4.3725e-10,0.00189877,0.000153148,4.21048e-7,0.00129622
US-KS,2020-11,3.55291e-7,0.0000303196,0.0389064,3.40859e-9,1.57244e-9,0.00655787,0.000544603,9.4672e-8,0.00401158
US-KY,2020-11,1.37461e-8,0.0000196461,0.00272781,4.10398e-11,2.37587e-10,0.00156237,0.00010353,5.36117e-7,0.000681122
US-LA,2020-11,2.33065e-8,0.0000565304,0.000589301,2.62232e-11,3.84386e-10,0.00203332,0.0000824373,0.00000196704,0.00190343
US-MA,2020-11,4.00756e-7,0.00019998,0.00766677,4.07355e-10,1.88865e-9,0.0087578,0.000777951,0.00000634592,0.00768277
US-MD,2020-11,9.69073e-8,0.0000332375,0.00337205,1.9581e-10,4.11125e-10,0.00191898,0.000190964,9.54232e-7,0.00142706
US-ME,2020-11,4.60947e-7,0.000610461,0.0382709,2.62119e-9,5.28012e-9,0.027671,0.0013647,0.0000202843,0.0225151
US-MI,2020-11,8.43121e-8,0.0000549146,0.00767013,6.50359e-10,6.23057e-10,0.00297777,0.000170115,0.00000173641,0.00239618
US-MN,2020-11,2.75429e-7,0.000065238,0.0199924,1.65997e-9,1.22549e-9,0.00535472,0.000470406,0.0000016432,0.00382807
US-MO,2020-11,5.7941e-8,0.0000101298,0.00599121,4.77942e-10,2.86734e-10,0.00132076,0.000108088,1.78671e-7,0.000768967
US-MS,2020-11,6.37788e-8,0.0000788124,0.000928733,4.87772e-11,5.73086e-10,0.00287557,0.000155366,0.00000269914,0.00273654
US-MT,2020-11,1.69851e-7,0.0000334825,0.027297,1.50242e-9,1.244e-9,0.00733335,0.000587251,1.08011e-7,0.00238497
US-NC,2020-11,3.43524e-7,0.0000725169,0.00676456,2.37222e-10,1.05369e-9,0.00462813,0.000636675,0.00000182742,0.00329762
US-ND,2020-11,2.59643e-7,0.000021988,0.0296261,2.51352e-9,1.19302e-9,0.00516854,0.00042725,1.29608e-9,0.00293435
US-NE,2020-11,2.24346e-7,0.0000244498,0.024815,2.11034e-9,1.04223e-9,0.00452168,0.000369747,2.10086e-7,0.00267341
US-NH,2020-11,7.02598e-8,0.00012409,0.00575776,3.57971e-10,9.9508e-10,0.00532421,0.000242957,0.00000418288,0.00440907
US-NJ,2020-11,1.11624e-7,0.0000357032,0.00153189,6.65808e-11,3.89718e-10,0.00168469,0.000198861,0.00000106358,0.00146202
US-NM,2020-11,4.87002e-7,0.0000336959,0.0265936,2.13926e-9,1.45882e-9,0.00569499,0.000768304,8.09188e-8,0.00361035
US-NV,2020-11,7.16533e-7,0.0000451048,0.0118381,4.64815e-10,1.47383e-9,0.0053985,0.00118825,1.40967e-7,0.00343016
US-NY,2020-11,8.9341e-8,0.0000517705,0.0107705,4.65233e-10,7.69323e-10,0.0045338,0.000333148,0.00000131786,0.00215342
US-OH,2020-11,2.59842e-8,0.0000140921,0.00211499,1.75589e-10,1.69224e-10,0.000799715,0.000050995,4.35323e-7,0.00063055
US-OK,2020-11,3.82544e-7,0.0000446486,0.0422711,3.64952e-9,1.78419e-9,0.00765293,0.000614101,4.95674e-7,0.00469126
US-OR,2020-11,1.69809e-7,0.000074908,0.0233878,9.59774e-10,1.42758e-9,0.00872127,0.000680523,0.00000152538,0.003366
US-PA,2020-11,2.81351e-8,0.0000224323,0.00238578,1.84997e-10,2.31049e-10,0.00115146,0.0000652869,7.18967e-7,0.000911032
US-RI,2020-11,9.96154e-8,0.0000310515,0.00304589,2.1678e-10,3.84006e-10,0.00167194,0.000175691,9.04622e-7,0.00137981
US-SC,2020-11,1.13515e-7,0.0000654307,0.0022205,7.88915e-11,5.9604e-10,0.00288717,0.00024079,0.00000208786,0.00243461
US-SD,2020-11,3.65904e-7,0.0000427849,0.0467814,3.47419e-9,1.96993e-9,0.00972398,0.000789933,7.04096e-8,0.00443586
US-TN,2020-11,4.05249e-8,0.0000344159,0.00538094,8.85807e-11,4.56306e-10,0.00293313,0.000216078,8.88123e-7,0.00124046
US-TX,2020-11,2.55141e-7,0.0000244468,0.0188623,1.5897e-9,9.24411e-10,0.00376171,0.000401855,2.43542e-7,0.00241426
US-UT,2020-11,2.87639e-7,0.0000207431,0.00579679,2.95852e-10,6.3101e-10,0.0023445,0.000474413,1.47639e-7,0.00153364
US-VA,2020-11,1.17412e-7,0.000104404,0.001956,8.47495e-11,8.22131e-10,0.00405995,0.000264913,0.00000349589,0.00371347
US-VT,2020-11,5.89135e-7,0.000566766,0.0382809,2.18563e-9,5.2384e-9,0.0275613,0.00164862,0.0000182956,0.0210937
US-WA,2020-11,1.05881e-7,0.0000622281,0.0239557,7.94649e-10,1.33244e-9,0.00889373,0.000660216,0.00000103143,0.0026802
US-WI,2020-11,6.73587e-8,0.0000535737,0.00573661,3.73649e-10,5.65558e-10,0.00294988,0.000180399,0.00000167566,0.00212718
US-WV,2020-11,3.46362e-8,0.0000039269,0.0043027,3.30422e-10,1.80318e-10,0.000865569,0.000070261,1.1004e-8,0.000417849
US-WY,2020-11,1.28913e-7,0.0000106168,0.0135522,1.13865e-9,5.62373e-10,0.00242408,0.000212997,1.42402e-10,0.0013767
CA-AB,2020-12,1.22231e-7,0.000185597,0.00879556,7.15494e-10,1.48333e-9,0.00756057,0.000330775,0.00000632321,0.00676299
CA-BC,2020-12,8.84978e-8,0.0000557243,0.0276608,6.16144e-10,1.45713e-9,0.0105211,0.000807701,4.89835e-7,0.00227563
CA-MB,2020-12,7.75403e-8,0.0000452647,0.0285184,5.23751e-10,1.43355e-9,0.0107343,0.000843269,2.49018e-8,0.00183858
CA-NB,2020-12,7.69366e-8,0.0000779969,0.0125497,5.23496e-10,9.75266e-10,0.0058852,0.000371886,0.00000219473,0.00300394
CA-NL,2020-12,6.31998e-8,0.0000506362,0.0264923,3.69422e-10,1.3939e-9,0.0105631,0.000817757,2.75893e-7,0.00188154
CA-NS,2020-12,1.25675e-7,0.000171349,0.0115039,7.87531e-10,1.50001e-9,0.00790472,0.00038427,0.00000568052,0.00634283
CA-NT,2020-12,7.18447e-8,0.000140716,0.0122814,2.96129e-10,1.37449e-9,0.00846234,0.000480699,0.00000433201,0.0048645
CA-NU,2020-12,6.07742e-8,0.000203425,0.00103823,7.34355e-11,1.31677e-9,0.00694683,0.00023972,0.00000716629,0.00678645
CA-ON,2020-12,1.27071e-7,0.0000396242,0.0159788,8.44837e-10,8.85193e-10,0.00507616,0.000406905,7.2115e-7,0.0020867
CA-PE,2020-12,6.716e-7,0.0000539133,0.0742775,6.51336e-9,2.96968e-9,0.0123658,0.00102592,5.14076e-8,0.00751809
CA-QC,2020-12,9.22329e-8,0.0000463095,0.0295163,6.70955e-10,1.47121e-9,0.0107549,0.000844576,6.31022e-8,0.0020062
CA-SK,2020-12,8.67211e-8,0.00017568,0.00768927,3.85434e-10,1.39695e-9,0.00768221,0.000353874,0.00000589954,0.00612794
CA-YT,2020-12,6.06323e-8,0.0000739712,0.02243,3.01972e-10,1.37642e-9,0.010004,0.000728683,0.00000132958,0.00261065
US-AK,2020-12,3.01053e-8,0.0000240583,0.00761848,2.06405e-10,4.53487e-10,0.0030909,0.00022412,4.59274e-7,0.000949117
US-AL,2020-12,3.25099e-8,0.0000631291,0.0029857,5.91837e-11,5.26546e-10,0.0030603,0.00016267,0.00000205906,0.00214708
US-AR,2020-12,4.74189e-8,0.0000467721,0.00219397,5.1797e-11,4.14042e-10,0.00226457,0.000148031,0.00000149878,0.00165237
US-AZ,2020-12,2.03541e-7,0.0000183184,0.00498567,2.06843e-10,5.04961e-10,0.00211361,0.000366682,1.77935e-7,0.00119561
US-CA,2020-12,6.46166e-7,0.000112706,0.0132292,6.51287e-10,1.82458e-9,0.00755546,0.00112615,0.00000267497,0.00557769
US-CO,2020-12,2.99554e-7,0.0000295208,0.0256577,2.15295e-9,1.18366e-9,0.00496777,0.000484407,2.58425e-7,0.0030426
US-CT,2020-12,2.82421e-8,0.0000442127,0.000703376,2.9219e-11,3.20214e-10,0.00166754,0.0000822494,0.0000015143,0.00151725
US-DC,2020-12,4.19641e-7,0.000583676,0.00618849,3.34615e-10,4.16178e-9,0.0210549,0.00106877,0.0000200907,0.020126
US-DE,2020-12,8.33927e-8,0.0000668883,0.0013222,7.04087e-11,5.35836e-10,0.00259184,0.000177184,0.00000223319,0.0024097
US-FL,2020-12,1.74547e-7,0.0000546248,0.00237541,9.99668e-11,6.02094e-10,0.00259857,0.00031084,0.00000161895,0.00224429
US-GA,2020-12,1.71387e-7,0.000122417,0.00293666,1.18803e-10,1.02456e-9,0.00498321,0.000368442,0.00000402302,0.00444445
US-HI,2020-12,3.18526e-7,0.000090923,0.00879324,5.82488e-10,1.15846e-9,0.0050206,0.000563619,0.00000258969,0.00406794
US-IA,2020-12,3.9364e-7,0.000038027,0.0435943,3.79728e-9,1.7851e-9,0.00753646,0.000614825,2.44721e-7,0.00459997
US-ID,2020-12,2.28615e-7,0.000103073,0.0254086,1.24223e-9,1.69517e-9,0.00969451,0.00074625,0.00000248494,0.00460835
US-IL,2020-12,7.48582e-8,0.0000108132,0.00790358,6.89685e-10,3.50807e-10,0.00149576,0.000118583,1.80354e-7,0.000970271
US-IN,2020-12,7.77419e-8,0.0000171539,0.00739856,6.35677e-10,3.80849e-10,0.00166701,0.000129737,4.0396e-7,0.00114749
US-KS,2020-12,2.95673e-7,0.0000254454,0.0323823,2.83642e-9,1.31008e-9,0.00546671,0.000453588,8.60172e-8,0.00334517
US-KY,2020-12,1.04806e-8,0.0000173141,0.00204591,3.13455e-11,1.93745e-10,0.00125533,0.0000796138,4.94405e-7,0.000595287
US-LA,2020-12,2.10069e-8,0.0000544687,0.000551739,2.45689e-11,3.68212e-10,0.00195351,0.0000772574,0.00000189792,0.00183015
US-MA,2020-12,2.73604e-7,0.000148994,0.00577026,2.85274e-10,1.38481e-9,0.00656874,0.000554648,0.0000047487,0.00565084
US-MD,2020-12,8.02275e-8,0.0000343567,0.00410219,2.15108e-10,4.25702e-10,0.00215605,0.000185926,9.82733e-7,0.00143241
US-ME,2020-12,3.41077e-7,0.00045845,0.0305514,1.97825e-9,4.03204e-9,0.0214204,0.001071,0.0000151327,0.0168915
US-MI,2020-12,6.85968e-8,0.0000500039,0.00611184,5.10785e-10,5.36799e-10,0.00260014,0.00014461,0.00000160078,0.00210993
US-MN,2020-12,2.10903e-7,0.0000635329,0.0168726,1.41634e-9,1.05827e-9,0.00473254,0.000369727,0.00000172853,0.00346496
US-MO,2020-12,4.9087e-8,0.0000079948,0.00517997,4.16389e-10,2.4165e-10,0.00110709,0.0000904818,1.3038e-7,0.000639942
US-MS,2020-12,4.15044e-8,0.0000544686,0.000608176,3.24102e-11,3.92043e-10,0.00197557,0.000103378,0.00000187036,0.0018844
US-MT,2020-12,1.25287e-7,0.0000266548,0.0207188,1.10385e-9,9.54007e-10,0.00570223,0.000454219,1.10661e-7,0.00181569
US-NC,2020-12,2.50825e-7,0.0000597855,0.00491936,1.83924e-10,8.07643e-10,0.00356776,0.000465748,0.0000015861,0.00263723
US-ND,2020-12,2.34839e-7,0.000020016,0.0268623,2.27265e-9,1.08267e-9,0.00470573,0.000388847,1.18311e-9,0.00265722
US-NE,2020-12,1.86418e-7,0.0000202183,0.0207499,1.7641e-9,8.6892e-10,0.00377365,0.000307633,1.68919e-7,0.00222494
US-NH,2020-12,7.31737e-8,0.000140328,0.00611898,3.44628e-10,1.1128e-9,0.00603211,0.000274665,0.00000472927,0.00493056
