country,period,adpe,ap,ctue,ctuh-c,ctuh-nc,gwp,ir,pm,wu
ST,2019-05,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2019-06,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2019-07,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2019-08,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2019-09,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2019-10,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2019-11,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2019-12,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2020-01,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2020-02,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2020-03,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2020-04,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2020-05,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2020-06,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2020-07,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2020-08,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2020-09,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2020-10,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2020-11,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2020-12,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2021-01,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2021-02,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
ST,2021-03,6.73266e-9,0.00000494395,0.00303303,3.93294e-11,1.54429e-10,0.00118877,0.000093324,8.96577e-11,0.000184426
