continent,period,adpe,ap,ctue,ctuh-c,ctuh-nc,gwp,ir,pm,wu
North America,2020-03,5.57906e-7,0.0011548,0.164344,0.0000181935,0.00000927022,0.390517,0.00753857,0.0000485823,0.0598942
North America,2020-04,5.99749e-7,0.00118733,0.161908,0.0000191775,0.00000976937,0.381683,0.00747347,0.00005172,0.0586423
North America,2020-05,6.03823e-7,0.00115821,0.161896,0.0000180338,0.00000918841,0.381456,0.00752352,0.0000491541,0.0592555
North America,2020-06,5.81394e-7,0.00113118,0.170255,0.0000158708,0.00000809116,0.405523,0.00771276,0.0000443034,0.0615488
North America,2020-07,5.61914e-7,0.00111084,0.179192,0.000014343,0.00000731713,0.434627,0.00796227,0.0000399765,0.0641885
North America,2020-08,5.56287e-7,0.00113391,0.182453,0.0000144122,0.00000735302,0.441281,0.00798588,0.0000406421,0.0649197
North America,2020-09,5.64275e-7,0.00117841,0.177535,0.0000160936,0.00000820589,0.426481,0.00790112,0.0000455232,0.0636681
North America,2020-10,5.64195e-7,0.0011805,0.173528,0.0000167923,0.00000855982,0.414128,0.00765881,0.0000471345,0.0612103
North America,2020-11,5.56383e-7,0.00119868,0.174473,0.0000176241,0.00000898328,0.406723,0.00748497,0.0000485805,0.0613783
North America,2020-12,5.27589e-7,0.00116217,0.178561,0.0000161695,0.00000824561,0.418149,0.00761141,0.0000444488,0.0635238
North America,2021-01,5.29618e-7,0.00115541,0.178291,0.0000159697,0.00000814425,0.417038,0.00761626,0.00004388,0.0637462
North America,2021-02,5.56198e-7,0.00122875,0.189606,0.0000163917,0.00000836127,0.439649,0.00759591,0.0000458897,0.0647636
North America,2021-03,6.09473e-7,0.00116088,0.170177,0.0000170238,0.00000867745,0.391703,0.00736875,0.0000468747,0.0600692
North America,2021-04,6.4054e-7,0.00118785,0.169753,0.0000176378,0.0000089888,0.394235,0.00741891,0.0000489876,0.0592109
North America,2021-05,6.466e-7,0.00116934,0.172252,0.0000169805,0.00000865583,0.400586,0.0075654,0.0000467909,0.0610339
North America,2021-06,6.07953e-7,0.00115213,0.182245,0.0000150348,0.00000766954,0.433543,0.00786502,0.0000421471,0.06418
North America,2021-07,5.93232e-7,0.00114218,0.187021,0.0000143661,0.00000733105,0.449027,0.00802317,0.0000399841,0.0659435
North America,2021-08,5.88092e-7,0.00113437,0.186297,0.0000140399,0.00000716495,0.446582,0.0079886,0.0000395357,0.065629
North America,2021-09,6.10531e-7,0.00117885,0.181425,0.0000161342,0.00000822788,0.429691,0.00784214,0.0000447315,0.0639726
North America,2021-10,5.9602e-7,0.00117965,0.174479,0.0000169486,0.00000863953,0.414417,0.00763297,0.0000470154,0.0609598
North America,2021-11,5.78116e-7,0.00116757,0.16983,0.0000171156,0.00000872342,0.398962,0.00751704,0.0000475108,0.0603123
North America,2021-12,5.43199e-7,0.0011218,0.165465,0.0000166808,0.00000850189,0.387854,0.00747923,0.0000455016,0.0604238
North America,2022-01,5.53222e-7,0.00116626,0.18023,0.0000157573,0.00000803633,0.419724,0.0075546,0.000044112,0.0629185
North America,2022-02,5.89256e-7,0.00118938,0.177113,0.0000163216,0.00000832194,0.40948,0.00743022,0.0000465567,0.061089
North America,2022-03,6.34077e-7,0.00115224,0.168231,0.0000167831,0.00000855441,0.386588,0.00730653,0.0000467211,0.0587827
North America,2022-04,6.77272e-7,0.00118396,0.169389,0.0000174699,0.00000890316,0.388123,0.00723034,0.0000489031,0.0573979
North America,2022-05,6.70845e-7,0.00114569,0.16925,0.0000163188,0.00000831838,0.394111,0.00746496,0.0000457999,0.0589945
North America,2022-06,6.46792e-7,0.00111483,0.172397,0.0000147285,0.00000751106,0.409549,0.00770212,0.0000420665,0.0609076
North America,2022-07,6.19891e-7,0.00108936,0.175667,0.0000137955,0.0000070377,0.425174,0.00790157,0.0000391943,0.0624694
North America,2022-08,6.08068e-7,0.00109798,0.17619,0.0000140924,0.00000718875,0.428814,0.00798343,0.0000397318,0.0631505
North America,2022-09,6.26041e-7,0.00113867,0.172148,0.0000155502,0.00000792822,0.415249,0.007863,0.0000440836,0.0615931
North America,2022-10,6.45045e-7,0.001093,0.164168,0.0000175073,0.00000892177,0.392091,0.00764663,0.0000446154,0.0597937
North America,2022-11,5.96837e-7,0.00107056,0.162227,0.0000174561,0.00000889566,0.381714,0.0074521,0.0000438311,0.0593971
North America,2022-12,5.56242e-7,0.00107835,0.169425,0.0000165057,0.0000084147,0.399521,0.00757546,0.0000419452,0.0618615
North America,2023-01,5.75889e-7,0.00103715,0.159965,0.0000174621,0.0000088988,0.378145,0.00755316,0.0000422777,0.0606171
North America,2023-02,6.1401e-7,0.00104824,0.156263,0.0000176416,0.00000898852,0.366671,0.00737917,0.0000439928,0.058041
North America,2023-03,6.52139e-7,0.0010229,0.155216,0.0000171916,0.00000875968,0.365124,0.0074151,0.0000424154,0.057731
North America,2023-04,7.15526e-7,0.00105571,0.153003,0.0000184752,0.000009411,0.358894,0.00739668,0.0000457572,0.0563144
North America,2023-05,7.1051e-7,0.00103835,0.152589,0.0000174257,0.00000887769,0.36493,0.00758012,0.0000438104,0.0572862
North America,2023-06,6.92072e-7,0.00104159,0.16147,0.0000156249,0.00000796434,0.392788,0.00792962,0.000040765,0.0606036
North America,2023-07,6.63182e-7,0.00100636,0.167675,0.0000139092,0.00000709416,0.412074,0.00807059,0.0000361663,0.0624673
North America,2023-08,6.54827e-7,0.000997494,0.166872,0.0000141741,0.00000722868,0.41117,0.00807929,0.0000360321,0.0625403
North America,2023-09,6.66942e-7,0.00103335,0.162823,0.0000159073,0.00000810834,0.398227,0.00799303,0.0000402621,0.0614567
North America,2023-10,6.69699e-7,0.00104707,0.159027,0.0000172979,0.00000881413,0.381347,0.00769321,0.0000430513,0.059206
North America,2023-11,6.18728e-7,0.00104669,0.158556,0.0000172436,0.00000878661,0.378384,0.00759429,0.0000430772,0.0592975
North America,2023-12,5.87865e-7,0.00101885,0.157794,0.0000165406,0.00000842943,0.377696,0.00766999,0.0000411265,0.0603695
North America,2024-01,5.76715e-7,0.00102367,0.167066,0.0000153184,0.00000781081,0.400505,0.00772506,0.0000384018,0.0620045
North America,2024-02,6.4602e-7,0.00101285,0.151408,0.000016704,0.00000851064,0.358477,0.0075135,0.0000423182,0.0578807
North America,2024-03,6.96404e-7,0.000987755,0.146153,0.0000165367,0.00000842419,0.344591,0.00740172,0.0000419314,0.0557673
North America,2024-04,7.60983e-7,0.00101578,0.148615,0.0000172462,0.00000878516,0.347525,0.00733527,0.0000435664,0.0547786
North America,2024-05,7.59656e-7,0.00100424,0.152097,0.0000159743,0.00000813979,0.362848,0.00766353,0.0000409956,0.0574387
North America,2024-06,7.45979e-7,0.000983815,0.157867,0.0000147547,0.00000752156,0.38019,0.00784914,0.0000376826,0.0595618
North America,2024-07,7.07998e-7,0.000965458,0.1612,0.0000138427,0.00000705887,0.398827,0.00806935,0.0000351425,0.0610318
North America,2024-08,7.0989e-7,0.000965287,0.160072,0.0000138736,0.00000707422,0.395597,0.0080589,0.0000354063,0.0608562
North America,2024-09,7.12709e-7,0.00101006,0.158421,0.0000153764,0.0000078373,0.388386,0.0079546,0.000039464,0.0599172
North America,2024-10,7.24521e-7,0.00101195,0.154816,0.0000157107,0.0000080061,0.370959,0.00765034,0.0000408158,0.0575538
North America,2024-11,6.56225e-7,0.00101673,0.153181,0.0000162311,0.00000827043,0.364931,0.00755032,0.0000418416,0.0577652
North America,2024-12,6.22217e-7,0.00100714,0.159175,0.0000158426,0.0000080753,0.376858,0.00764246,0.0000396021,0.0605169
North America,2025-01,6.2927e-7,0.00101644,0.168245,0.000014553,0.00000742219,0.395753,0.00762873,0.0000372469,0.0615439
North America,2025-02,6.77608e-7,0.00103992,0.162783,0.0000158304,0.00000806969,0.381893,0.0075049,0.0000406466,0.0591573
North America,2025-03,7.7575e-7,0.00100181,0.151724,0.0000164899,0.00000840236,0.347107,0.00725783,0.0000413865,0.0557606
North America,2025-04,8.2145e-7,0.00100254,0.150454,0.0000164405,0.00000837685,0.344446,0.00723626,0.000041592,0.0547217
North America,2025-05,8.2145e-7,0.00100254,0.150454,0.0000164405,0.00000837685,0.344446,0.00723626,0.000041592,0.0547217
Oceania,2019-01,9.16099e-7,0.00219683,0.315554,0.0000473377,0.0000241211,0.687026,0.00671491,0.0000972482,0.0701922
Oceania,2019-02,9.01485e-7,0.0022752,0.317001,0.0000466067,0.0000237484,0.688579,0.00666629,0.000101093,0.0691572
Oceania,2019-03,8.9893e-7,0.00225521,0.319785,0.0000487051,0.0000248167,0.697007,0.00673561,0.000100773,0.0707033
Oceania,2019-04,9.08013e-7,0.00231634,0.316531,0.0000525394,0.0000267644,0.686169,0.00653012,0.000107897,0.0684903
Oceania,2019-05,8.60906e-7,0.0022472,0.312222,0.0000514293,0.0000261997,0.677472,0.0064479,0.000104105,0.0680111
Oceania,2019-06,8.26033e-7,0.00221679,0.308857,0.0000505328,0.0000257433,0.672202,0.00641132,0.000102373,0.0675016
Oceania,2019-07,8.53813e-7,0.00218189,0.305229,0.0000501535,0.0000255498,0.662534,0.0063832,0.000100893,0.0668436
Oceania,2019-08,8.97384e-7,0.00216181,0.299555,0.0000501434,0.0000255431,0.650541,0.00639742,0.000100935,0.0656103
Oceania,2019-09,9.39686e-7,0.00221752,0.299863,0.0000492403,0.000025083,0.650961,0.00646694,0.000103471,0.0648592
Oceania,2019-10,9.94549e-7,0.00223194,0.30206,0.0000517816,0.0000263757,0.654963,0.00652604,0.00010561,0.0655429
Oceania,2019-11,9.91594e-7,0.00220847,0.30364,0.000044801,0.0000228273,0.650307,0.00642659,0.0000988483,0.0651864
Oceania,2019-12,0.00000102248,0.00219092,0.307457,0.0000467967,0.0000238437,0.660206,0.00654301,0.0000982887,0.0670901
Oceania,2020-01,9.93266e-7,0.00220434,0.312153,0.0000488015,0.0000248643,0.673696,0.00661629,0.0000995091,0.0686819
Oceania,2020-02,9.53997e-7,0.00223758,0.310463,0.0000477558,0.0000243314,0.672774,0.00660866,0.000101098,0.0677451
Oceania,2020-03,9.97958e-7,0.00224264,0.306144,0.0000527409,0.0000268647,0.661652,0.00650861,0.000106032,0.0664371
Oceania,2020-04,9.80251e-7,0.00231578,0.30816,0.0000551467,0.0000280875,0.665018,0.00642335,0.000111636,0.0658706
Oceania,2020-05,9.2002e-7,0.00222409,0.302716,0.0000531392,0.0000270664,0.654637,0.00634286,0.000106112,0.0654119
Oceania,2020-06,8.64154e-7,0.0022122,0.308785,0.0000487828,0.0000248533,0.671425,0.00649638,0.000100902,0.0675377
Oceania,2020-07,8.73041e-7,0.00216783,0.305448,0.0000484142,0.0000246656,0.665793,0.00652142,0.0000987196,0.0673584
Oceania,2020-08,9.41228e-7,0.00217499,0.302131,0.000049351,0.0000251407,0.652051,0.00641233,0.000100639,0.0658206
Oceania,2020-09,0.00000100919,0.0022248,0.299095,0.0000497505,0.0000253422,0.639458,0.00630857,0.000104529,0.0637322
Oceania,2020-10,0.00000103217,0.00218884,0.294725,0.0000470967,0.0000239921,0.630403,0.00633512,0.000101344,0.0629197
Oceania,2020-11,0.00000109708,0.00220207,0.299095,0.0000469474,0.0000239174,0.636982,0.0064193,0.000100962,0.0639654
Oceania,2020-12,0.00000111306,0.00218771,0.298951,0.0000497837,0.0000253598,0.636774,0.00641547,0.00010224,0.0643496
Oceania,2021-01,0.0000011267,0.00219948,0.30235,0.0000513651,0.0000261648,0.644731,0.00647302,0.000103282,0.0654297
Oceania,2021-02,0.00000107896,0.00226231,0.306521,0.0000488647,0.0000248937,0.653967,0.00647052,0.000104236,0.0654935
Oceania,2021-03,0.00000106591,0.0022364,0.306684,0.0000523163,0.0000266493,0.656224,0.00645613,0.00010518,0.0662424
Oceania,2021-04,0.00000103606,0.0022809,0.308832,0.0000528182,0.0000269045,0.662742,0.00646205,0.000107656,0.0663406
Oceania,2021-05,9.54432e-7,0.00221257,0.305418,0.0000497613,0.0000253499,0.656978,0.00639811,0.000102388,0.0660445
Oceania,2021-06,8.69094e-7,0.0021456,0.300361,0.0000446141,0.0000227319,0.649738,0.00638708,0.000095995,0.0653206
Oceania,2021-07,9.01916e-7,0.00211945,0.29983,0.0000456184,0.000023243,0.642965,0.00627843,0.0000953154,0.0651995
Oceania,2021-08,0.00000101745,0.00215945,0.294652,0.0000509525,0.0000259532,0.629417,0.00624281,0.000102501,0.0633945
Oceania,2021-09,0.00000109117,0.00217872,0.28794,0.000050065,0.0000254995,0.610371,0.00616034,0.000104449,0.0606786
Oceania,2021-10,0.0000011649,0.00217875,0.287479,0.0000511306,0.0000260414,0.608568,0.00622836,0.00010513,0.0608084
Oceania,2021-11,0.00000113993,0.00219555,0.289605,0.0000510986,0.0000260254,0.613145,0.00621485,0.000105708,0.0610576
Oceania,2021-12,0.00000124798,0.00213842,0.288394,0.000047543,0.0000242181,0.608109,0.00637917,0.0000999123,0.0615452
Oceania,2022-01,0.00000119837,0.00212188,0.29276,0.0000478466,0.000024374,0.62051,0.00643958,0.0000982529,0.0633389
Oceania,2022-02,0.00000117862,0.00218377,0.292571,0.0000466514,0.000023765,0.620368,0.0064195,0.000101153,0.0621667
Oceania,2022-03,0.00000113387,0.00216815,0.297019,0.0000487019,0.0000248094,0.633377,0.00646548,0.000100716,0.0641172
Oceania,2022-04,0.00000108183,0.00222951,0.295983,0.0000528109,0.0000268972,0.634709,0.00639429,0.000107647,0.0631985
Oceania,2022-05,9.81253e-7,0.00215742,0.29074,0.0000520851,0.0000265276,0.625953,0.00625071,0.000104149,0.0625345
Oceania,2022-06,9.44221e-7,0.00208459,0.281086,0.0000505675,0.0000257537,0.605816,0.00614073,0.000101168,0.0604433
Oceania,2022-07,9.71848e-7,0.00207632,0.285607,0.0000503903,0.0000256654,0.614998,0.00622587,0.0000994045,0.0620807
Oceania,2022-08,0.00000104232,0.0020874,0.282778,0.0000509027,0.0000259251,0.601411,0.00609416,0.000101019,0.06056
Oceania,2022-09,0.00000111236,0.00213292,0.282073,0.0000502211,0.0000255778,0.597632,0.00612254,0.00010315,0.0596158
Oceania,2022-10,0.00000118416,0.00214656,0.281137,0.0000526087,0.0000267913,0.594204,0.00615454,0.000105821,0.0593342
Oceania,2022-11,0.00000126175,0.00210288,0.27323,0.0000450909,0.000022967,0.571051,0.0061298,0.0000994965,0.0567686
Oceania,2022-12,0.00000135223,0.00210279,0.275474,0.0000486654,0.0000247854,0.57516,0.00623904,0.000101455,0.0579452
Oceania,2023-01,0.00000131101,0.00209856,0.282621,0.0000484683,0.0000246874,0.594189,0.00636811,0.0000995131,0.0604349
Oceania,2023-02,0.00000127424,0.00214861,0.287921,0.0000459163,0.0000233904,0.605485,0.00640587,0.0000995335,0.0610142
Oceania,2023-03,0.00000120963,0.00212475,0.288833,0.0000481296,0.0000245165,0.612773,0.00642396,0.0000995281,0.0621467
Oceania,2023-04,0.00000114194,0.00216776,0.286782,0.0000469177,0.0000238989,0.608113,0.00628286,0.00010172,0.0604854
Oceania,2023-05,0.00000104615,0.00208356,0.284788,0.0000449464,0.0000228972,0.60579,0.00620366,0.0000959315,0.0609378
Oceania,2023-06,9.81217e-7,0.00207328,0.282832,0.0000460794,0.0000234727,0.599588,0.00601954,0.0000968276,0.0601038
Oceania,2023-07,0.00000103717,0.00207809,0.284784,0.0000486249,0.0000247677,0.603684,0.00609366,0.000098428,0.0609377
Oceania,2023-08,0.00000114336,0.00209354,0.280901,0.0000512498,0.0000261012,0.597161,0.00620805,0.000101753,0.0603057
Oceania,2023-09,0.00000129343,0.00213841,0.277426,0.0000511198,0.0000260332,0.582566,0.0062201,0.000105021,0.0582676
Oceania,2023-10,0.0000013615,0.00210232,0.272271,0.0000508735,0.0000259071,0.565321,0.00611352,0.000103831,0.0568528
Oceania,2023-11,0.0000013296,0.00209593,0.276585,0.0000476967,0.0000242931,0.579298,0.00628635,0.000100173,0.0584533
Oceania,2023-12,0.00000139833,0.00208266,0.278383,0.0000489704,0.0000249416,0.581267,0.00636089,0.00009986,0.059346
Oceania,2024-01,0.00000135695,0.00207785,0.283723,0.0000472314,0.0000240591,0.594848,0.00644233,0.000097137,0.0610683
Oceania,2024-02,0.00000132007,0.00208235,0.282404,0.0000455728,0.0000232151,0.594319,0.00644928,0.0000965256,0.0606072
Oceania,2024-03,0.00000131521,0.00211175,0.285067,0.0000503082,0.0000256233,0.60013,0.00640911,0.000101159,0.0612
Oceania,2024-04,0.00000123875,0.00219278,0.288584,0.0000544766,0.0000277428,0.611612,0.006341,0.000108122,0.0614018
Oceania,2024-05,0.00000112606,0.00215763,0.292889,0.0000542949,0.0000276521,0.626963,0.00638936,0.000105082,0.0635342
Oceania,2024-06,0.00000106902,0.00216601,0.297779,0.000054853,0.0000279372,0.642423,0.00648671,0.000104964,0.0652575
Oceania,2024-07,0.0000011185,0.0021036,0.287732,0.0000572516,0.0000291545,0.616033,0.00630898,0.000105416,0.0629009
Oceania,2024-08,0.00000123842,0.00213067,0.280327,0.0000605009,0.0000308039,0.595813,0.00624864,0.000110969,0.0602718
Oceania,2024-09,0.00000135212,0.00213643,0.269841,0.000060245,0.0000306707,0.562951,0.00601996,0.000113359,0.0562481
Oceania,2024-10,0.00000142673,0.00208055,0.265808,0.0000514543,0.0000262007,0.551833,0.00614619,0.000104342,0.0554636
Oceania,2024-11,0.00000142879,0.00207715,0.266242,0.0000517181,0.0000263351,0.555045,0.00620665,0.000104155,0.0559168
Oceania,2024-12,0.00000155579,0.00205858,0.267805,0.000055743,0.0000283825,0.557422,0.0063592,0.000105509,0.0571976
Oceania,2025-01,0.00000152997,0.00207529,0.273887,0.0000555363,0.000028279,0.57163,0.00643045,0.000105062,0.0588102
Oceania,2025-02,0.00000146364,0.00211699,0.275892,0.0000543067,0.0000276534,0.578089,0.00642081,0.00010634,0.0586432
Oceania,2025-03,0.00000138036,0.00212859,0.284327,0.0000575903,0.0000293255,0.598793,0.0064162,0.000107637,0.0612521
Oceania,2025-04,0.00000134316,0.00219966,0.285155,0.0000588803,0.0000299806,0.602709,0.00637452,0.00011252,0.0605089
Oceania,2025-05,0.00000134316,0.00219966,0.285155,0.0000588803,0.0000299806,0.602709,0.00637452,0.00011252,0.0605089
South America,2019-01,1.79734e-7,0.000704584,0.0937222,2.82867e-7,1.50497e-7,0.197355,0.00325776,0.0000252245,0.0184381
South America,2019-02,1.74739e-7,0.000741582,0.0976469,2.67599e-7,1.43236e-7,0.210454,0.00342413,0.0000264652,0.0196394
South America,2019-03,1.78467e-7,0.000732695,0.0963954,2.77222e-7,1.48156e-7,0.20458,0.00333194,0.0000261289,0.0193103
South America,2019-04,1.74057e-7,0.000740222,0.095627,2.72382e-7,1.45483e-7,0.20212,0.00328212,0.000026643,0.018978
South America,2019-05,1.77811e-7,0.000742022,0.0964498,2.87827e-7,1.53534e-7,0.203352,0.00328295,0.0000265691,0.0192277
South America,2019-06,1.85217e-7,0.000744257,0.0966307,2.88042e-7,1.53398e-7,0.204807,0.00338586,0.0000267551,0.0198552
South America,2019-07,1.92608e-7,0.000745866,0.0995769,2.68416e-7,1.44112e-7,0.214677,0.00354325,0.0000261832,0.0212244
South America,2019-08,2.02372e-7,0.000747434,0.0992327,2.9277e-7,1.56221e-7,0.213721,0.0035686,0.000026428,0.0212269
South America,2019-09,2.03575e-7,0.000752086,0.100047,1.28389e-7,7.28879e-8,0.214556,0.00355004,0.000026402,0.021202
South America,2019-10,2.05624e-7,0.000739143,0.0988627,1.4739e-7,8.23706e-8,0.211876,0.00352418,0.0000259352,0.0208645
South America,2019-11,2.03922e-7,0.000737533,0.0987416,2.91451e-7,1.55691e-7,0.211396,0.00350988,0.0000259619,0.0207856
South America,2019-12,2.04861e-7,0.000731137,0.0993732,2.59057e-7,1.39544e-7,0.211039,0.00346928,0.0000254985,0.0206761
South America,2020-01,1.95402e-7,0.000722233,0.0981455,2.47063e-7,1.33206e-7,0.211456,0.00349213,0.0000251989,0.0204083
South America,2020-02,1.90517e-7,0.000731802,0.0972068,2.55493e-7,1.3723e-7,0.206275,0.00336635,0.0000259607,0.0194976
South America,2020-03,1.93133e-7,0.000734121,0.0967339,2.66637e-7,1.42888e-7,0.20476,0.00337325,0.0000261067,0.019679
South America,2020-04,1.9932e-7,0.000758906,0.0972328,2.83562e-7,1.5127e-7,0.204957,0.00338765,0.0000274074,0.019824
South America,2020-05,2.02749e-7,0.000762399,0.0984408,4.1312e-7,2.17461e-7,0.207622,0.00342231,0.0000274086,0.0204039
South America,2020-06,2.02213e-7,0.000765208,0.0993539,2.78124e-7,1.4882e-7,0.210993,0.00344572,0.0000273482,0.0204201
South America,2020-07,2.03816e-7,0.000742419,0.0964453,1.72524e-7,9.46313e-8,0.203018,0.00331206,0.0000265785,0.0191405
South America,2020-08,2.14008e-7,0.000738252,0.0960215,2.74087e-7,1.46089e-7,0.201346,0.00335115,0.000026581,0.0193942
South America,2020-09,2.18172e-7,0.000730019,0.0947619,2.58556e-7,1.38076e-7,0.197762,0.00334526,0.0000263102,0.0193803
South America,2020-10,2.21837e-7,0.000747346,0.0983132,2.55006e-7,1.36906e-7,0.209113,0.00348483,0.0000265448,0.0204609
South America,2020-11,2.21531e-7,0.00078071,0.101638,2.7321e-7,1.46395e-7,0.219473,0.00361002,0.000027857,0.0211646
South America,2020-12,2.24185e-7,0.000749809,0.100576,3.83172e-7,2.02455e-7,0.215423,0.00355919,0.0000264711,0.0209186
South America,2021-01,2.21095e-7,0.00075299,0.100751,2.45224e-7,1.32259e-7,0.215043,0.00353666,0.0000266089,0.0206386
South America,2021-02,2.04299e-7,0.000751558,0.0988446,2.57959e-7,1.38525e-7,0.209335,0.00340387,0.0000268351,0.0196656
South America,2021-03,2.15241e-7,0.000710695,0.0956007,3.69387e-7,1.94805e-7,0.20258,0.00341177,0.0000252367,0.0195283
South America,2021-04,2.19227e-7,0.000733685,0.0971422,3.85249e-7,2.02953e-7,0.206614,0.00343318,0.0000261805,0.0197453
South America,2021-05,2.24121e-7,0.000736734,0.0985121,3.93548e-7,2.07428e-7,0.211332,0.00352579,0.0000260415,0.0205915
South America,2021-06,2.31008e-7,0.000788596,0.103761,3.79055e-7,2.00499e-7,0.225974,0.00369191,0.0000279798,0.0217594
South America,2021-07,2.44369e-7,0.000793813,0.105308,3.76106e-7,1.99193e-7,0.230495,0.00379623,0.0000279753,0.0226102
South America,2021-08,2.54675e-7,0.000797641,0.105381,3.73859e-7,1.97903e-7,0.230537,0.0038597,0.0000282341,0.0229978
South America,2021-09,2.63924e-7,0.000787555,0.103547,3.95765e-7,2.08819e-7,0.22375,0.00374782,0.000028037,0.022059
South America,2021-10,2.67858e-7,0.000773915,0.10278,3.8944e-7,2.05405e-7,0.221808,0.00374785,0.0000275893,0.0216739
South America,2021-11,2.61262e-7,0.000760696,0.100353,3.81917e-7,2.01385e-7,0.215594,0.00366665,0.0000271733,0.0211471
South America,2021-12,2.53644e-7,0.0007194,0.097675,3.6913e-7,1.94767e-7,0.208427,0.00359398,0.0000254083,0.0206559
South America,2022-01,2.59314e-7,0.00071294,0.0956353,6.11891e-7,3.17845e-7,0.203032,0.00353023,0.0000256012,0.0199211
South America,2022-02,2.55001e-7,0.000717835,0.0949507,5.14371e-7,2.6814e-7,0.199217,0.00342879,0.0000259393,0.0192122
South America,2022-03,2.60019e-7,0.000687339,0.0922841,4.87004e-7,2.54034e-7,0.190457,0.00332281,0.0000247156,0.0185353
South America,2022-04,2.54727e-7,0.000706515,0.0919066,5.09053e-7,2.65022e-7,0.188544,0.00326414,0.0000258194,0.0181435
South America,2022-05,2.59089e-7,0.000708676,0.093292,6.96276e-7,3.60485e-7,0.194281,0.0033682,0.0000257183,0.0190734
South America,2022-06,2.51863e-7,0.00072206,0.0953215,3.40404e-7,1.79785e-7,0.201232,0.0034176,0.0000258029,0.0193594
South America,2022-07,2.71037e-7,0.00070865,0.0944733,5.80515e-7,3.01714e-7,0.197533,0.00339786,0.0000254363,0.0192524
South America,2022-08,2.90016e-7,0.000703846,0.0932776,5.71432e-7,2.96827e-7,0.192581,0.003404,0.0000254485,0.0192247
South America,2022-09,3.02742e-7,0.000710172,0.0929304,5.63335e-7,2.92444e-7,0.191474,0.00339029,0.0000259133,0.0187694
South America,2022-10,3.11794e-7,0.000693769,0.0913523,5.07872e-7,2.64012e-7,0.186039,0.00331559,0.0000253261,0.0180295
South America,2022-11,2.85628e-7,0.000700716,0.0913057,4.04497e-7,2.11464e-7,0.189533,0.00330106,0.0000255502,0.0176467
South America,2022-12,2.9771e-7,0.000699554,0.0923696,5.64779e-7,2.93139e-7,0.191885,0.00340884,0.0000254984,0.0184934
South America,2023-01,3.02613e-7,0.000691639,0.0918123,4.48163e-7,2.33887e-7,0.189324,0.00338817,0.0000250698,0.0184106
South America,2023-02,3.00651e-7,0.00069754,0.0920415,4.70109e-7,2.45075e-7,0.188182,0.00332144,0.0000254022,0.0179826
South America,2023-03,2.96287e-7,0.000665703,0.0902052,4.52201e-7,2.3604e-7,0.185131,0.00331672,0.0000238429,0.0180595
South America,2023-04,2.93302e-7,0.000695007,0.0912671,4.76262e-7,2.48307e-7,0.187493,0.0033309,0.0000252127,0.0182875
South America,2023-05,3.09693e-7,0.000698901,0.0928667,4.35941e-7,2.28004e-7,0.192222,0.00343771,0.0000250782,0.0191828
South America,2023-06,3.1194e-7,0.000708362,0.0947726,5.78772e-7,3.00717e-7,0.198424,0.00353931,0.0000254306,0.0199162
South America,2023-07,3.30197e-7,0.000704398,0.0941151,6.77778e-7,3.51087e-7,0.193529,0.00346434,0.0000253754,0.0195435
South America,2023-08,3.41503e-7,0.000695858,0.0927789,3.81403e-7,2.00296e-7,0.189181,0.00342456,0.0000248657,0.0191892
South America,2023-09,3.55803e-7,0.00070385,0.0926493,5.21254e-7,2.71245e-7,0.187904,0.00340513,0.0000254695,0.0188389
South America,2023-10,3.70472e-7,0.000693806,0.0917747,4.95484e-7,2.58086e-7,0.18392,0.00330643,0.0000250539,0.0179773
South America,2023-11,3.80254e-7,0.000693831,0.0915619,4.90402e-7,2.55412e-7,0.185205,0.00336785,0.0000250802,0.018075
South America,2023-12,3.86345e-7,0.000677264,0.090518,4.8541e-7,2.5289e-7,0.181472,0.00338772,0.0000243744,0.0183498
South America,2024-01,3.74534e-7,0.000663216,0.0893495,4.69124e-7,2.44538e-7,0.181352,0.00342297,0.0000237629,0.0183982
South America,2024-02,3.64494e-7,0.000677848,0.0914171,3.80646e-7,1.99906e-7,0.185841,0.00342593,0.0000241327,0.0186927
South America,2024-03,3.7181e-7,0.000671567,0.0902797,3.60459e-7,1.89565e-7,0.18256,0.00339981,0.0000239073,0.0184944
South America,2024-04,3.65932e-7,0.000691587,0.0911116,3.67811e-7,1.93283e-7,0.183214,0.00337631,0.0000248829,0.0185154
South America,2024-05,3.61583e-7,0.000686585,0.0915101,3.8413e-7,2.01553e-7,0.18501,0.00340582,0.0000245805,0.0188341
South America,2024-06,3.57747e-7,0.000690602,0.0918461,4.13965e-7,2.16561e-7,0.186742,0.00345987,0.0000248344,0.0192016
South America,2024-07,3.78289e-7,0.000688248,0.0923478,4.32015e-7,2.25803e-7,0.187702,0.00350943,0.0000246349,0.0195074
South America,2024-08,4.08398e-7,0.000695929,0.0939865,3.25869e-7,1.72043e-7,0.191336,0.0035658,0.000024681,0.0197444
South America,2024-09,4.29588e-7,0.000710193,0.0955408,2.65054e-7,1.4123e-7,0.196027,0.00364429,0.0000251195,0.0201044
South America,2024-10,4.47274e-7,0.000712564,0.0966134,2.50938e-7,1.34412e-7,0.198483,0.00367999,0.0000249843,0.0203023
South America,2024-11,4.3547e-7,0.000699907,0.0937905,1.48561e-7,8.18542e-8,0.189666,0.00349066,0.0000248031,0.0186446
