subdivision,period,adpe,ap,ctue,ctuh-c,ctuh-nc,gwp,ir,pm,wu
CA-NT,2019-04,3.068059499078697e-7,0.0008386845055426771,0.1691127159514682,0.0000031243676326208095,0.0000016170324335978364,0.41298497425924274,0.005799473302796601,0.00001563474282198868,0.05113460408122325
CA-NU,2019-04,4.0556299999999996e-7,0.0012549310000000001,0.24141544200000004,0.00000476350131,0.00000246480764,0.62400465,0.008388751,0.000023839064730000002,0.07682575
CA-NL,2019-05,7.737216807083677e-8,0.0000926081025708635,0.036037276171033784,1.9108425004035842e-7,1.0001141715077534e-7,0.035048774940943654,0.0011403765357775849,9.484230902242251e-7,0.004673361339598639
CA-PE,2019-05,6.774459972708218e-7,0.00006995870892852348,0.07713085806081045,7.376757748362936e-8,3.776873804379436e-8,0.020994901535778467,0.0011429536854609798,3.3513080615059507e-7,0.008512595234840029
CA-NS,2019-05,3.7775535816251694e-7,0.0009135782359449143,0.18620519036638106,0.0000034452987716362036,0.0000017826396076915714,0.45050540671953243,0.006269536177877925,0.00001711580805357028,0.056220401075632406
CA-NB,2019-05,2.426521376686237e-7,0.0003370318453692405,0.0816190238791966,0.0000011610744308206868,6.024687155588415e-7,0.15762236754094275,0.00584139615264729,0.0000057669819876847635,0.05059630431183909
CA-QC,2019-05,9.298840947874768e-8,0.000055003164571110105,0.03136429750030858,4.0733520234317654e-8,2.2193305345029163e-8,0.01589767512422632,0.0009121195896948161,1.9997616413863015e-7,0.002568371399077763
CA-ON,2019-05,3.858236847416115e-7,0.00010794011073257625,0.04115062328028337,2.3238805037651896e-7,1.2370384993763476e-7,0.03784956963963208,0.008934777391801697,0.000001152054895885758,0.0786166852901482
CA-MB,2019-05,7.842473022726019e-8,0.00004827736179317871,0.029227619539654512,1.4609012639594545e-8,8.717174584127343e-9,0.012544310870696023,0.0008673151477924016,7.079591040312636e-8,0.002040761715904998
CA-SK,2019-05,3.637486899035539e-7,0.0010469799654776474,0.20588182314821865,0.000003976827958565952,0.0000020576390853674363,0.5182710137197343,0.007088793508480796,0.000019759696453798947,0.0640478625469646
CA-AB,2019-05,4.0641739894490834e-7,0.0011674832715595927,0.22761460327951002,0.0000044541696256952056,0.0000023044686811259812,0.5792177343692426,0.00784391345529449,0.000022131397540938735,0.07158163910565837
CA-BC,2019-05,1.0759278657241677e-7,0.00017965229781985128,0.051822759147469366,5.361608648321628e-7,2.7844221690225615e-7,0.0791018830960143,0.0016840087755769953,0.000002662902377115317,0.010123111594520806
CA-YT,2019-05,1.6893982719213496e-7,0.0004243928450663076,0.09448229435564096,0.000001507536479635955,7.807768225764375e-7,0.20307232950251297,0.003206521761597215,0.000007490247918903551,0.02524496528271027
CA-NT,2019-05,3.1080547947994716e-7,0.0008654983151611981,0.17339969524090754,0.0000032563113859690978,0.000001685068441497362,0.42631634166983323,0.0059617991960131435,0.000016179582370790727,0.0527410420289359
CA-NU,2019-05,4.0609384460141264e-7,0.0012559717457114024,0.24154318062563065,0.000004806732991927346,0.0000024868411654894044,0.6241720484359232,0.008386797174571142,0.00002388450521190716,0.0768720484359233
CA-NL,2019-06,7.323779860276318e-8,0.00007978918246279432,0.0338171358875994,7.414769483292803e-8,4.012794207294761e-8,0.028698774330577617,0.0010622190390361566,6.361583370524012e-7,0.0038913525385775435
CA-PE,2019-06,6.804935454613034e-7,0.00006503041694778564,0.0764487235959163,3.138708457814131e-8,1.604818861713116e-8,0.018493370038836655,0.0011160782369982235,2.1513607190424644e-7,0.00823446754272539
CA-NS,2019-06,3.731472266513334e-7,0.0009056867028268248,0.1866533505504121,0.0000018011178944368067,9.466883023735705e-7,0.44991958488050293,0.006263899458666348,0.000015504719820326198,0.05614937168420412
CA-NB,2019-06,2.8226904558222014e-7,0.00020251880198883472,0.0579901153729796,3.324198389764883e-7,1.7778308909288074e-7,0.08879776846749506,0.009000296926048106,0.0000028579353337162116,0.08063728584662448
CA-QC,2019-06,9.489851654488401e-8,0.00005805862530895095,0.0320128346478465,2.8164802187518616e-8,1.5909202546367084e-8,0.01749246440207565,0.0009320715760933017,2.376806476221177e-7,0.0027737698700214725
CA-ON,2019-06,3.9818955557815067e-7,0.00009333854668739837,0.03758625860088836,9.194670605861452e-8,5.215626757027086e-8,0.03014480272257448,0.009864654780850081,7.872280130737817e-7,0.0873203272856175
CA-MB,2019-06,7.455761826018837e-8,0.000046273019713616375,0.02862903652218724,3.818628375953485e-9,3.172412760999554e-9,0.01154910567132134,0.0008541660088855248,2.947040190402293e-8,0.0018883596315698932
CA-SK,2019-06,3.509916182958157e-7,0.001032887085124176,0.20505411540685928,0.0000020683431277828008,0.000001087152672458941,0.5150769692122293,0.007049638771168109,0.000017811412512092155,0.0636015030058621
CA-AB,2019-06,3.880029899901936e-7,0.0011147344476717524,0.2205360963121384,0.000002239132086933691,0.0000011767989110268256,0.5567473717368143,0.007569470256326913,0.000019281438468992624,0.0688229496467471
CA-BC,2019-06,1.1283774208866074e-7,0.00016841033687031105,0.050757802136092274,2.5930355031528135e-7,1.3730484381885688e-7,0.0738628297113649,0.0016222592822396622,0.0000022296494761307037,0.009561856574355798
CA-YT,2019-06,8.814402603136894e-8,0.00014439074985647177,0.04512897131283345,2.0938698752793703e-7,1.1114414912798525e-7,0.06168203224607836,0.001467166997521261,0.0000018012664540481607,0.007904337649922134
CA-NT,2019-06,3.0207017528831885e-7,0.0008441191434901135,0.17133271511314774,0.0000016729897163119594,8.795758457844215e-7,0.4186676413593643,0.005868518522588932,0.000014406144188316859,0.05180246154772357
CA-NU,2019-06,3.925274841437632e-7,0.001248263213530655,0.24215332558139532,0.000002519368234672304,0.0000013240150422832983,0.625074154334038,0.008397862579281183,0.000021697779556025373,0.07690924947145879
CA-NL,2019-07,6.665259313441923e-8,0.00005970514880127323,0.030161838662116424,2.7152321102217528e-8,1.5540179179949314e-8,0.01847393692156777,0.0009362134362994899,2.6904071047044254e-7,0.0026300309266663493
CA-PE,2019-07,6.833187386252275e-7,0.00006976235038887144,0.07708651326007229,3.5507668554266567e-8,1.8317584792176267e-8,0.020858643272960473,0.0011506770983230425,2.9161283595821864e-7,0.008514499409301334
CA-NS,2019-07,3.742312235920258e-7,0.0009908041338009877,0.20066859110489424,0.000001669037198727905,8.826702437724394e-7,0.4947794031041333,0.006813731198070455,0.000016709657268343374,0.0614805888775594
CA-NB,2019-07,3.346085355677038e-7,0.0005693474386126242,0.12353408644037185,9.269993531722159e-7,4.922295484473422e-7,0.27753237798144564,0.009042304115706687,0.000009279179730862233,0.08182672813006117
CA-QC,2019-07,8.81161027131115e-8,0.00005663628557854737,0.031285012144334635,2.1426856228625122e-8,1.2454620646463603e-8,0.016809582418476982,0.0009219555701646045,2.094286765272437e-7,0.002631679990421697
CA-ON,2019-07,4.1381810969321606e-7,0.00022064216098795678,0.06050660073204305,3.0259669682731905e-7,1.6349433479915805e-7,0.09571802289267836,0.009970470212625,0.0000030250589108978764,0.08869516563647202
CA-MB,2019-07,7.439971096671265e-8,0.00004815162393322173,0.028915384757128418,6.61964742184408e-9,4.664336129631189e-9,0.01251557804110419,0.0008658838857536906,6.226501550491513e-8,0.002000653128489501
CA-SK,2019-07,3.269771139289546e-7,0.0009581768268812266,0.19195173609061608,0.000001612005459144388,8.52650660632429e-7,0.4782406645951763,0.006599566760017861,0.000016142295613674563,0.05910018986799757
CA-AB,2019-07,3.8163128000022197e-7,0.0011245264768991715,0.22221038193942386,0.000001905183565470562,0.000001007497983281558,0.5633016326373663,0.007651878758418056,0.000019078228505595812,0.06959383250144734
CA-BC,2019-07,1.2202671273476008e-7,0.00020933171779261974,0.057990485351602346,2.9090259201697785e-7,1.548194637089821e-7,0.09498717548275731,0.0018822980837835282,0.0000029094590896223752,0.012137278767251975
CA-YT,2019-07,7.779995981482672e-8,0.00010710735902298897,0.03850319197349485,1.1080278961638534e-7,5.973101985401661e-8,0.04274140602596587,0.0012344226640837,0.0000011071135087470918,0.005586757731456035
CA-NT,2019-07,2.8546503548010427e-7,0.0008030889618258426,0.16403008171816974,0.0000013381641758395146,7.080138207033031e-7,0.39881373000340314,0.0056259659905368315,0.000013399588680200688,0.04935763947517176
CA-NU,2019-07,3.902499999999999e-7,0.0012444165186500887,0.2420174920071048,0.0000021171870559502655,0.0000011195389609236228,0.6247973357015986,0.008399403197158081,0.000021203992619893416,0.07691922735346357
CA-NL,2019-08,6.550712875724941e-8,0.000055517452236126975,0.02941351330939954,2.0565208410025746e-8,1.2045397689877014e-8,0.016336777794419895,0.000909938227415945,1.9517315411466581e-7,0.002368458175372436
CA-PE,2019-08,6.815469406154401e-7,0.00006842557484212432,0.07691580541340812,3.4434116551613696e-8,1.7723509884661492e-8,0.02022377664756109,0.0011398886637290669,2.698562458381026e-7,0.008436975183699463
CA-NS,2019-08,4.019367142791804e-7,0.0010844544154321096,0.21763773305007048,0.000001909921130712355,0.000001008453960991563,0.5432723057824845,0.007414179697209356,0.00001837656670977905,0.06746970323508522
CA-NB,2019-08,3.3486702095313385e-7,0.0004629809379507685,0.10369149115556274,7.705084239271012e-7,4.096099413590988e-7,0.22269760318462853,0.01037730728239695,0.000007412017915264816,0.09435131840279896
CA-QC,2019-08,8.985032437664817e-8,0.00005833340511877597,0.03168500156236356,2.5385896056905586e-8,1.4523531679968992e-8,0.017680326872712388,0.0009330603185927104,2.3927767101999964e-7,0.002750474439842621
CA-ON,2019-08,4.183994767079555e-7,0.0001749423028195134,0.05246392826531593,2.312093738569685e-7,1.2582470565875382e-7,0.07213292735163672,0.010415280879976568,0.0000022197943979036954,0.09287470571184663
CA-MB,2019-08,7.463182664147304e-8,0.00004619239137923954,0.028622793933647184,3.2625273416137893e-9,2.886816154442306e-9,0.011510499857001063,0.00085372868244159,2.747777721766584e-8,0.0018846314982429251
CA-SK,2019-08,3.4688129079377216e-7,0.0010217909782014513,0.20357623155709978,0.000001795367743994938,9.481358957463106e-7,0.5113254626817838,0.007010291944495714,0.00001727759263717293,0.06320348949353939
CA-AB,2019-08,3.8862062147153654e-7,0.0011515751284342285,0.22708568572149687,0.0000020335221099358437,0.0000010737456406153042,0.5777565461799299,0.007832822902800502,0.00001956965870109149,0.07139112258173637
CA-BC,2019-08,1.1732785815897054e-7,0.00019949195714724996,0.056091227477416745,2.848488101538126e-7,1.5141114188282211e-7,0.09004537882213787,0.0018213223364559484,0.0000027379474919763246,0.011517548575186715
CA-YT,2019-08,7.705725700784554e-8,0.00010420836019418505,0.03799205788153223,1.1003703731488933e-7,5.9243076344905444e-8,0.041290414675942785,0.0012167464995076302,0.0000010565937198582618,0.005411035657955379
CA-NT,2019-08,3.0479346158428685e-7,0.0008640158463760888,0.17523171099923648,0.000001505333174472342,7.951622398049753e-7,0.43044676401225573,0.006017575700992592,0.000014485886557503557,0.05328437673130194
CA-NU,2019-08,3.9080932594644505e-7,0.0012425281625115423,0.24183254478301014,0.000002201107248384119,0.000001162192516158818,0.6244863804247461,0.008399291782086794,0.00002118481238688828,0.07692326869806092
CA-NL,2019-09,7.705086329343067e-8,0.00009193085168948593,0.03603269213256708,8.758982488289857e-8,4.738545231284567e-8,0.03493308718557689,0.0011393098572423824,8.432842207587605e-7,0.004660886940087651
CA-PE,2019-09,6.789736263645379e-7,0.0000634880446439588,0.07624820610398148,2.570749115384598e-8,1.3104795098102315e-8,0.017750485090693865,0.0011043565767653901,1.862683247726349e-7,0.008145162514227273
CA-NS,2019-09,4.037562667556173e-7,0.0010157987761319144,0.20660138498699399,0.0000017866943180843934,9.432281261595003e-7,0.5069241062879802,0.0069707406074630066,0.0000172517163911486,0.06316749978829302
CA-NB,2019-09,3.422315262037246e-7,0.0004553543255480154,0.10368888814953046,7.574347130332721e-7,4.0243450416478075e-7,0.21841928628400542,0.009815515172271125,0.000007311088859740719,0.08905486671584484
CA-QC,2019-09,9.96576103523174e-8,0.00005842748320255797,0.03243370833605181,2.545928299589771e-8,1.4532914779086328e-8,0.0176728221794546,0.0009356371058344941,2.3990476660025233e-7,0.0028394117948918936
CA-ON,2019-09,4.0252613696630414e-7,0.0001335496078615936,0.04576144766660596,1.5675967868329743e-7,8.652596540103105e-8,0.05107376993830193,0.010256565437974551,0.0000015077946729316811,0.0914886684730604
CA-MB,2019-09,7.569550987825184e-8,0.000048025907729458475,0.028992058258986687,6.633405066729395e-9,4.662682536395045e-9,0.012443801545615052,0.0008653720883596136,6.008823382767507e-8,0.0020041030174757345
CA-SK,2019-09,3.571863100397459e-7,0.0010608478591166701,0.2102199953089446,0.0000018704709431223877,9.875707828161003e-7,0.5301987046283377,0.007241023471848698,0.000018066892380076507,0.06547511275807393
CA-AB,2019-09,3.923355987687084e-7,0.0011386822315549742,0.22504129440272283,0.0000020133902881701283,0.0000010629099453325161,0.5699068347511506,0.007735577255416328,0.000019446483021008183,0.0704586463137559
CA-BC,2019-09,1.1391789546364595e-7,0.0001788048388508124,0.05251876039309694,2.472564076706959e-7,1.3155262915850363e-7,0.07928720285299375,0.0016892302248324165,0.000002384616647772086,0.010214563894680815
CA-YT,2019-09,8.569771520734394e-8,0.00013580861875389945,0.043617178228508656,1.6838809899301682e-7,9.000475612039593e-8,0.05737815582217771,0.0014147192060730447,0.0000016242361624029394,0.007379644189614633
CA-NT,2019-09,2.875759682266297e-7,0.0008045450658966308,0.16426630739087184,0.0000013985864880399458,7.38726586398069e-7,0.39912653221631195,0.005630701588818296,0.000013508057059808042,0.04940620102074647
CA-NU,2019-09,3.906759388038943e-7,0.0012453574408901253,0.2418975391747798,0.000002210276796476588,0.0000011668187482614744,0.624593973110802,0.00839849605934168,0.000021351551497450165,0.07688266110338433
CA-NL,2019-10,8.701784716442898e-8,0.0001285815335185881,0.04259945338593806,1.57056345397038e-7,8.399350499322462e-8,0.05377045427713194,0.001371340374364414,0.0000014866239127111915,0.006973814616548005
CA-PE,2019-10,6.768768129793234e-7,0.00006291001318766647,0.07618694595212008,2.5084970133049837e-8,1.2768453073345357e-8,0.017512311143329795,0.0010980992201660093,1.76915466051981e-7,0.008112459956458916
CA-NS,2019-10,4.091125172996406e-7,0.0010212607990326826,0.20815986692919913,0.000001820108204550813,9.605342314498265e-7,0.5108685121620729,0.00702184792309957,0.0000172513030089557,0.06375265271654369
CA-NB,2019-10,3.2035538522251236e-7,0.0003967813232549932,0.0930718675042499,6.581280418418278e-7,3.4992836549848303e-7,0.18895183221771547,0.009334441991768196,0.000006235322570170851,0.08430398514969431
CA-QC,2019-10,1.0144062916300529e-7,0.000057099593070246135,0.032362210059302905,2.3274647403093978e-8,1.3371104025532377e-8,0.016999680900966378,0.0009279501828827953,2.1458555486661077e-7,0.002777634355497467
CA-ON,2019-10,3.598300438694572e-7,0.00010495860481885314,0.04118212367474631,1.0892671110678614e-7,6.119598838455532e-8,0.03730303556349087,0.009999512547082758,0.0000010260000637194157,0.08941708629334968
CA-MB,2019-10,8.39091226320845e-8,0.000049813465570747386,0.029893537112179114,9.929050587242744e-9,6.377884377424192e-9,0.013331549000350587,0.0008784428848790184,8.951057039309766e-8,0.0021845223191327046
CA-SK,2019-10,3.6218062210167615e-7,0.001049638362115566,0.20912523158816174,0.00000187384088106038,9.890121679950979e-7,0.5256377426572186,0.007188619279770474,0.000017766165173267674,0.0650590169338523
CA-AB,2019-10,4.0510621820154413e-7,0.0011268611777365796,0.22448218262006778,0.0000020173857177436044,0.0000010646339850530148,0.5650972687160927,0.007682048590345879,0.000019125546645277523,0.07009248647844517
CA-BC,2019-10,1.0441645535084017e-7,0.0001358318573223524,0.0450470836486835,1.703319508153784e-7,9.095046265392497e-8,0.05741966244910075,0.0014206623517402435,0.0000016110535654960684,0.007563070078396122
CA-YT,2019-10,1.3217399957554181e-7,0.00030377820294901826,0.07373478120660674,4.837192552887602e-7,2.562165839237469e-7,0.14355554624476793,0.0024762454478125407,0.000004584922061817597,0.017959709815483275
CA-NT,2019-10,2.887559284190883e-7,0.0007982962010950087,0.1637344837662338,0.000001405262094128296,7.419960837309118e-7,0.3968506403873877,0.005602479418525085,0.000013322760598083335,0.04921569523849067
CA-NU,2019-10,3.9119999999999996e-7,0.001242104918032787,0.24178205714285714,0.0000022330160608899295,0.0000011784329086651048,0.6243592037470725,0.008397810772833724,0.000021174814997658073,0.07694829039812648
CA-NL,2019-11,7.861985627308506e-8,0.00009701218824415317,0.03682454428443958,2.054156610485061e-7,1.0745195010671024e-7,0.0373144522646483,0.0011684322271944504,0.0000010305823829970956,0.0049520283167907705
CA-PE,2019-11,6.744496353988839e-7,0.000061340421865765,0.07597429037487055,3.9850891468867305e-8,2.0214054965837483e-8,0.01672011208537261,0.0010840671639568956,1.6813717830013588e-7,0.008013854056788028
CA-NS,2019-11,4.128901897595508e-7,0.0010113666461250565,0.2042102561610135,0.000003775118447198721,0.0000019537185785499826,0.5006474528272477,0.006891800592662708,0.000018955810664569365,0.06245262332785836
CA-NB,2019-11,3.1044316168866065e-7,0.000408624934187104,0.09509953961365399,0.0000014238182745691594,7.390638404279191e-7,0.19345913565519435,0.00813586199303174,0.000007148100032149888,0.07286540879976634
CA-QC,2019-11,9.645557287193358e-8,0.000054629254330402856,0.03157137965480396,3.8519491414803135e-8,2.1044240866281543e-8,0.01570081238405288,0.0009106777867503173,1.908111329316528e-7,0.0025776193690751317
CA-ON,2019-11,3.4142820332017665e-7,0.00016292363064659908,0.05240686118144629,4.57357235506529e-7,2.3992863567323844e-7,0.06722344231521298,0.009161616202725615,0.0000022934615821505884,0.0818511652892638
CA-MB,2019-11,7.694923890080098e-8,0.00004883136333671243,0.029203174931699247,1.6630707264882143e-8,9.769281333499804e-9,0.012834265306963915,0.0008704495800560981,8.178540512036704e-8,0.0020612826910417843
CA-SK,2019-11,3.6763408484558617e-7,0.0010497425509009733,0.20677667091070706,0.000003927481083539161,0.00000203267830494412,0.5203367670247229,0.007118626473070021,0.000019723929961505376,0.06434830879722411
CA-AB,2019-11,4.1568025794323033e-7,0.0011509449085379,0.2260979723842169,0.000004322041666854342,0.0000022367195357210312,0.5715667320373733,0.00775505458990744,0.000021704670687054695,0.07080546828964222
CA-BC,2019-11,1.0672062459833556e-7,0.00014255131227602834,0.046018755532501475,3.8270590184404416e-7,1.991171335173781e-7,0.06034291244567961,0.0014561160666005466,0.0000019202603792591023,0.007915455132946732
CA-YT,2019-11,1.438195320053529e-7,0.0003362160665462904,0.07894093725228427,0.0000011402374605223562,5.910050120696389e-7,0.15861799340651955,0.0026606964285714285,0.000005725918841297054,0.019800473893402996
CA-NT,2019-11,2.929837865990467e-7,0.0007941038898689438,0.1611908867360607,0.0000029282709344966927,0.0000015158433583034279,0.3906788171444144,0.005525282203229301,0.00001470557538862954,0.04841633841509237
CA-NU,2019-11,4.055853174603174e-7,0.0012538045634920632,0.2413767281746031,0.0000047257237301587296,0.0000024456301587301583,0.6238918154761903,0.008387669642857141,0.00002373417197420635,0.07686106150793649
CA-NL,2019-12,7.747033219948415e-8,0.00009638626624207063,0.036699639691792074,1.6040215571711063e-7,8.455543754177337e-8,0.037106352775232665,0.001165645453185522,9.790792745878985e-7,0.004917866493841934
CA-PE,2019-12,6.741179115909943e-7,0.00006103010492791702,0.07593974954329497,3.1934973390270724e-8,1.6179608742909153e-8,0.01658636569844672,0.0010819148029330328,1.5609446622079956e-7,0.007997433109426095
CA-NS,2019-12,3.823476188674753e-7,0.0009616713863581143,0.195223337064089,0.00000282871059571378,0.0000014710192166922345,0.4773767032850756,0.0066016023408531,0.00001728728300320062,0.05945335215061267
CA-NB,2019-12,3.1891672761743973e-7,0.0004523429278256791,0.10314121566436493,0.000001259548346281459,6.57096861718896e-7,0.21649483708389053,0.008327049272476992,0.00000769591557811145,0.0747880905741448
CA-QC,2019-12,9.661864958937764e-8,0.00005552656515924469,0.03173544653709947,3.333671394896532e-8,1.8442097848369713e-8,0.016177706405053796,0.0009165280559625162,2.003933701907366e-7,0.0026353272899578457
CA-ON,2019-12,3.3458709136869387e-7,0.0001469530137069197,0.05012465750617655,3.1391163564623117e-7,1.6652178631380747e-7,0.05947385444834635,0.009298516157100688,0.0000019139062340854038,0.08330080111894092
CA-MB,2019-12,7.675737039995269e-8,0.00004816710630385742,0.029089372048509733,1.1190664263148443e-8,6.981047840622134e-9,0.012504492147324768,0.0008663921907650279,6.611430993596879e-8,0.002020841874499962
CA-SK,2019-12,3.617659772536342e-7,0.0010391333307122744,0.20581404378016677,0.00000306909952934869,0.0000015960542953771577,0.5169879327227347,0.007077455193613182,0.00001875947351099134,0.06391755385647803
CA-AB,2019-12,4.1111920095022967e-7,0.0011426734826288994,0.22572745089148993,0.0000033879467568861714,0.0000017616954625696674,0.569612921491597,0.007731122418512767,0.00002070742629530194,0.07055330398687573
CA-BC,2019-12,9.834596354783045e-8,0.0001392421085211352,0.04498344775423658,2.923722493940303e-7,1.5311228883049493e-7,0.058887858085934754,0.001436203182882601,0.0000017852981272222229,0.007669126496280769
CA-YT,2019-12,1.405076053424757e-7,0.00032863900800568263,0.0778359675299579,8.772036169835448e-7,4.5705860076728664e-7,0.1553576691866364,0.0026204830386328862,0.00000536120515671638,0.01939179081938505
CA-NT,2019-12,2.7606308570017937e-7,0.0007890060353688902,0.16017299750508646,0.0000022976977825155735,0.0000011952243208872627,0.3897094533802235,0.005506625517876673,0.000014044658281865287,0.04817428405794756
CA-NU,2019-12,3.996017699115044e-7,0.0012499375325351377,0.2416948922436231,0.000003720319963560646,0.0000019345284226965116,0.6243988547631443,0.008393560124934928,0.000022741877199375324,0.07688573659552315
CA-NL,2020-01,7.712346735308602e-8,0.00009839612566453767,0.037073230831042386,1.1196137642884155e-7,6.001429053257121e-8,0.03832824463781961,0.0011808852837786761,9.619793197651677e-7,0.005063146785014381
CA-PE,2020-01,6.736804689247083e-7,0.00006259290725771164,0.07616732049302577,2.6829693894043975e-8,1.3643527316620159e-8,0.017421137901434423,0.0010920275330583852,1.757415957019046e-7,0.008092384714030156
CA-NS,2020-01,3.7963296947104036e-7,0.0010394862539487432,0.20877708980635984,0.0000020605071364815455,0.0000010834936974852074,0.520691673066715,0.0071362897536915515,0.00001774179852767419,0.06460812342884507
CA-NB,2020-01,3.2661140470406553e-7,0.0004903800377209091,0.10953293867518539,9.248598522255466e-7,4.885871887016167e-7,0.23734469285930726,0.009143318146266554,0.000007961009383952576,0.08262496109309396
CA-QC,2020-01,8.114749254449582e-8,0.00005479748795978722,0.03047382507905041,2.1364988857737408e-8,1.2379076326441115e-8,0.015905934452288138,0.0009090479622003623,1.8023432673440172e-7,0.0024617964052559772
CA-ON,2020-01,3.2799928173845027e-7,0.00014898360781285627,0.050156750946708954,2.1550606792113536e-7,1.1661872542906605e-7,0.06092280331760351,0.009345956064927136,0.0000018489004560565735,0.08373177596699936
CA-MB,2020-01,7.489032615335305e-8,0.00004928417433465909,0.029131404821719848,1.0030725051678892e-8,6.437927054934004e-9,0.013098896916523757,0.0008731425876479578,8.302163944934272e-8,0.0020739070101551418
CA-SK,2020-01,3.495045546937103e-7,0.0010088917532522492,0.20166901596352851,0.0000019975243413715824,0.000001050467217877858,0.5050948482077428,0.006938127207656723,0.000017201201691098786,0.062495308274747335
CA-AB,2020-01,4.052241125347124e-7,0.0011375369121665766,0.2261882131669914,0.0000022635951530080827,0.0000011901842709041466,0.5709664165033087,0.0077558588344804145,0.000019491237711821866,0.07075707503575458
CA-BC,2020-01,9.968283760256934e-8,0.00015244089481845357,0.04732028549260109,2.2376547086571275e-7,1.1872575328123558e-7,0.06600697710682253,0.00152410057364478,0.0000019243253663694087,0.008527579609241623
CA-YT,2020-01,1.7050358838868575e-7,0.0004409202282285538,0.09831036586744012,8.214644583947666e-7,4.327285216187803e-7,0.2139615944909832,0.003344687393139022,0.000007073298748308087,0.026589611314392372
CA-NT,2020-01,2.77180699608824e-7,0.0007896306280449365,0.16152629090126924,0.0000015435734286515237,8.120331663941064e-7,0.39271856415613876,0.005550178985092811,0.000013292183444635907,0.04860611679433487
CA-NU,2020-01,3.9233437337493495e-7,0.0012410598023920956,0.24163858138325528,0.000002478804134165367,0.000001303347618304732,0.6242273530941238,0.008400179927197089,0.000021348505039001562,0.07690785231409256
CA-NL,2020-02,8.044673168416333e-8,0.00010887941971806923,0.03898015617050814,1.3568184954427636e-7,7.243843427971805e-8,0.04368946416215472,0.0012469725921897144,0.0000011518278509172617,0.005722924004880196
CA-PE,2020-02,6.756873478307381e-7,0.0000620741635928041,0.07608008502126484,2.5842511469003216e-8,1.3122638275191788e-8,0.017112856734231584,0.0010911727570817112,1.65162605111863e-7,0.00806266128096456
CA-NS,2020-02,3.8398171005737974e-7,0.0010350090209369763,0.2083603189900567,0.000002082108240361114,0.0000010942820187707314,0.5181838875918392,0.00710552623890851,0.00001770545273762709,0.06432733227375524
CA-NB,2020-02,3.4811126480061813e-7,0.0005202235495349525,0.11583676014550631,0.0000010013355181310832,5.284677619725545e-7,0.2524975470743808,0.009345766764197537,0.000008511911360602762,0.08471445020894544
CA-QC,2020-02,9.182310442448001e-8,0.00005493182813258858,0.03129648582797681,2.1765917045324542e-8,1.2555185572739578e-8,0.015928325639031078,0.000912259370646555,1.8050526891211063e-7,0.0025624577746942994
CA-ON,2020-02,3.5509600975096154e-7,0.00014761123409426653,0.05105147559937213,2.1309103483262852e-7,1.1511665115995688e-7,0.0598659768912256,0.008794715588512102,0.000001804096820287733,0.07829052153425754
CA-MB,2020-02,7.775905350503477e-8,0.000048506725451954733,0.02922360361091637,8.483328818976022e-9,5.614580125042087e-9,0.012686612875021564,0.0008689125697143548,6.857439684114609e-8,0.00205170413516894
CA-SK,2020-02,3.470213978263769e-7,0.0009948099146475011,0.1992187900929622,0.00000199805807865446,0.0000010502219354267502,0.4976871766471894,0.006845905178178427,0.00001699269560516073,0.06157598868886506
CA-AB,2020-02,4.0911393164922223e-7,0.001134381758933654,0.22589055912158076,0.000002291004822524506,0.0000012039744488456327,0.5691104402171857,0.007733549740635414,0.000019482775952499907,0.07054224741827114
CA-BC,2020-02,1.1048687592863656e-7,0.00014814820910712096,0.04744728474793112,2.1789098708413116e-7,1.1555043273997167e-7,0.0637357282597284,0.0014993099286104816,0.0000018495073115759866,0.008357013741832377
CA-YT,2020-02,1.402738175650745e-7,0.0003319749359692987,0.07878300523554906,6.048010267811116e-7,3.187549526214729e-7,0.15804596919662164,0.0026552528602257473,0.0000051426592063548055,0.019724227493431216
CA-NT,2020-02,2.931154585833102e-7,0.0008004595209431235,0.16375970967538628,0.0000015887311655799793,8.353408653151093e-7,0.39794076530132855,0.0056269241678668595,0.00001351139175512499,0.04929874410451396
CA-NU,2020-02,3.9246222926571577e-7,0.0012419080824088748,0.24174014368726887,0.0000025180335076597997,0.000001323297797147385,0.6244343898573692,0.008401001584786055,0.000021417962445853146,0.07690221870047544
CA-NL,2020-03,7.841899005008579e-8,0.00010038230304828342,0.037457783570756,1.1839350615905875e-7,6.334535495936318e-8,0.039245682125620095,0.001192096804720103,0.0000010047368179342413,0.005182512725638439
CA-PE,2020-03,6.762090569200393e-7,0.00006139755575051791,0.07597927417252467,2.446497082570613e-8,1.2396763438174674e-8,0.016743935001316306,0.0010872321229749788,1.5341564285777963e-7,0.008022029853219863
CA-NS,2020-03,3.8925104343663717e-7,0.0010057226353830037,0.203687606648711,0.0000020303227580787665,0.0000010667986346751086,0.501617795986624,0.0069013471026013965,0.000017263842233728984,0.06244341003885318
CA-NB,2020-03,3.3492212284704153e-7,0.0004415547163496846,0.10183999962800741,8.400796343988601e-7,4.4375776831342374e-7,0.2114573026673714,0.009087728288166244,0.000007139867354688895,0.08211081715758115
CA-QC,2020-03,9.552306534465915e-8,0.00005619558497164012,0.03176874500481893,2.4478485065005707e-8,1.3967318362478686e-8,0.016544343670859534,0.0009207410697704878,2.0329250238270003e-7,0.002669125403681594
